MB,Read Time (ns),Read Time / Number (ns)
1,438246,438246
2,932736,466368
3,1665884,555294
4,1857686,464421
5,1780947,356189
6,1783319,297219
7,1784841,254977
8,1797291,224661
9,2008284,223142
10,1871232,187123
11,1796276,163297
12,1771185,147598
13,1896362,145874
14,1819476,129962
15,1712173,114144
16,1738504,108656
17,1816434,106849
18,1748603,97144
19,1800296,94752
20,1852242,92612
21,1833601,87314
22,1828386,83108
23,1813590,78851
24,1816283,75678
25,1786913,71476
26,1711509,65827
27,1777744,65842
28,1741137,62183
29,1821968,62826
30,1763063,58768
31,1777289,57331
32,1843062,57595
33,1776382,53829
34,1739740,51168
35,1862604,53217
36,1820759,50576
37,1770859,47861
38,1759994,46315
39,1784571,45758
40,1754531,43863
41,1729983,42194
42,1751898,41711
43,1837768,42738
44,1807908,41088
45,1775327,39451
46,1803571,39208
47,1758488,37414
48,1761250,36692
49,1798049,36694
50,1754270,35085
51,1840040,36079
52,1771846,34073
53,1873796,35354
54,1833629,33956
55,1808710,32885
56,1747068,31197
57,1735675,30450
58,1791019,30879
59,1778547,30144
60,1988807,33146
61,1901817,31177
62,2027387,32699
63,1970281,31274
64,1852439,28944
65,1813836,27905
66,1790059,27122
67,1990463,29708
68,1775133,26104
69,1822551,26413
70,1922335,27461
71,1805023,25422
72,1881416,26130
73,1821027,24945
74,1771874,23944
75,1820810,24277
76,1817706,23917
77,1758659,22839
78,1809240,23195
79,1788221,22635
80,1766944,22086
81,1871077,23099
82,1813924,22121
83,1794963,21626
84,1792967,21344
85,1877844,22092
86,1835848,21347
87,1784535,20511
88,1831298,20810
89,1765152,19833
90,1862715,20696
91,1824225,20046
92,1822966,19814
93,1852786,19922
94,1817257,19332
95,1826664,19228
96,1996768,20799
97,1790890,18462
98,1820234,18573
99,1846847,18655
100,1811711,18117
101,1945076,19258
102,1837701,18016
103,1845649,17918
104,1780819,17123
105,1802272,17164
106,1771971,16716
107,1822106,17029
108,1834934,16990
109,1891965,17357
110,1839958,16726
111,1877441,16913
112,1922602,17166
113,1876681,16607
114,1939567,17013
115,1874199,16297
116,1832995,15801
117,1829974,15640
118,1844846,15634
119,1855760,15594
120,1833479,15278
121,1841115,15215
122,1875903,15376
123,1861822,15136
124,1847408,14898
125,1873166,14985
126,1928332,15304
127,1817553,14311
128,1973256,15416
129,1878010,14558
130,1831521,14088
131,1908146,14566
132,1919633,14542
133,1918179,14422
134,1815102,13545
135,2016306,14935
136,1895512,13937
137,1807802,13195
138,1918761,13904
139,1861236,13390
140,2000994,14292
141,1819974,12907
142,1868041,13155
143,1882641,13165
144,1923876,13360
145,1888723,13025
146,1834375,12564
147,1822621,12398
148,2023728,13673
149,1859146,12477
150,1903394,12689
151,1906236,12624
152,1828309,12028
153,1916266,12524
154,1813670,11777
155,1894290,12221
156,1897977,12166
157,1885486,12009
158,1864684,11801
159,2108088,13258
160,1891840,11824
161,1853044,11509
162,1948785,12029
163,1868911,11465
164,2079618,12680
165,1864459,11299
166,1905333,11477
167,1918117,11485
168,1875298,11162
169,1930941,11425
170,1851258,10889
171,1942352,11358
172,1837334,10682
173,1830824,10582
174,1893719,10883
175,1891726,10809
176,1891443,10746
177,1936031,10938
178,1876450,10541
179,1849638,10333
180,1820130,10111
181,2027496,11201
182,1860242,10221
183,1842061,10065
184,1887920,10260
185,1876627,10143
186,1842237,9904
187,2069744,11068
188,1971754,10488
189,1908711,10099
190,1886486,9928
191,1918737,10045
192,1857604,9675
193,1952211,10115
194,1857026,9572
195,1869154,9585
196,1857775,9478
197,2002136,10163
198,1996572,10083
199,1880859,9451
200,1910157,9550
201,1930230,9603
202,1933925,9573
203,1913065,9423
204,1905261,9339
205,1933961,9433
206,1890601,9177
207,1869877,9033
208,1865188,8967
209,1931253,9240
210,1903320,9063
211,1888610,8950
212,1901980,8971
213,1978574,9289
214,1927718,9008
215,1921362,8936
216,1937787,8971
217,1882384,8674
218,1889361,8666
219,2021001,9228
220,1902505,8647
221,1955921,8850
222,1882339,8479
223,1882424,8441
224,1960350,8751
225,2100423,9335
226,1870395,8276
227,1905373,8393
228,1963467,8611
229,1868853,8160
230,1952024,8487
231,1965135,8507
232,2012710,8675
233,1876026,8051
234,1966896,8405
235,1883717,8015
236,1963498,8319
237,1889604,7973
238,2024080,8504
239,1903871,7965
240,1922755,8011
241,1897521,7873
242,1925039,7954
243,1926182,7926
244,1908035,7819
245,1905033,7775
246,1930725,7848
247,2009414,8135
248,1941156,7827
249,1951674,7838
250,1957890,7831
251,1884021,7506
252,1929213,7655
253,2019680,7982
254,1902922,7491
255,1954988,7666
256,1981254,7739
257,2188577,8515
258,1933424,7493
259,1994485,7700
260,1904471,7324
261,1906642,7305
262,1907242,7279
263,1884961,7167
264,1987324,7527
265,1925883,7267
266,2009894,7555
267,1999328,7488
268,1891489,7057
269,1924626,7154
270,1904717,7054
271,1910599,7050
272,2126413,7817
273,1909028,6992
274,1935065,7062
275,1905586,6929
276,1974169,7152
277,1907757,6887
278,1995226,7177
279,1963914,7039
280,1955545,6984
281,1920934,6836
282,1949512,6913
283,1915120,6767
284,1926254,6782
285,1992530,6991
286,1915255,6696
287,1977628,6890
288,1894557,6578
289,1926207,6665
290,1911031,6589
291,2071842,7119
292,1915579,6560
293,2846565,9715
294,2048370,6967
295,1930459,6543
296,1971619,6660
297,1994576,6715
298,1907170,6399
299,1898334,6348
300,2028693,6762
301,1925017,6395
