B,Read Time (ns),Read Time / Number (ns)
1,8678,8678
2,8696,4348
3,8709,2903
4,9045,2261
5,8711,1742
6,22044,3674
7,8678,1239
8,8927,1115
9,8662,962
10,8698,869
11,8578,779
12,8668,722
13,8582,660
14,8691,620
15,8682,578
16,8558,534
17,8541,502
18,8693,482
19,8690,457
20,8554,427
21,8706,414
22,8688,394
23,8546,371
24,8702,362
25,8677,347
26,8700,334
27,8680,321
28,8697,310
29,8707,300
30,8663,288
31,8675,279
32,8554,267
33,8714,264
34,8678,255
35,8586,245
36,8668,240
37,8564,231
38,8569,225
39,8575,219
40,8555,213
41,8702,212
42,8574,204
43,8702,202
44,8570,194
45,8553,190
46,8561,186
47,8710,185
48,8689,181
49,8693,177
50,8673,173
51,8572,168
52,8547,164
53,8717,164
54,11360,210
55,8564,155
56,8559,152
57,8692,152
58,8689,149
59,8549,144
60,8682,144
61,8674,142
62,8571,138
63,8697,138
64,8656,135
65,8678,133
66,8723,132
67,8551,127
68,8701,127
69,8549,123
70,8561,122
71,8556,120
72,8569,119
73,8544,117
74,8553,115
75,8543,113
76,8537,112
77,8553,111
78,8579,109
79,8688,109
80,8615,107
81,8558,105
82,8713,106
83,8705,104
84,8550,101
85,8569,100
86,8563,99
87,8574,98
88,8683,98
89,8673,97
90,8696,96
91,8567,94
92,8701,94
93,8557,92
94,8555,91
95,8553,90
96,8720,90
97,8725,89
98,8681,88
99,8569,86
100,8689,86
101,8701,86
102,8697,85
103,8573,83
104,8572,82
105,8682,82
106,8549,80
107,8552,79
108,8562,79
109,8678,79
110,8554,77
111,8569,77
112,8553,76
113,8702,77
114,8550,75
115,8681,75
116,8668,74
117,8537,72
118,8562,72
119,8702,73
120,8545,71
121,8710,71
122,8552,70
123,8712,70
124,8685,70
125,8560,68
126,8690,68
127,8546,67
128,8687,67
129,8688,67
130,8553,65
131,8717,66
132,8558,64
133,8697,65
134,8581,64
135,8569,63
136,8562,62
137,8549,62
138,8677,62
139,8559,61
140,8558,61
141,8686,61
142,8570,60
143,8704,60
144,8701,60
145,8574,59
146,8578,58
147,8656,58
148,8697,58
149,8553,57
150,8563,57
151,8555,56
152,8581,56
153,8552,55
154,8680,56
155,8682,56
156,8562,54
157,8708,55
158,8575,54
159,8698,54
160,8677,54
161,8553,53
162,8659,53
163,8697,53
164,8687,52
165,8657,52
166,8556,51
167,8727,52
168,8677,51
169,8664,51
170,8575,50
171,8552,50
172,8693,50
173,8536,49
174,8564,49
175,8676,49
176,8575,48
177,8690,49
178,8549,48
179,8563,47
180,8724,48
181,8671,47
182,8703,47
183,8579,46
184,8699,47
185,8685,46
186,11802,63
187,8690,46
188,8586,45
189,8532,45
190,8555,45
191,8549,44
192,8676,45
193,8688,45
194,8685,44
195,8576,43
196,8712,44
197,8707,44
198,8549,43
199,8701,43
200,8672,43
201,8549,42
202,8719,43
203,8579,42
204,8560,41
205,9173,44
206,8699,42
207,8575,41
208,8580,41
209,8545,40
210,8580,40
211,8550,40
212,8592,40
213,8557,40
214,8564,40
215,8521,39
216,8671,40
217,8584,39
218,8571,39
219,8689,39
220,8716,39
221,8540,38
222,8533,38
223,8679,38
224,8699,38
225,8550,38
226,8532,37
227,9075,39
228,9223,40
229,8875,38
230,8550,37
231,8696,37
232,8576,36
233,8679,37
234,8694,37
235,8697,37
236,8557,36
237,8674,36
238,8675,36
239,8699,36
240,8684,36
241,8537,35
242,9178,37
243,8839,36
244,8550,35
245,8558,34
246,8682,35
247,8725,35
248,9056,36
249,11467,46
250,8569,34
251,8691,34
252,8684,34
253,8717,34
254,8564,33
255,8569,33
256,8713,34
257,8729,33
258,8561,33
259,8707,33
260,8543,32
261,8555,32
262,8684,33
263,8697,33
264,8698,32
265,8708,32
266,8564,32
267,8704,32
268,8562,31
269,8691,32
270,8710,32
271,8671,31
272,8566,31
273,8674,31
274,8565,31
275,8711,31
276,8690,31
277,8570,30
278,8714,31
279,8696,31
280,8711,31
281,8699,30
282,8719,30
283,8574,30
284,8582,30
285,9011,31
286,9236,32
287,9242,32
288,8566,29
289,8572,29
290,8584,29
291,8705,29
292,8704,29
293,8684,29
294,10307,35
295,12447,42
296,8719,29
297,9215,31
298,8689,29
299,8690,29
300,8565,28
301,8551,28
302,8719,28
303,8690,28
304,8741,28
305,8558,28
306,8557,27
307,8568,27
308,8721,28
309,8718,28
310,8685,28
311,8713,28
312,8563,27
313,8746,27
