B,Read Time (ns),Read Time / Number (ns)
1,8666,8666
2,8689,4344
3,8571,2857
4,8712,2178
5,8551,1710
6,8710,1451
7,8563,1223
8,8665,1083
9,8709,967
10,8661,866
11,8571,779
12,8546,712
13,8561,658
14,8540,610
15,10925,728
16,8673,542
17,8546,502
18,8681,482
19,8729,459
20,8688,434
21,8687,413
22,8692,395
23,8563,372
24,8573,357
25,8696,347
26,8677,333
27,8560,317
28,8707,310
29,8671,299
30,8703,290
31,8674,279
32,8700,271
33,8565,259
34,8706,256
35,8558,244
36,8535,237
37,8563,231
38,8708,229
39,8721,223
40,8548,213
41,8548,208
42,8576,204
43,8706,202
44,8564,194
45,8545,189
46,8716,189
47,8673,184
48,8545,178
49,8565,174
50,8699,173
51,8679,170
52,8674,166
53,8550,161
54,8712,161
55,8575,155
56,8684,155
57,8569,150
58,8688,149
59,8705,147
60,8672,144
61,8556,140
62,8555,137
63,8572,136
64,8553,133
65,8553,131
66,11640,176
67,10816,161
68,8668,127
69,8558,124
70,8577,122
71,8672,122
72,8555,118
73,8688,119
74,8562,115
75,8688,115
76,8679,114
77,8565,111
78,8576,109
79,8671,109
80,8581,107
81,8543,105
82,8677,105
83,8568,103
84,8690,103
85,8714,102
86,8690,101
87,8542,98
88,8587,97
89,8651,97
90,8557,95
91,12677,139
92,8551,92
93,8709,93
94,8703,92
95,8702,91
96,8566,89
97,8587,88
98,8665,88
99,8706,87
100,8731,87
101,8571,84
102,8543,83
103,8551,83
104,8546,82
105,8556,81
106,8708,82
107,8680,81
108,8702,80
109,8566,78
110,8703,79
111,8541,76
112,8674,77
113,8687,76
114,8565,75
115,8720,75
116,8691,74
117,8547,73
118,8529,72
119,8559,71
120,8556,71
121,8695,71
122,9205,75
123,9168,74
124,8555,68
125,8669,69
126,8683,68
127,8703,68
128,8557,66
129,8531,66
130,8566,65
131,8707,66
132,8568,64
133,8570,64
134,8664,64
135,8687,64
136,9170,67
137,8597,62
138,8577,62
139,8568,61
140,8698,62
141,8678,61
142,8575,60
143,8692,60
144,8713,60
145,9192,63
146,8558,58
147,8683,59
148,8682,58
149,8593,57
150,8563,57
151,8546,56
152,8577,56
153,8546,55
154,8534,55
155,8599,55
156,8702,55
157,8675,55
158,8549,54
159,8560,53
160,8730,54
161,8552,53
162,9189,56
163,8665,53
164,8571,52
165,8691,52
166,8546,51
167,8720,52
168,8567,50
169,8695,51
170,8682,51
171,8677,50
172,8530,49
173,12835,74
174,8712,50
175,8557,48
176,11884,67
177,8700,49
178,8689,48
179,8562,47
180,8676,48
181,8562,47
182,8681,47
183,8718,47
184,8678,47
185,8667,46
186,8535,45
187,8696,46
188,8733,46
189,8532,45
190,8714,45
191,8540,44
192,8574,44
193,8549,44
194,8712,44
195,8561,43
196,8693,44
197,8552,43
198,8564,43
199,8544,42
200,8696,43
201,12423,61
202,8588,42
203,8701,42
204,8573,42
205,8681,42
206,8534,41
207,8696,42
208,8551,41
209,8745,41
210,8591,40
211,8672,41
212,8566,40
213,8540,40
214,8532,39
215,8554,39
216,8681,40
217,8692,40
218,8590,39
219,8716,39
220,10449,47
221,8721,39
222,8696,39
223,8731,39
224,8580,38
225,8716,38
226,8681,38
227,12406,54
228,8548,37
229,8712,38
230,9291,40
231,8665,37
232,8560,36
233,8568,36
234,8580,36
235,8682,36
236,8557,36
237,8534,36
238,8681,36
239,8576,35
240,8693,36
241,8575,35
242,8682,35
243,8678,35
244,8556,35
245,8578,35
246,8701,35
247,8569,34
248,8696,35
249,8550,34
250,8564,34
251,8548,34
252,8551,33
253,8560,33
254,8678,34
255,8558,33
256,8553,33
257,9301,36
258,124479,482
259,8545,32
260,8692,33
261,8593,32
262,8564,32
263,8679,33
264,8571,32
265,8545,32
266,9222,34
267,8531,31
268,8706,32
269,8721,32
270,8566,31
271,8681,32
272,8572,31
273,8646,31
274,8679,31
275,8701,31
276,8689,31
277,8564,30
278,8581,30
279,8550,30
280,8703,31
281,8687,30
282,8720,30
283,8562,30
284,8568,30
285,8724,30
286,8696,30
287,8705,30
288,8555,29
289,8728,30
290,8562,29
291,8710,29
292,8673,29
293,8681,29
294,9199,31
295,9177,31
296,11619,39
297,8558,28
298,8713,29
299,8736,29
300,8566,28
301,8564,28
302,8552,28
303,11590,38
304,8679,28
305,8560,28
306,8551,27
307,8548,27
308,8531,27
309,13020,42
310,8687,28
311,8569,27
312,8565,27
313,8689,27
314,8709,27
315,8725,27
316,8552,27
317,8534,26
318,8693,27
319,9157,28
320,8579,26
321,9278,28
322,8570,26
323,8714,26
324,8676,26
325,8560,26
326,8564,26
327,8566,26
328,8554,26
329,8694,26
330,8546,25
331,8714,26
332,8819,26
333,8688,26
334,9002,26
335,8682,25
336,8566,25
337,8559,25
338,8671,25
339,8730,25
340,8697,25
341,8707,25
342,8571,25
343,8687,25
344,9207,26
345,8679,25
346,8799,25
347,8547,24
348,8557,24
349,8550,24
350,8693,24
351,8565,24
352,8711,24
353,8715,24
354,14583,41
355,8716,24
356,8539,23
357,8566,23
358,8894,24
359,8692,24
360,8696,24
361,8691,24
362,8692,24
363,19726,54
364,8716,23
365,8579,23
366,8695,23
367,8564,23
368,11748,31
369,8554,23
370,8579,23
371,8685,23
372,8694,23
373,21325,57
374,8565,22
375,8555,22
376,8559,22
377,8678,23
378,8533,22
379,8571,22
380,8549,22
381,12323,32
382,8577,22
383,8713,22
384,8702,22
385,8695,22
386,8680,22
387,8708,22
388,8684,22
389,8550,21
390,8710,22
391,8576,21
392,8699,22
393,8590,21
394,8718,22
395,8553,21
396,8710,21
397,8571,21
398,8544,21
399,9240,23
400,8670,21
401,9066,22
402,9180,22
403,8600,21
404,8681,21
405,11969,29
406,8702,21
407,8565,21
408,8549,20
409,8576,20
410,10283,25
411,8699,21
412,8701,21
413,8542,20
414,8721,21
415,9161,22
416,9167,22
417,9263,22
418,8549,20
419,8679,20
420,8555,20
421,8591,20
422,8699,20
423,8551,20
424,8709,20
425,11963,28
426,11976,28
427,8798,20
428,8577,20
429,11853,27
430,8720,20
431,8721,20
432,8574,19
433,8698,20
434,8544,19
435,8556,19
436,8687,19
437,8721,19
438,8704,19
439,8709,19
440,8687,19
441,8567,19
442,8575,19
443,9116,20
444,8697,19
445,8702,19
446,8700,19
447,8687,19
448,12541,27
449,8684,19
450,8700,19
451,8549,18
452,8564,18
453,8555,18
454,8569,18
455,8573,18
456,11458,25
457,9074,19
458,9141,19
459,9265,20
460,8695,18
461,8694,18
462,8704,18
463,8690,18
464,8703,18
465,8560,18
466,11682,25
467,10558,22
468,8577,18
469,8582,18
470,8667,18
471,8693,18
472,8701,18
473,8729,18
474,8703,18
475,8682,18
476,8536,17
477,8575,17
478,8579,17
479,10425,21
480,12430,25
481,8578,17
482,8566,17
483,12347,25
484,8721,18
485,8575,17
486,9210,18
487,8545,17
488,8582,17
489,8690,17
490,8683,17
491,8560,17
492,8591,17
493,9200,18
494,8538,17
495,8545,17
496,8551,17
497,8558,17
498,8562,17
499,8548,17
500,8703,17
501,8580,17
502,8549,17
503,8579,17
504,8698,17
505,8707,17
506,8588,16
507,8537,16
508,8593,16
509,8702,17
510,9010,17
511,8722,17
512,8558,16
513,8685,16
514,8712,16
515,8708,16
516,8704,16
517,8572,16
518,8689,16
519,8710,16
520,8697,16
521,8564,16
522,9190,17
523,9252,17
524,8565,16
525,8569,16
526,8550,16
527,8546,16
528,8697,16
529,8688,16
530,8551,16
531,8555,16
532,8700,16
533,8723,16
534,8717,16
535,8710,16
536,8554,15
537,10323,19
538,8535,15
539,8716,16
540,8708,16
541,8561,15
542,8567,15
543,8572,15
544,8686,15
545,8671,15
546,8687,15
547,8681,15
548,8570,15
549,8575,15
550,8713,15
551,8578,15
552,8696,15
553,8552,15
554,8559,15
555,8579,15
556,8562,15
557,8585,15
558,8566,15
559,9309,16
560,9270,16
561,9182,16
562,8546,15
563,8710,15
564,8686,15
565,8554,15
566,8682,15
567,8903,15
568,8842,15
569,12520,22
570,8585,15
571,11812,20
572,8573,14
573,8567,14
574,8550,14
575,8570,14
576,8722,15
577,8555,14
578,8557,14
579,8711,15
580,8588,14
581,8580,14
582,8559,14
583,8710,14
584,8558,14
585,8737,14
586,8698,14
587,8574,14
588,8701,14
589,8701,14
590,12075,20
591,8746,14
592,8552,14
593,8684,14
594,8709,14
595,8684,14
596,8581,14
597,8709,14
598,8547,14
599,8559,14
600,8691,14
601,8545,14
602,8724,14
603,8575,14
604,8684,14
605,8557,14
606,8571,14
607,8697,14
608,8693,14
609,8538,14
610,8671,14
611,8588,14
612,8705,14
613,8581,13
614,8697,14
615,8694,14
616,8572,13
617,8700,14
618,8702,14
619,8570,13
620,8566,13
621,8573,13
622,8564,13
623,8579,13
624,8688,13
625,8702,13
626,8691,13
627,8695,13
628,8699,13
629,10327,16
630,8710,13
631,8581,13
632,8560,13
633,8717,13
634,8711,13
635,8578,13
636,8584,13
637,8574,13
638,8714,13
639,8700,13
640,11728,18
641,8699,13
642,8563,13
643,8698,13
644,8706,13
645,8595,13
646,8552,13
647,8679,13
648,8689,13
649,8594,13
650,8576,13
651,8558,13
652,8719,13
653,8684,13
654,8562,13
655,8696,13
656,8691,13
657,8738,13
658,8722,13
659,8549,12
660,8712,13
661,8566,12
662,8699,13
663,8571,12
664,8709,13
665,8577,12
666,8579,12
667,8541,12
668,8587,12
669,8554,12
670,8544,12
671,8662,12
672,23529,35
673,8564,12
674,8691,12
675,8692,12
676,8687,12
677,8548,12
678,8576,12
679,8690,12
680,8568,12
681,8565,12
682,8704,12
683,8563,12
684,8717,12
685,14588,21
686,8677,12
687,8708,12
688,9194,13
689,9248,13
690,8695,12
691,8684,12
692,8692,12
693,8562,12
694,8558,12
695,8562,12
696,8699,12
697,8732,12
698,8553,12
699,8553,12
700,8689,12
701,8556,12
702,8543,12
703,8629,12
704,8682,12
705,8675,12
706,12166,17
707,8550,12
708,8535,12
709,8676,12
710,9241,13
711,8680,12
712,8717,12
713,8550,11
714,8686,12
715,8579,11
716,8571,11
717,8561,11
718,9179,12
719,9301,12
720,8886,12
