KB,Read Time (ns),Read Time / Number (ns)
1,11291,11291
2,13992,6996
3,10609,3536
4,11338,2834
5,12317,2463
6,12539,2089
7,12612,1801
8,12610,1576
9,13820,1535
10,13817,1381
11,13568,1233
12,22289,1857
13,25308,1946
14,15917,1136
15,15500,1033
16,15388,961
17,26760,1574
18,17583,976
19,17294,910
20,16742,837
21,18218,867
22,18283,831
23,18597,808
24,18674,778
25,20403,816
26,24790,953
27,20274,750
28,20558,734
29,22913,790
30,22215,740
31,22133,713
32,22570,705
33,24561,744
34,24483,720
35,23410,668
36,23768,660
37,31238,844
38,26090,686
39,26002,666
40,25283,632
41,26049,635
42,26214,624
43,26064,606
44,25907,588
45,29020,644
46,29157,633
47,27781,591
48,27647,575
49,30543,623
50,29567,591
51,30130,590
52,30223,581
53,31776,599
54,41391,766
55,32149,584
56,33128,591
57,41592,729
58,34949,602
59,44977,762
60,43732,728
61,34573,566
62,37479,604
63,33824,536
64,34450,538
65,43288,665
66,36168,548
67,37067,553
68,38181,561
69,49361,715
70,41205,588
71,39870,561
72,37349,518
73,38393,525
74,39178,529
75,38666,515
76,41243,542
77,52588,682
78,44507,570
79,51511,652
80,41241,515
81,41525,512
82,43974,536
83,42714,514
84,54155,644
85,48011,564
86,57429,667
87,45640,524
88,45724,519
89,43897,493
90,55005,611
91,46831,514
92,47327,514
93,50584,543
94,50109,533
95,47313,498
96,52220,543
97,53322,549
98,50867,519
99,48842,493
100,51161,511
101,59006,584
102,51130,501
103,50740,492
104,70774,680
105,67851,646
106,53521,504
107,69228,646
108,55975,518
109,54689,501
110,62496,568
111,60086,541
112,57423,512
113,65315,578
114,52621,461
115,55884,485
116,54294,468
117,57524,491
118,58108,492
119,57081,479
120,56378,469
121,58132,480
122,56193,460
123,59179,481
124,57030,459
125,62333,498
126,63958,507
127,62194,489
128,60805,475
129,71358,553
130,59374,456
131,62819,479
132,76762,581
133,67729,509
134,85290,636
135,62005,459
136,65416,481
137,69525,507
138,67237,487
139,72279,519
140,80611,575
141,68575,486
142,71610,504
143,76039,531
144,65318,453
145,68054,469
146,72116,493
147,74915,509
148,74933,506
149,70051,470
150,74539,496
151,70636,467
152,78618,517
153,74591,487
154,74284,482
155,83341,537
156,76524,490
157,81119,516
158,78526,497
159,71557,450
160,71550,447
161,84223,523
162,75824,468
163,78649,482
164,89014,542
165,75800,459
166,97123,585
167,87655,524
168,76159,453
169,86644,512
170,79143,465
171,77984,456
172,101365,589
173,80571,465
174,85039,488
175,95271,544
176,83373,473
177,93605,528
178,84781,476
179,79545,444
180,94811,526
181,79343,438
182,83787,460
183,85434,466
184,117305,637
185,91922,496
186,84355,453
187,95868,512
188,97805,520
189,108077,571
190,83311,438
191,83447,436
192,92923,483
193,88012,456
194,84166,433
195,91712,470
196,88815,453
197,109058,553
198,101520,512
199,86084,432
200,88602,443
201,103789,516
202,95183,471
203,117906,580
204,91107,446
205,103127,503
206,101027,490
207,93980,454
208,101623,488
209,103205,493
210,105884,504
211,94653,448
212,96278,454
213,104160,489
214,98729,461
215,110279,512
216,108927,504
217,100167,461
218,106030,486
219,107080,488
220,108419,492
221,100555,455
222,111541,502
223,111315,499
224,102711,458
225,97006,431
226,107015,473
227,114412,504
228,124172,544
229,113720,496
230,112522,489
231,108377,469
232,107788,464
233,105018,450
234,116110,496
235,104554,444
236,114890,486
237,110906,467
238,117272,492
239,117952,493
240,115320,480
241,106190,440
242,118004,487
243,118806,488
244,106841,437
245,116073,473
246,107991,438
247,141379,572
248,125184,504
249,111525,447
250,119110,476
251,115133,458
252,127597,506
253,110776,437
254,130116,512
255,120568,472
256,132927,519
257,119833,466
258,127528,494
259,112121,432
260,129272,497
261,159658,611
262,111470,425
263,129939,494
264,132318,501
265,111695,421
266,132218,497
267,128210,480
268,118816,443
269,115113,427
270,136644,506
271,131621,485
272,125681,462
273,141556,518
274,128898,470
275,116106,422
276,119305,432
277,124581,449
278,120967,435
279,127978,458
280,136097,486
281,142864,508
282,124142,440
283,132027,466
284,135275,476
285,136084,477
286,147745,516
287,131316,457
288,120888,419
289,137487,475
290,130392,449
291,140807,483
292,128981,441
293,134610,459
294,138899,472
295,136036,461
296,130929,442
297,149761,504
298,128859,432
299,134068,448
300,132872,442
301,149441,496
302,198992,658
303,133374,440
304,136487,448
305,151060,495
306,131679,430
307,138418,450
308,155488,504
309,136188,440
310,149730,483
311,202953,652
312,147003,471
313,142919,456
314,147972,471
315,141299,448
316,143769,454
317,133412,420
318,155670,489
319,149000,467
320,152950,477
321,142574,444
322,168385,522
323,186126,576
324,155137,478
325,148352,456
326,148900,456
327,146436,447
328,144136,439
329,146031,443
330,164514,498
331,139182,420
332,166365,501
333,151531,455
334,151617,453
335,161045,480
336,170550,507
337,146008,433
338,171394,507
339,142187,419
340,159943,470
341,153032,448
342,152923,447
343,148964,434
344,153761,446
345,166351,482
346,166018,479
347,171057,492
348,161169,463
349,165238,473
350,145943,416
351,159187,453
352,165309,469
353,162450,460
354,169961,480
355,157368,443
356,174989,491
357,156404,438
358,165610,462
359,157842,439
360,157664,437
361,177090,490
362,172404,476
363,188615,519
364,167295,459
365,185079,507
366,173534,474
367,174376,475
368,162445,441
369,150360,407
370,180848,488
371,179606,484
372,172122,462
373,181100,485
374,166214,444
375,164677,439
376,177637,472
377,163974,434
378,168740,446
379,176013,464
380,176512,464
381,183546,481
382,170197,445
383,187869,490
384,174804,455
385,158163,410
386,187635,486
387,213161,550
388,195339,503
389,174786,449
390,173215,444
391,174270,445
392,183064,467
393,180549,459
394,174949,444
395,197020,498
396,185615,468
397,188031,473
398,174375,438
399,182852,458
400,176910,442
401,183561,457
402,196171,487
403,195952,486
404,196908,487
405,188848,466
406,214492,528
407,196185,482
408,189306,463
409,189840,464
410,166617,406
411,217604,529
412,191835,465
413,174737,423
414,206534,498
415,182437,439
416,184026,442
417,186793,447
418,185948,444
419,205662,490
420,180849,430
421,195458,464
422,197716,468
423,246028,581
424,207533,489
425,195448,459
426,202203,474
427,254625,596
428,180698,422
429,216353,504
430,179543,417
431,238169,552
432,190131,440
433,189248,437
434,202661,466
435,195289,448
436,187895,430
437,214683,491
438,206418,471
439,190149,433
440,192961,438
441,197669,448
442,204685,463
443,185617,419
444,197286,444
445,223186,501
446,207054,464
447,280850,628
448,209948,468
449,203277,452
450,196914,437
451,242802,538
452,209559,463
453,219844,485
454,233487,514
455,206654,454
456,205050,449
457,208578,456
458,204624,446
459,196392,427
460,218922,475
461,208338,451
462,223023,482
463,261541,564
464,196735,423
465,212821,457
466,201206,431
467,204141,437
468,221064,472
469,205963,439
470,218712,465
471,213481,453
472,206322,437
473,205964,435
474,209950,442
475,234158,492
476,205512,431
477,211750,443
478,216207,452
479,214187,447
480,218683,455
481,217682,452
482,210608,436
483,264802,548
484,207389,428
485,227122,468
486,221388,455
487,259021,531
488,224005,459
489,209271,427
490,217474,443
491,228576,465
492,222652,452
493,229299,465
494,231930,469
495,250512,506
496,243366,490
497,229361,461
498,214341,430
499,241727,484
500,212930,425
501,241806,482
502,215599,429
503,250982,498
504,222219,440
505,220325,436
506,239600,473
507,253837,500
508,221564,436
509,233605,458
510,225639,442
511,233426,456
512,237661,464
513,287642,560
514,220665,429
515,272808,529
516,294633,570
517,222174,429
518,223340,431
519,238817,460
520,221282,425
521,256294,491
522,246743,472
523,224729,429
524,228084,435
525,278331,530
526,234944,446
527,244369,463
528,226916,429
529,253586,479
530,232794,439
531,243799,459
532,252094,473
533,248800,466
534,233484,437
535,279136,521
536,246563,460
537,248777,463
538,244995,455
539,227712,422
540,239744,443
541,245006,452
542,224381,413
543,398507,733
544,240879,442
545,241378,442
546,232273,425
547,239020,436
548,240161,438
549,252983,460
550,242113,440
551,243507,441
552,261710,474
553,263408,476
554,253078,456
555,259810,468
556,239388,430
557,243204,436
558,262218,469
559,255010,456
560,251606,449
561,241221,429
562,241238,429
563,265446,471
564,238925,423
565,248167,439
566,246808,436
567,368842,650
568,235527,414
569,268654,472
570,252726,443
571,249552,437
572,264364,462
573,380923,664
574,273383,476
575,273355,475
576,251172,436
577,269494,467
578,251928,435
579,256889,443
580,294096,507
581,256089,440
582,250377,430
583,290006,497
584,253078,433
585,263643,450
586,268938,458
587,252378,429
588,259339,441
589,255743,434
590,262848,445
591,302702,512
592,245947,415
593,256947,433
594,262073,441
595,305042,512
596,280361,470
597,253832,425
598,258220,431
599,259307,432
600,269412,449
601,259105,431
602,272175,452
603,283514,470
604,266306,440
605,259049,428
606,255628,421
607,305995,504
608,251406,413
609,282564,463
610,263182,431
611,262021,428
612,266462,435
613,324201,528
614,299573,487
615,315810,513
616,262901,426
617,259877,421
618,309935,501
619,296450,478
620,271460,437
621,283490,456
622,284150,456
623,297490,477
624,273137,437
625,278296,445
626,278530,444
627,287533,458
628,267781,426
629,297892,473
630,295766,469
631,282295,447
632,275401,435
633,274177,433
634,297547,469
635,274508,432
636,285467,448
637,276254,433
638,282098,442
639,279957,438
640,294413,460
641,272893,425
642,274023,426
643,291534,453
644,299420,464
645,311277,482
646,285545,442
647,290572,449
648,282607,436
649,281660,433
650,287350,442
651,279347,429
652,329104,504
653,292068,447
654,280782,429
655,307603,469
656,297999,454
657,310312,472
658,335172,509
659,288050,437
660,271627,411
661,287807,435
662,290423,438
663,313151,472
664,309289,465
665,316939,476
666,281988,423
667,280879,421
668,309174,462
669,292813,437
670,292323,436
671,305703,455
672,299784,446
673,284936,423
674,276137,409
675,303058,448
676,314966,465
677,311417,459
678,290397,428
679,337150,496
680,287734,423
681,340177,499
682,295309,433
683,282166,413
684,296086,432
685,290117,423
686,319452,465
687,305498,444
688,310216,450
689,313740,455
690,295790,428
691,316980,458
692,328386,474
693,316745,457
694,331968,478
695,311060,447
696,322528,463
697,359339,515
698,338412,484
699,300830,430
700,324930,464
701,329686,470
702,317342,452
703,346856,493
704,298909,424
705,312902,443
706,307121,435
707,313279,443
708,330896,467
709,309489,436
710,313931,442
711,325396,457
712,344983,484
713,363115,509
714,333000,466
715,344061,481
716,324766,453
717,308660,430
718,347081,483
719,380436,529
720,305593,424
721,337150,467
722,318886,441
723,330088,456
724,334513,462
725,299084,412
726,375334,516
727,329166,452
728,430635,591
729,304412,417
730,336257,460
731,354028,484
732,302893,413
733,328841,448
734,330923,450
735,313921,427
736,365441,496
737,323458,438
738,322906,437
739,339258,459
740,323995,437
741,316436,427
742,321905,433
743,329748,443
744,339847,456
745,342883,460
746,326709,437
747,340292,455
748,337408,451
749,357376,477
750,320180,426
751,362149,482
752,353679,470
753,329807,437
754,320544,425
755,353494,468
756,355660,470
757,331162,437
758,333983,440
759,320462,422
760,354156,465
761,324487,426
762,336865,442
763,348385,456
764,358080,468
765,348189,455
766,371699,485
767,343230,447
768,329228,428
769,328947,427
770,327443,425
771,325624,422
772,359778,466
773,392706,508
774,343560,443
775,363024,468
776,385210,496
777,359500,462
778,359032,461
779,325719,418
780,339125,434
781,396001,507
782,381076,487
783,345116,440
784,343845,438
785,371791,473
786,338482,430
787,342502,435
788,342501,434
789,368605,467
790,350875,444
791,351675,444
792,343420,433
793,350685,442
794,337001,424
795,340883,428
796,348868,438
797,385198,483
798,344576,431
799,342881,429
800,329070,411
801,345992,431
802,347301,433
803,337803,420
804,346001,430
805,338768,420
806,356178,441
807,348331,431
808,368181,455
809,367146,453
810,351790,434
811,351738,433
812,365832,450
813,394981,485
814,387414,475
815,341589,419
816,353408,433
817,377908,462
818,405138,495
819,368311,449
820,345964,421
821,361635,440
822,357707,435
823,350572,425
824,371788,451
825,357446,433
826,357143,432
827,349523,422
828,362698,438
829,433287,522
830,420269,506
831,389237,468
832,355717,427
833,399728,479
834,351868,421
835,378954,453
836,360957,431
837,360051,430
838,354692,423
839,385155,459
840,368773,439
841,360075,428
842,357052,424
843,370396,439
844,351087,415
845,378795,448
846,367714,434
847,354662,418
848,372165,438
849,357694,421
850,375131,441
851,387468,455
852,359238,421
853,360054,422
854,373066,436
855,368327,430
856,399750,466
857,375376,438
858,378388,441
859,372079,433
860,399225,464
861,452606,525
862,365318,423
863,372116,431
864,374917,433
865,366638,423
866,362922,419
867,363119,418
868,404810,466
869,383783,441
870,399871,459
871,397830,456
872,405439,464
873,378376,433
874,381771,436
875,386286,441
876,393975,449
877,392436,447
878,375591,427
879,375566,427
880,377540,429
881,405415,460
882,402025,455
883,401634,454
884,395614,447
885,424837,480
886,396823,447
887,373267,420
888,377682,425
889,385630,433
890,460618,517
891,399516,448
892,400425,448
893,376901,422
894,380571,425
895,386772,432
896,439757,490
897,435561,485
898,381157,424
899,376330,418
900,395437,439
901,442596,491
902,398181,441
903,395567,438
904,385925,426
905,399860,441
906,381782,421
907,397001,437
908,389120,428
909,399679,439
910,403566,443
911,383963,421
912,382921,419
913,405164,443
914,416710,455
915,394095,430
916,410362,447
917,413831,451
918,395460,430
919,417749,454
920,396560,431
921,392266,425
922,395384,428
923,396285,429
924,394491,426
925,410270,443
926,406670,439
927,393047,423
928,442643,476
929,396836,427
930,419554,451
931,402020,431
932,405708,435
933,489043,524
934,411518,440
935,418207,447
936,395309,422
937,420319,448
938,387556,413
939,394105,419
940,390188,415
941,420002,446
942,423303,449
943,446295,473
944,428367,453
945,402559,425
946,390544,412
947,403738,426
948,413034,435
949,426246,449
950,394446,415
951,434613,457
952,414771,435
953,524551,550
954,406604,426
955,412262,431
956,432190,452
957,432682,452
958,399930,417
959,413227,430
960,433027,451
961,421553,438
962,412200,428
963,404767,420
964,447879,464
965,428980,444
966,433518,448
967,457169,472
968,425496,439
969,410106,423
970,538634,555
971,448521,461
972,403706,415
973,421900,433
974,495915,509
975,425579,436
976,411939,422
977,420081,429
978,399560,408
979,437612,446
980,415802,424
981,486678,496
982,454620,462
983,433904,441
984,419323,426
985,422426,428
986,530103,537
987,402390,407
988,425597,430
989,417101,421
990,427645,431
991,418375,422
992,454330,457
993,446552,449
994,483196,486
995,418618,420
996,468111,469
997,424674,425
998,456784,457
999,413955,414
1000,427073,427
1001,422733,422
1002,427870,427
1003,434742,433
1004,427019,425
1005,491945,489
1006,434447,431
1007,448015,444
1008,429420,426
1009,445932,441
1010,429296,425
1011,420489,415
1012,467303,461
1013,452856,447
1014,434857,428
1015,433510,427
1016,454468,447
1017,464954,457
1018,451636,443
1019,433047,424
1020,454620,445
