KB,Read Time (ns),Read Time / Number (ns)
1,14827,14827
2,11204,5602
3,11190,3730
4,11296,2824
5,12117,2423
6,12161,2026
7,12655,1807
8,12303,1537
9,13963,1551
10,13845,1384
11,18026,1638
12,13987,1165
13,15411,1185
14,15405,1100
15,15452,1030
16,14797,924
17,17478,1028
18,16906,939
19,16904,889
20,16812,840
21,19783,942
22,19255,875
23,18620,809
24,19043,793
25,20463,818
26,19933,766
27,19889,736
28,20249,723
29,20631,711
30,22383,746
31,21612,697
32,21933,685
33,32810,994
34,22873,672
35,23311,666
36,22923,636
37,24898,672
38,24788,652
39,24304,623
40,25719,642
41,27356,667
42,25895,616
43,26471,615
44,34952,794
45,27790,617
46,26500,576
47,27450,584
48,27748,578
49,31581,644
50,29699,593
51,30745,602
52,38719,744
53,33509,632
54,31843,589
55,34717,631
56,32645,582
57,35390,620
58,33728,581
59,31524,534
60,48347,805
61,51553,845
62,43640,703
63,34269,543
64,36144,564
65,37221,572
66,35751,541
67,37845,564
68,36708,539
69,38208,553
70,37666,538
71,45314,638
72,40673,564
73,47219,646
74,40475,546
75,47755,636
76,42217,555
77,49319,640
78,49771,638
79,42475,537
80,39348,491
81,41364,510
82,47177,575
83,42667,514
84,45389,540
85,42322,497
86,45108,524
87,45975,528
88,43860,498
89,47749,536
90,46796,519
91,49996,549
92,44689,485
93,56876,611
94,50100,532
95,47465,499
96,58930,613
97,48191,496
98,47867,488
99,50430,509
100,47118,471
101,50907,504
102,57049,559
103,51708,502
104,49413,475
105,52518,500
106,64274,606
107,53979,504
108,61486,569
109,56183,515
110,53057,482
111,55514,500
112,52295,466
113,60998,539
114,58553,513
115,53250,463
116,53933,464
117,61054,521
118,59388,503
119,64860,545
120,65724,547
121,68835,568
122,68382,560
123,72224,587
124,67108,541
125,70378,563
126,58851,467
127,58359,459
128,61249,478
129,64045,496
130,69994,538
131,65184,497
132,64470,488
133,62635,470
134,64367,480
135,62452,462
136,73899,543
137,67595,493
138,66510,481
139,65714,472
140,70059,500
141,68046,482
142,73056,514
143,75347,526
144,70297,488
145,69198,477
146,92863,636
147,71895,489
148,71777,484
149,72044,483
150,78474,523
151,74715,494
152,70931,466
153,77645,507
154,72196,468
155,74010,477
156,83779,537
157,75540,481
158,73204,463
159,74529,468
160,77436,483
161,72322,449
162,75605,466
163,76116,466
164,86431,527
165,77589,470
166,81480,490
167,75093,449
168,93461,556
169,79047,467
170,87392,514
171,77603,453
172,90026,523
173,84098,486
174,86690,498
175,80217,458
176,99645,566
177,82685,467
178,83086,466
179,96833,540
180,80261,445
181,94439,521
182,80178,440
183,89479,488
184,98827,537
185,83642,452
186,90163,484
187,87381,467
188,89970,478
189,100492,531
190,94862,499
