KB,Read Time (ns),Read Time / Number (ns)
1,10499,10499
2,10906,5453
3,11257,3752
4,11131,2782
5,12412,2482
6,13035,2172
7,16720,2388
8,12125,1515
9,13558,1506
10,13713,1371
11,13542,1231
12,70702,5891
13,15748,1211
14,15821,1130
15,15363,1024
16,15724,982
17,16992,999
18,17506,972
19,17862,940
20,16533,826
21,18582,884
22,18458,839
23,18474,803
24,18683,778
25,20704,828
26,20118,773
27,19590,725
28,20154,719
29,21362,736
30,20967,698
31,61163,1973
32,30126,941
33,23489,711
34,23621,694
35,31092,888
36,22840,634
37,24810,670
38,25407,668
39,24503,628
40,28908,722
41,34833,849
42,26507,631
43,26758,622
44,27502,625
45,27591,613
46,27696,602
47,28746,611
48,72974,1520
49,34106,696
50,30556,611
51,29136,571
52,29954,576
53,32473,612
54,30730,569
55,31734,576
56,39968,713
57,42367,743
58,40663,701
59,32839,556
60,35557,592
61,35705,585
62,34105,550
63,42515,674
64,35030,547
65,37898,583
66,36031,545
67,39307,586
68,35464,521
69,37825,548
70,46821,668
71,39125,551
72,39065,542
73,37947,519
74,37957,512
75,37706,502
76,52261,687
77,43695,567
78,43292,555
79,40549,513
80,39429,492
81,68195,841
82,42939,523
83,41971,505
84,52586,626
85,44737,526
86,46025,535
87,42323,486
88,61803,702
89,46016,517
90,45358,503
91,47322,520
92,50569,549
93,45997,494
94,55907,594
95,51263,539
96,51005,531
97,54929,566
98,48499,494
99,59924,605
100,50436,504
101,48370,478
102,51250,502
103,65840,639
104,52405,503
105,56903,541
106,56939,537
107,61296,572
108,52894,489
109,62429,572
110,52058,473
111,55097,496
112,55377,494
113,58051,513
114,68364,599
115,53943,469
116,55721,480
117,56092,479
118,70031,593
119,55348,465
120,70436,586
121,61791,510
122,59193,485
123,67259,546
124,58663,473
125,59773,478
126,68565,544
127,62136,489
128,62913,491
129,74497,577
130,113161,870
131,75414,575
132,63714,482
133,104345,784
134,63715,475
135,65031,481
136,61015,448
137,68477,499
138,71363,517
139,69845,502
140,70076,500
141,69744,494
142,77665,546
143,66936,468
144,77966,541
145,72484,499
146,70187,480
147,70192,477
148,67248,454
149,80589,540
150,79493,529
151,72629,480
152,77463,509
153,71357,466
154,83760,543
155,97196,627
156,73747,472
157,86194,549
158,78807,498
159,85068,535
160,72853,455
161,76197,473
162,86451,533
163,77823,477
164,71923,438
165,87407,529
166,89359,538
167,85655,512
168,78657,468
169,78435,464
170,78221,460
171,86839,507
172,83479,485
173,91364,528
174,86964,499
175,83467,476
176,83004,471
177,83761,473
178,82029,460
179,85581,478
180,84313,468
181,93358,515
182,104557,574
183,89994,491
184,91667,498
185,90887,491
186,87793,472
187,98294,525
188,88449,470
189,88667,469
190,89665,471
191,92330,483
192,100817,525
193,88404,458
194,90742,467
195,85940,440
196,93641,477
197,101366,514
198,96933,489
199,120500,605
200,103630,518
201,96193,478
202,117021,579
203,97787,481
204,100273,491
205,96295,469
206,93475,453
207,97238,469
208,114075,548
209,103602,495
210,103641,493
211,110417,523
212,103667,488
213,126843,595
214,107060,500
215,105746,491
216,95660,442
217,121190,558
218,135905,623
219,113712,519
220,102227,464
221,97072,439
222,104502,470
223,111928,501
224,102531,457
225,107061,475
226,101468,448
227,104872,461
228,113418,497
229,107873,471
230,107392,466
231,100331,434
232,113747,490
233,109014,467
234,152407,651
235,115975,493
236,113111,479
237,119764,505
238,123035,516
239,202028,845
240,116345,484
241,115323,478
242,109475,452
243,119647,492
244,117936,483
245,119507,487
246,118722,482
247,121125,490
248,127679,514
249,109080,438
250,137641,550
251,111144,442
252,129529,514
253,109581,433
254,152445,600
255,110650,433
256,113401,442
257,129475,503
258,116263,450
259,126023,486
260,136769,526
261,121659,466
262,143377,547
263,117487,446
264,130705,495
265,205296,774
266,131677,495
267,122306,458
268,128886,480
269,125988,468
270,123290,456
271,127610,470
272,146463,538
273,129681,475
274,117946,430
275,134628,489
276,126311,457
277,130824,472
278,124793,448
279,143214,513
280,138815,495
281,149149,530
282,130931,464
283,129809,458
284,121968,429
285,142101,498
286,146579,512
287,139406,485
288,137399,477
289,138019,477
290,136013,469
291,157933,542
292,132281,453
293,139908,477
294,129897,441
295,138081,468
296,147905,499
297,145269,489
298,138314,464
299,137309,459
300,135215,450
301,129249,429
302,140189,464
303,129142,426
304,142923,470
305,143448,470
306,147381,481
307,152120,495
308,138291,448
309,137928,446
310,147051,474
311,141934,456
312,131401,421
313,129525,413
314,154667,492
315,138055,438
316,152342,482
317,165423,521
318,174601,549
319,143352,449
320,177130,553
321,137394,428
322,136044,422
323,148876,460
324,146896,453
325,155325,477
326,136034,417
327,136390,417
328,187231,570
329,157942,480
330,163532,495
331,164558,497
332,157633,474
333,156040,468
334,183258,548
335,159635,476
336,152781,454
337,160367,475
338,210535,622
339,152749,450
340,158618,466
341,150063,440
342,165768,484
343,149614,436
344,157997,459
345,157022,455
346,173223,500
347,165284,476
348,157236,451
349,156952,449
350,164718,470
351,163403,465
352,180886,513
353,171436,485
354,163977,463
355,155290,437
356,179240,503
357,154141,431
358,211192,589
359,159813,445
360,162919,452
361,184180,510
362,160524,443
363,156033,429
364,207369,569
365,185298,507
366,149100,407
367,166540,453
368,169786,461
369,175680,476
370,206401,557
371,153779,414
372,251285,675
373,177900,476
374,163832,438
375,159923,426
376,175374,466
377,177309,470
378,166957,441
379,167026,440
380,156560,412
381,195252,512
382,172930,452
383,158545,413
384,230518,600
385,228781,594
386,188525,488
387,191060,493
388,174753,450
389,188306,484
390,222764,571
391,193554,495
392,196601,501
393,185105,471
394,189245,480
395,186938,473
396,186231,470
397,197575,497
398,184627,463
399,181283,454
400,176984,442
401,180412,449
402,175762,437
403,191671,475
404,182636,452
405,181839,448
406,175425,432
407,190294,467
408,207742,509
409,189554,463
410,184141,449
411,178918,435
412,192642,467
413,201835,488
414,192747,465
415,223603,538
416,182664,439
417,185178,444
418,190507,455
419,244418,583
420,224661,534
421,196646,467
422,189965,450
423,186755,441
424,191090,450
425,203289,478
426,186438,437
427,209953,491
428,196270,458
429,204831,477
430,529895,1232
431,205426,476
432,200070,463
433,218890,505
434,211777,487
435,214630,493
436,192852,442
437,197994,453
438,202733,462
439,209331,476
440,184852,420
441,203588,461
442,189563,428
443,214844,484
444,192960,434
445,219020,492
446,235971,529
447,208665,466
448,196965,439
449,198450,441
450,204931,455
451,243171,539
452,224587,496
453,200364,442
454,215325,474
455,220981,485
456,194657,426
457,201221,440
458,223259,487
459,213741,465
460,208466,453
461,232350,504
462,209914,454
463,248708,537
464,213715,460
465,203568,437
466,227228,487
467,250810,537
468,240716,514
469,204052,435
470,211822,450
471,208696,443
472,212933,451
473,230671,487
474,240744,507
475,275816,580
476,221795,465
477,207718,435
478,206846,432
479,616384,1286
480,287806,599
481,223583,464
482,216207,448
483,221131,457
484,225436,465
485,216432,446
486,220893,454
487,220097,451
488,225128,461
489,213123,435
490,236445,482
491,218084,444
492,517872,1052
493,207830,421
494,211521,428
495,220449,445
496,235250,474
497,229269,461
498,217550,436
499,304817,610
500,221533,443
501,237226,473
502,220734,439
503,316261,628
504,250954,497
505,229661,454
506,223162,441
507,217457,428
508,239336,471
509,221932,436
510,219180,429
511,256808,502
512,231820,452
513,245784,479
514,251483,489
515,252441,490
516,218539,423
517,244875,473
518,229630,443
519,247413,476
520,236054,453
521,248177,476
522,249846,478
523,243039,464
524,234114,446
525,228004,434
526,244475,464
527,256874,487
528,259786,492
529,265369,501
530,257439,485
531,234308,441
532,239243,449
533,249305,467
534,228241,427
535,239757,448
536,335664,626
537,254699,474
538,252248,468
539,243143,451
540,238278,441
541,247007,456
542,239868,442
543,239529,441
544,250334,460
545,236460,433
546,261340,478
547,282549,516
548,244066,445
549,401040,730
550,260345,473
551,245863,446
552,235293,426
553,250046,452
554,236237,426
555,239316,431
556,247408,444
557,242223,434
558,239724,429
559,256950,459
560,244652,436
561,264779,471
562,246591,438
563,264116,469
564,341252,605
565,255285,451
566,262287,463
567,243764,429
568,277365,488
569,256276,450
570,258566,453
571,273221,478
572,246607,431
573,246472,430
574,238825,416
575,236100,410
576,251813,437
577,267556,463
578,268521,464
579,249397,430
580,248201,427
581,266954,459
582,306054,525
583,265230,454
584,283317,485
585,288256,492
586,298278,509
587,242637,413
588,244008,414
589,258613,439
590,271356,459
591,297305,503
592,254394,429
593,300377,506
594,271098,456
595,248365,417
596,275041,461
597,269628,451
598,267365,447
599,262626,438
600,274517,457
601,254038,422
602,295174,490
603,265474,440
604,290991,481
605,295806,488
606,283672,468
607,304811,502
608,279723,460
609,277867,456
610,264361,433
611,270656,442
612,270788,442
613,321532,524
614,286897,467
615,290070,471
616,290796,472
617,271582,440
618,270298,437
619,269224,434
620,268657,433
621,269243,433
622,285281,458
623,257573,413
624,274728,440
625,273545,437
626,292095,466
627,399246,636
628,332726,529
629,278307,442
630,279815,444
631,266029,421
632,278806,441
633,273580,432
634,342222,539
635,335955,529
636,262500,412
637,275432,432
638,279894,438
639,347960,544
640,414457,647
641,291910,455
642,295918,460
643,273812,425
644,279989,434
645,318607,493
646,296074,458
647,291179,450
648,317290,489
649,283714,437
650,296367,455
651,482133,740
652,312498,479
653,296169,453
654,303752,464
655,278847,425
656,287298,437
657,298487,454
658,300524,456
659,287711,436
660,271926,412
661,287254,434
662,295352,446
663,292988,441
664,293336,441
665,314940,473
666,312520,469
667,312644,468
668,315519,472
669,310954,464
670,287856,429
671,292161,435
672,293413,436
673,338642,503
674,309250,458
675,314062,465
676,303496,448
677,294165,434
678,296149,436
679,339259,499
680,284781,418
681,299192,439
682,289856,425
683,296737,434
684,316278,462
685,350717,511
686,311185,453
687,320021,465
688,308615,448
689,310502,450
690,302411,438
691,313755,454
692,288060,416
693,294669,425
694,310567,447
695,295411,425
696,484952,696
697,322826,463
698,319835,458
699,334874,479
700,341604,488
701,303230,432
702,293107,417
703,300913,428
704,302106,429
705,319230,452
706,347356,492
707,347590,491
708,300850,424
709,328479,463
710,328151,462
711,310233,436
712,300739,422
713,306474,429
714,320409,448
715,317877,444
716,328291,458
717,375330,523
718,332327,462
719,310562,431
720,322057,447
721,330024,457
722,400410,554
723,318329,440
724,329489,455
725,326704,450
726,316678,436
727,317637,436
728,345341,474
729,322355,442
730,325374,445
731,348044,476
732,313404,428
733,378080,515
734,350506,477
735,314008,427
736,339223,460
737,325496,441
738,317962,430
739,319846,432
740,346250,467
741,363124,490
742,327649,441
743,329861,443
744,418476,562
745,329404,442
746,340857,456
747,343855,460
748,353074,472
749,369466,493
750,345936,461
751,459272,611
752,339818,451
753,330307,438
754,320910,425
755,317702,420
756,317718,420
757,344076,454
758,316436,417
759,357225,470
760,363865,478
761,412568,542
762,370441,486
763,380034,498
764,327097,428
765,351008,458
766,334099,436
767,343851,448
768,341317,444
769,333507,433
770,429614,557
771,353087,457
772,329698,427
773,397535,514
774,373537,482
775,363299,468
776,341364,439
777,327679,421
778,328757,422
779,354878,455
780,330138,423
781,344850,441
782,351207,449
783,375684,479
784,365997,466
785,346211,441
786,370537,471
787,327210,415
788,339477,430
789,346184,438
790,375606,475
791,359463,454
792,346892,437
793,368123,464
794,337536,425
795,366288,460
796,404191,507
797,334357,419
798,340093,426
799,338626,423
800,340339,425
801,357200,445
802,367627,458
803,368334,458
804,355229,441
805,358698,445
806,356046,441
807,475575,589
808,361659,447
809,357492,441
810,357779,441
811,361541,445
812,355486,437
813,379231,466
814,359321,441
815,358976,440
816,362802,444
817,351814,430
818,498232,609
819,359055,438
820,371018,452
821,361383,440
822,366710,446
823,368901,448
824,445658,540
825,372800,451
826,411479,498
827,368760,445
828,443865,536
829,376341,453
830,368999,444
831,366456,440
832,425393,511
833,376928,452
834,356924,427
835,376998,451
836,383633,458
837,373872,446
838,357056,426
839,362830,432
840,358210,426
841,396051,470
842,379344,450
843,359375,426
844,386571,458
845,385463,456
846,360733,426
847,394970,466
848,359953,424
849,398414,469
850,436041,512
851,373833,439
852,365115,428
853,370506,434
854,361527,423
855,385444,450
856,394990,461
857,370693,432
858,407612,475
859,381641,444
860,397444,462
861,384352,446
862,417843,484
863,360619,417
864,367630,425
865,368298,425
866,349139,403
867,398347,459
868,368533,424
869,391868,450
870,356033,409
871,382736,439
872,369870,424
873,375294,429
874,370656,424
875,437271,499
876,390187,445
877,383058,436
878,379510,432
879,374756,426
880,420657,478
881,461779,524
882,437251,495
883,452588,512
884,398822,451
885,397303,448
886,400715,452
887,387046,436
888,385308,433
889,392712,441
890,369977,415
891,425076,477
892,481038,539
893,459343,514
894,392168,438
895,397061,443
896,373059,416
897,415870,463
898,386439,430
899,399549,444
900,416206,462
901,382474,424
902,413200,458
903,391915,434
904,395032,436
905,416973,460
906,419633,463
907,405672,447
908,383742,422
909,387135,425
910,383121,421
911,380393,417
912,402633,441
913,410530,449
914,380532,416
915,420140,459
916,390221,426
917,445493,485
918,455845,496
919,394797,429
920,421824,458
921,388164,421
922,425056,461
923,388619,421
924,436988,472
925,404396,437
926,421019,454
927,485945,524
928,392314,422
929,526658,566
930,423572,455
931,392326,421
932,502329,538
933,412032,441
934,406610,435
935,402852,430
936,428662,457
937,392619,419
938,423444,451
939,397456,423
940,403286,429
941,395901,420
942,409080,434
943,399971,424
944,427205,452
945,428175,453
946,394378,416
947,434269,458
948,415755,438
949,508877,536
950,402047,423
951,409873,430
952,420132,441
953,414385,434
954,407747,427
955,445387,466
956,439265,459
957,410380,428
958,417823,436
959,436882,455
960,419216,436
961,427446,444
962,424159,440
963,437109,453
964,444949,461
965,398558,413
966,403324,417
967,415914,430
968,464192,479
969,427676,441
970,425608,438
971,480010,494
972,425753,438
973,407785,419
974,411999,422
975,426294,437
976,424573,435
977,448922,459
978,433439,443
979,409768,418
980,434742,443
981,418317,426
982,632411,644
983,417359,424
984,422587,429
985,440504,447
986,416117,422
987,461989,468
988,442924,448
989,454702,459
990,464931,469
991,414430,418
992,415360,418
993,437917,441
994,512585,515
995,440537,442
996,455491,457
997,447619,448
998,428037,428
999,411419,411
1000,478746,478
1001,437008,436
1002,456668,455
1003,435112,433
1004,444136,442
1005,481384,478
1006,434453,431
1007,443732,440
1008,425614,422
1009,501771,497
1010,433129,428
1011,438609,433
1012,454543,449
1013,495742,489
1014,455722,449
1015,432523,426
1016,434226,427
1017,444278,436
1018,443092,435
1019,458146,449
1020,452499,443
1021,485802,475
1022,448510,438
1023,439612,429
1024,450126,439
1025,480351,468
1026,436074,425
1027,481452,468
1028,427254,415
1029,478540,465
1030,481316,467
1031,522636,506
1032,493654,478
1033,445990,431
1034,478661,462
1035,451239,435
1036,458236,442
1037,447432,431
1038,477358,459
1039,432407,416
1040,439155,422
1041,450199,432
1042,439718,421
1043,446255,427
1044,461794,442
1045,438116,419
1046,557293,532
1047,470136,449
1048,478846,456
1049,450156,429
1050,450780,429
1051,487454,463
1052,452246,429
1053,485985,461
1054,481747,457
1055,449120,425
1056,432387,409
1057,454562,430
1058,597505,564
1059,439414,414
1060,465699,439
1061,473506,446
1062,484529,456
1063,464868,437
1064,486958,457
1065,447527,420
1066,564865,529
1067,450521,422
1068,611919,572
1069,472130,441
