MB,Read Time (ns),Read Time / Number (ns)
1,444337,444337
2,873901,436950
3,2122062,707354
4,1999728,499932
5,1895047,379009
6,1773661,295610
7,2064314,294902
8,1766082,220760
9,1756645,195182
10,1780990,178099
11,1824773,165888
12,1743389,145282
13,1713603,131815
14,1786317,127594
15,1836569,122437
16,1785275,111579
17,1754225,103189
18,1836506,102028
19,1940084,102109
20,1774672,88733
21,1801532,85787
22,1798053,81729
23,1989821,86513
24,1768984,73707
25,1768604,70744
26,1908572,73406
27,1828692,67729
28,1860682,66452
29,1779366,61357
30,1852959,61765
31,1832032,59097
32,1814704,56709
33,1753590,53139
34,1748733,51433
35,1830376,52296
36,1794152,49837
37,1885341,50955
38,1870520,49224
39,1839078,47155
40,1833134,45828
41,1753802,42775
42,1867987,44475
43,1799408,41846
44,1805051,41023
45,1910907,42464
46,1860458,40444
47,1765735,37568
48,1733182,36107
49,1729286,35291
50,1850752,37015
51,1813264,35554
52,1973305,37948
53,1821740,34372
54,1877438,34767
55,1781572,32392
56,1867942,33356
57,1781804,31259
58,1926002,33206
59,1882456,31906
60,1769079,29484
61,1761704,28880
62,1995541,32186
63,1889984,29999
64,1816328,28380
65,1835890,28244
66,1746209,26457
67,1763470,26320
68,1806215,26561
69,1865996,27043
70,1854010,26485
71,1783444,25118
72,1805214,25072
73,2101336,28785
74,1760971,23796
75,1837081,24494
76,2018677,26561
77,1845486,23967
78,1787205,22912
79,2004769,25376
80,1806580,22582
81,1830093,22593
82,1874409,22858
83,1844679,22225
84,1831419,21802
85,1876104,22071
86,1760208,20467
87,1805244,20749
88,1819714,20678
89,1867469,20982
90,1818728,20208
91,1801271,19794
92,1973708,21453
93,1869250,20099
94,1854649,19730
95,1796070,18906
96,1819632,18954
97,1945363,20055
98,2017727,20589
99,2042388,20630
100,1842542,18425
101,1871905,18533
102,1916062,18784
103,1824940,17717
104,1885079,18125
105,1825701,17387
106,1818183,17152
107,1993548,18631
108,1803100,16695
109,1935674,17758
110,1857240,16884
111,1792149,16145
112,2058474,18379
113,1816314,16073
114,1857500,16293
115,1834842,15955
116,1880516,16211
117,1844348,15763
118,1850705,15683
119,1853776,15577
120,1831511,15262
121,1829236,15117
122,1863921,15278
123,1854473,15077
124,1866769,15054
125,1820602,14564
126,2023670,16060
127,1829129,14402
128,2178722,17021
129,1935413,15003
130,1866221,14355
131,2038827,15563
132,2052546,15549
133,1836624,13809
134,1860519,13884
135,1839499,13625
136,1852071,13618
137,1956876,14283
138,1819026,13181
139,1807544,13003
140,1878988,13421
141,1955092,13865
142,1844026,12986
143,1896913,13265
144,1858862,12908
145,1862887,12847
146,1863575,12764
147,1880430,12792
148,1985151,13413
149,1869541,12547
150,1840845,12272
151,1870064,12384
152,1896249,12475
153,1854094,12118
154,1876145,12182
155,1896662,12236
156,1888245,12104
157,1866308,11887
158,2014041,12747
159,1888648,11878
160,1893609,11835
161,1907293,11846
162,1928674,11905
163,1914191,11743
164,1882592,11479
165,1930793,11701
166,1880745,11329
167,1960388,11738
168,1877031,11172
169,1975684,11690
170,1881123,11065
171,1908033,11158
172,1957419,11380
173,1894805,10952
174,1873630,10767
175,1878717,10735
176,1912862,10868
177,1851729,10461
178,1969687,11065
179,1874523,10472
180,1899921,10555
181,1976305,10918
182,1963840,10790
183,1864753,10189
184,1939801,10542
185,1873852,10128
186,1852998,9962
187,1829497,9783
188,2005763,10668
189,1876832,9930
190,1898224,9990
191,1918600,10045
192,1833648,9550
193,1947480,10090
194,1879479,9688
195,1876382,9622
196,1912979,9760
197,1939628,9845
198,1884680,9518
199,1901532,9555
200,1926467,9632
201,1900203,9453
202,1880998,9311
203,1909178,9404
204,1862623,9130
205,1879867,9170
206,1860574,9031
207,1973408,9533
208,1940233,9328
209,1893294,9058
210,1952348,9296
211,1921504,9106
212,1888558,8908
213,1889875,8872
214,1878525,8778
215,1910011,8883
216,1894155,8769
217,1894786,8731
218,1856418,8515
219,1908236,8713
220,1908336,8674
221,1919938,8687
222,1921873,8657
223,1887328,8463
224,1918229,8563
225,1969581,8753
226,1865299,8253
227,1883151,8295
228,1897272,8321
229,1879746,8208
230,1902006,8269
231,1901822,8232
232,1915246,8255
233,1893290,8125
234,1962310,8385
235,1966850,8369
236,1914257,8111
237,1915980,8084
238,1868390,7850
239,2057991,8610
240,1902219,7925
241,1910365,7926
242,1890651,7812
243,1911479,7866
244,1916730,7855
245,2002973,8175
246,1886211,7667
247,1952540,7905
248,2020951,8148
249,1894264,7607
250,1903235,7612
251,1935918,7712
252,1935975,7682
253,1890104,7470
254,1909133,7516
255,1985467,7786
256,1976970,7722
257,1860571,7239
258,1951489,7563
259,1856735,7168
260,1925357,7405
261,1997034,7651
262,1938527,7398
263,1950400,7415
264,1949599,7384
265,1964385,7412
266,1922755,7228
267,1933063,7239
268,2009892,7499
269,1990035,7397
270,1889887,6999
271,2030430,7492
272,1943717,7146
273,1929124,7066
274,1924308,7023
275,1957099,7116
276,1975344,7157
277,1984675,7164
278,1941159,6982
279,1962932,7035
280,1950799,6967
281,1916473,6820
282,1916140,6794
283,1964686,6942
284,1907208,6715
285,1872719,6570
286,1892320,6616
287,1900611,6622
288,1977556,6866
289,1875468,6489
290,2024167,6979
291,1899633,6527
292,1978672,6776
293,1941172,6625
294,1958355,6661
295,1928504,6537
296,1903959,6432
297,1913334,6442
298,1875021,6292
299,2032984,6799
300,1880853,6269
301,1968668,6540
302,2199511,7283
303,1921904,6342
304,1958663,6442
305,1996260,6545
306,1915460,6259
307,1947832,6344
308,1897924,6162
309,1918130,6207
310,1877189,6055
311,1906719,6130
312,1930980,6189
313,1952437,6237
314,1944444,6192
315,1898491,6026
316,1993764,6309
317,1900821,5996
318,1954806,6147
319,1950309,6113
320,2004064,6262
321,2017318,6284
322,1931474,5998
323,1991244,6164
324,1920453,5927
325,1968142,6055
326,1952905,5990
327,1956079,5981
328,2026070,6177
329,1928619,5862
330,1984732,6014
331,1968083,5945
332,2025023,6099
333,2025310,6082
334,1923023,5757
335,1927049,5752
336,2071816,6166
337,1919185,5694
338,1905157,5636
339,2006997,5920
340,1872594,5507
341,1923025,5639
342,2006210,5866
343,1942825,5664
344,1945802,5656
345,1929818,5593
346,1964965,5679
347,1946170,5608
348,1991708,5723
349,1974693,5658
350,1999252,5712
351,1990927,5672
352,1986015,5642
353,1958577,5548
354,1918880,5420
355,1932572,5443
356,1924846,5406
357,1950439,5463
358,1926487,5381
359,1965904,5476
360,1942986,5397
361,2135998,5916
362,1947163,5378
363,1978405,5450
364,2014638,5534
365,1947062,5334
366,1926737,5264
367,1944586,5298
368,1953155,5307
369,1955965,5300
370,1917244,5181
371,1985787,5352
372,1951867,5246
373,1977095,5300
374,1972842,5274
375,1984121,5290
376,1943639,5169
377,1916345,5083
378,1947486,5152
379,1973717,5207
380,1979719,5209
381,1901627,4991
382,1963593,5140
383,1985701,5184
384,1990495,5183
385,1952112,5070
386,1951750,5056
387,1927135,4979
388,1925437,4962
389,1923610,4945
390,1946459,4990
391,2059107,5266
392,1940907,4951
393,2000439,5090
394,1976854,5017
395,2023325,5122
396,1930853,4875
397,1972188,4967
398,1971189,4952
399,1923326,4820
400,1984609,4961
401,1894921,4725
402,1928921,4798
403,2049247,5084
404,1930423,4778
405,1954356,4825
406,2072806,5105
407,1994150,4899
408,1925198,4718
409,2201318,5382
410,1927031,4700
411,1991609,4845
412,2155742,5232
413,2025266,4903
414,1990951,4809
415,1987142,4788
416,2086558,5015
417,1956226,4691
418,2034625,4867
419,2073882,4949
420,1919250,4569
421,2050270,4870
422,2002208,4744
423,1971861,4661
424,1984817,4681
425,1979342,4657
426,1960094,4601
427,2058953,4821
428,2004335,4683
429,1942917,4528
430,1984136,4614
431,1956374,4539
432,1968141,4555
433,2091307,4829
434,2074092,4779
435,1970495,4529
436,2105249,4828
437,1996675,4569
438,1955216,4463
439,2010960,4580
440,1983435,4507
441,1965298,4456
