B,Read Time (ns),Read Time / Number (ns)
1,8662,8662
2,8696,4348
3,8534,2844
4,9070,2267
5,11493,2298
6,8699,1449
7,8594,1227
8,9228,1153
9,8686,965
10,8692,869
11,8692,790
12,8683,723
13,8681,667
14,8560,611
15,8705,580
16,8557,534
17,8720,512
18,8685,482
19,8680,456
20,8574,428
21,8685,413
22,8564,389
23,8701,378
24,8736,364
25,8581,343
26,8545,328
27,8674,321
28,8678,309
29,8700,300
30,8571,285
31,8702,280
32,8548,267
33,9264,280
34,8562,251
35,8675,247
36,8670,240
37,8579,231
38,8720,229
39,8569,219
40,14286,357
41,8665,211
42,8542,203
43,8591,199
44,8707,197
45,14117,313
46,8561,186
47,8574,182
48,8693,181
49,8535,174
50,8581,171
51,8560,167
52,8585,165
53,8544,161
54,8716,161
55,8676,157
56,13055,233
57,8685,152
58,12083,208
59,8566,145
60,8707,145
61,8717,142
62,8671,139
63,39063,620
64,8553,133
65,8692,133
66,8564,129
67,8562,127
68,8678,127
69,8570,124
70,8590,122
71,8689,122
72,8588,119
73,8702,119
74,8584,116
75,8653,115
76,8563,112
77,8693,112
78,8686,111
79,8706,110
80,8668,108
81,8682,107
82,8709,106
83,8574,103
84,8571,102
85,8705,102
86,15851,184
87,8577,98
88,8543,97
89,8685,97
90,8690,96
91,8561,94
92,8696,94
93,8577,92
94,8534,90
95,8714,91
96,8688,90
97,8657,89
98,9217,94
99,8978,90
100,9145,91
101,8686,86
102,8549,83
103,8657,84
104,8542,82
105,8558,81
106,8725,82
107,8736,81
108,8546,79
109,8538,78
110,8546,77
111,8707,78
112,12555,112
113,8541,75
114,8653,75
115,8685,75
116,9074,78
117,8571,73
118,8698,73
119,8585,72
120,8717,72
121,8532,70
122,8699,71
123,8565,69
124,8707,70
125,8553,68
126,8663,68
127,8567,67
128,8559,66
129,8563,66
130,8548,65
131,8674,66
132,8553,64
133,8680,65
134,8566,63
135,8693,64
136,8548,62
137,9188,67
138,8582,62
139,8549,61
140,8713,62
141,8563,60
142,8689,61
143,8558,59
144,8559,59
145,8694,59
146,8645,59
147,8544,58
148,8699,58
149,8682,58
150,8671,57
151,8573,56
152,8684,57
153,8546,55
154,8688,56
155,8693,56
156,8576,54
157,8684,55
158,9194,58
159,8576,53
160,8702,54
161,8587,53
162,8671,53
163,8556,52
164,8581,52
165,8669,52
166,8556,51
167,8706,52
168,8554,50
169,8712,51
170,8690,51
171,8549,49
172,8716,50
173,8703,50
174,8558,49
175,8692,49
176,8584,48
177,8708,49
178,8691,48
179,8683,48
180,8548,47
181,8687,47
182,8564,47
183,8680,47
184,8548,46
185,8669,46
186,8581,46
187,8573,45
188,8568,45
189,12123,64
190,8695,45
191,8690,45
192,8667,45
193,8552,44
194,8698,44
195,8692,44
196,14600,74
197,8740,44
198,8686,43
199,8681,43
200,8590,42
201,8577,42
202,8561,42
203,8693,42
204,8677,42
205,8673,42
206,8526,41
207,8672,41
208,8550,41
209,8686,41
210,8684,41
211,8721,41
212,8687,40
213,8684,40
214,8554,39
215,8570,39
216,8672,40
217,8673,39
218,12295,56
219,8707,39
220,8710,39
221,8706,39
222,8527,38
223,8560,38
224,8701,38
225,8566,38
226,8681,38
227,8677,38
228,8679,38
229,8704,38
230,8676,37
231,8675,37
232,8668,37
233,8693,37
234,8670,37
235,8538,36
236,8539,36
237,8681,36
238,8572,36
239,12093,50
240,8552,35
241,8539,35
242,8564,35
243,8562,35
244,8678,35
245,8710,35
246,8635,35
247,8685,35
248,8589,34
249,8569,34
250,8693,34
251,8717,34
252,8723,34
253,11663,46
254,8712,34
255,8533,33
256,8585,33
257,8556,33
258,8572,33
259,12730,49
260,8579,32
261,8564,32
262,8552,32
263,8569,32
264,8562,32
265,9264,34
266,8566,32
267,8689,32
268,8547,31
269,8583,31
270,10240,37
271,8721,32
272,8703,31
273,8682,31
274,8670,31
275,8573,31
276,8685,31
277,8596,31
278,8666,31
279,8678,31
280,8558,30
281,8573,30
282,8540,30
283,8550,30
284,11149,39
285,8761,30
286,8698,30
287,8663,30
288,8562,29
289,8679,30
290,8938,30
291,12514,43
292,9193,31
293,8717,29
294,8570,29
295,8542,28
296,8715,29
297,8691,29
298,8550,28
299,10524,35
300,8575,28
301,8692,28
302,17821,59
303,8571,28
304,11835,38
305,11985,39
306,8763,28
307,12409,40
308,8676,28
309,8560,27
310,8564,27
311,8679,27
312,8581,27
313,8724,27
314,8695,27
315,8695,27
316,8702,27
317,8566,27
318,23495,73
319,8702,27
320,8722,27
321,8705,27
322,8677,26
323,8552,26
324,8707,26
325,8718,26
326,8692,26
327,8561,26
328,8583,26
329,8683,26
330,8564,25
331,8544,25
332,8833,26
333,8556,25
334,8557,25
335,8716,26
336,8576,25
337,8537,25
338,8536,25
339,8556,25
340,9225,27
341,8737,25
342,8558,25
343,8543,24
344,8682,25
345,8685,25
346,8727,25
347,8573,24
348,8718,25
349,8550,24
350,8581,24
351,8601,24
352,8580,24
353,8576,24
354,8569,24
355,8576,24
356,8569,24
357,8570,24
358,12307,34
359,8566,23
360,8713,24
361,8714,24
362,8683,23
363,8592,23
364,8679,23
365,8697,23
366,8558,23
367,8685,23
368,8695,23
369,8577,23
370,8709,23
371,9180,24
372,8671,23
373,8585,23
374,8595,22
375,8562,22
376,8529,22
377,8543,22
378,8675,22
379,12213,32
380,9189,24
381,8553,22
382,8574,22
383,9015,23
384,8702,22
385,8587,22
386,8553,22
387,8682,22
388,8705,22
389,8676,22
390,8999,23
391,8709,22
392,8683,22
393,8564,21
394,9167,23
395,9190,23
396,9180,23
397,8556,21
398,8705,21
399,8568,21
400,8598,21
401,8717,21
402,8563,21
403,13592,33
404,8561,21
405,8547,21
406,8703,21
407,8690,21
408,8667,21
409,8691,21
410,8699,21
411,8544,20
412,8551,20
413,8568,20
414,8558,20
415,11870,28
416,8665,20
417,9509,22
418,8698,20
419,8733,20
420,8567,20
421,8582,20
422,8574,20
423,8552,20
424,8682,20
425,8682,20
426,8676,20
427,10956,25
428,8686,20
429,8565,19
430,8696,20
431,8550,19
432,8552,19
433,12478,28
434,8707,20
435,8574,19
436,8570,19
437,8687,19
438,8675,19
439,8575,19
440,8571,19
441,8586,19
442,8730,19
443,8590,19
444,8553,19
445,8705,19
446,8703,19
447,8580,19
448,8682,19
449,8702,19
450,9195,20
451,9270,20
452,11976,26
453,8559,18
454,12305,27
455,8721,19
456,8707,19
457,8569,18
458,8565,18
459,8574,18
460,8713,18
461,8678,18
462,8562,18
463,8574,18
464,8551,18
465,8675,18
466,8574,18
467,8576,18
468,8673,18
469,8553,18
470,8573,18
471,8537,18
472,8707,18
473,8704,18
474,8562,18
475,8565,18
476,8570,18
477,9244,19
478,8574,17
479,8713,18
480,8555,17
481,8706,18
482,8564,17
483,8570,17
484,8701,17
485,8997,18
486,8585,17
487,8559,17
488,8548,17
489,8667,17
490,8675,17
491,8702,17
492,8702,17
493,8570,17
494,8556,17
495,8717,17
496,8722,17
497,10041,20
498,8691,17
499,9219,18
500,9207,18
501,9194,18
502,8585,17
503,8722,17
504,8701,17
505,8744,17
506,8558,16
507,8583,16
508,8573,16
509,8589,16
510,8671,17
511,8681,16
512,8685,16
513,8568,16
514,9274,18
515,9232,17
516,9205,17
517,8554,16
518,8704,16
519,8588,16
520,8574,16
521,8707,16
522,8707,16
523,8578,16
524,8714,16
525,8541,16
526,8583,16
527,8664,16
528,9270,17
529,8563,16
530,8713,16
531,8719,16
532,8571,16
533,8564,16
534,8716,16
535,8702,16
536,8742,16
537,8569,15
538,8847,16
539,8931,16
540,8736,16
541,8704,16
542,8534,15
543,8678,15
544,8666,15
545,8708,15
546,8547,15
547,8685,15
548,8703,15
549,8685,15
550,12425,22
551,8593,15
552,8708,15
553,8563,15
554,8556,15
555,8678,15
556,8588,15
557,8692,15
558,8573,15
559,8552,15
560,8587,15
561,8731,15
562,8699,15
563,8686,15
564,8705,15
565,9291,16
566,8715,15
567,9656,17
568,8582,15
569,8708,15
570,8560,15
571,8676,15
572,8726,15
573,8712,15
574,8573,14
575,8696,15
576,8691,15
577,8958,15
578,8707,15
579,8668,14
580,8706,15
581,8714,14
582,8698,14
583,8560,14
584,8690,14
585,8547,14
586,8567,14
587,8560,14
588,8555,14
589,9272,15
590,9178,15
591,9270,15
592,8548,14
593,8687,14
594,8573,14
595,8681,14
596,8703,14
597,8686,14
598,8565,14
599,8576,14
600,8697,14
601,8717,14
602,8589,14
603,8571,14
604,8681,14
605,8703,14
606,8565,14
607,8566,14
608,8549,14
609,9306,15
610,8549,14
611,8773,14
612,10357,16
613,8688,14
614,8565,13
615,13289,21
616,8568,13
617,8679,14
618,8553,13
619,8684,14
620,12442,20
621,8557,13
622,8559,13
623,12979,20
624,8546,13
625,8582,13
626,8693,13
627,8718,13
628,8721,13
629,8710,13
630,8572,13
631,8704,13
632,8720,13
633,8709,13
634,12187,19
635,8576,13
636,8585,13
637,8543,13
638,8566,13
639,8673,13
640,8575,13
641,8680,13
642,8579,13
643,8567,13
644,8551,13
645,8700,13
646,9246,14
647,9160,14
648,8722,13
649,8597,13
650,8733,13
651,8680,13
652,8590,13
653,8547,13
654,8561,13
655,8578,13
656,8683,13
657,8690,13
658,8692,13
659,8680,13
660,25229,38
661,8684,13
662,8700,13
663,8553,12
664,8579,12
665,8594,12
666,8682,13
667,8577,12
668,8661,12
669,12948,19
670,8593,12
671,8682,12
672,8660,12
673,8555,12
674,8551,12
675,9181,13
676,8698,12
677,8583,12
678,8689,12
679,8721,12
680,8686,12
681,8739,12
682,8704,12
683,8694,12
684,8572,12
685,8678,12
