MB,Read Time (ns),Read Time / Number (ns)
223,1914864,8586
224,1985302,8862
225,1922128,8542
226,1952089,8637
227,2037051,8973
228,1950346,8554
229,1931388,8434
230,1951873,8486
231,1877897,8129
232,1961012,8452
233,1982458,8508
234,2292639,9797
235,2041988,8689
236,2058905,8724
237,2082492,8786
238,2065517,8678
239,2660734,11132
240,2255247,9396
241,1907317,7914
242,2009912,8305
243,1955605,8047
244,1887348,7735
245,1904699,7774
246,1913701,7779
247,1932821,7825
248,1954401,7880
249,1909995,7670
250,1924618,7698
251,1917261,7638
252,1953737,7752
253,1894230,7487
254,1937624,7628
255,1882552,7382
256,1976455,7720
257,1860711,7240
258,1996578,7738
259,2001869,7729
260,1989950,7653
261,2025303,7759
262,1929497,7364
263,2032466,7728
264,1933281,7323
265,1910044,7207
266,1912162,7188
267,1926300,7214
268,1982005,7395
269,1875005,6970
270,1894471,7016
271,1945782,7180
272,1966983,7231
273,1910773,6999
274,1961702,7159
275,1947495,7081
276,1908819,6916
277,1973001,7122
278,1963399,7062
279,1925922,6902
280,2005539,7162
281,1968647,7005
282,1940338,6880
283,1967337,6951
284,1941961,6837
285,2050404,7194
286,1984525,6938
287,1910581,6657
288,1908602,6627
289,1895446,6558
290,2043773,7047
291,1901183,6533
292,1967374,6737
293,1926597,6575
294,1929387,6562
295,1943924,6589
296,1888685,6380
297,1941018,6535
298,1930141,6476
299,1946891,6511
300,1991208,6637
301,1912552,6353
302,1912783,6333
303,1985184,6551
304,2335978,7684
305,2962699,9713
306,1924660,6289
307,1967362,6408
308,1926716,6255
309,1951152,6314
310,1976488,6375
311,1924432,6187
312,1962852,6291
313,1912568,6110
314,2094643,6670
315,1923818,6107
316,1922698,6084
317,1983240,6256
318,1885860,5930
319,1896908,5946
320,1956580,6114
321,1960936,6108
322,1937540,6017
323,2033174,6294
324,1951838,6024
325,1950402,6001
326,2028951,6223
327,1990556,6087
328,1930351,5885
329,1974759,6002
330,1960120,5939
331,1901649,5745
332,1974294,5946
333,1936027,5813
334,1972780,5906
335,1958995,5847
336,2021765,6017
337,1927476,5719
338,1923591,5691
339,1962432,5788
340,2090858,6149
341,2023236,5933
342,1977113,5781
343,1943006,5664
344,1989200,5782
345,1952924,5660
346,1946925,5626
347,1978003,5700
348,1920449,5518
349,1979777,5672
350,1948220,5566
351,1926568,5488
352,2007494,5703
353,1916078,5427
354,2010390,5679
355,1919266,5406
356,1942239,5455
357,1945371,5449
358,1985871,5547
359,2075132,5780
360,2124713,5901
361,1953859,5412
362,2049880,5662
363,1917862,5283
364,1953781,5367
365,1939555,5313
366,1916054,5235
367,1911470,5208
368,2023393,5498
369,1986124,5382
370,1972641,5331
371,1912709,5155
372,2017248,5422
373,1926917,5165
374,1914707,5119
375,1961394,5230
376,2000867,5321
377,1981361,5255
378,2068302,5471
379,1957910,5165
380,1929073,5076
381,2213175,5808
382,2010136,5262
383,1947737,5085
384,2009063,5231
385,1977747,5137
386,1933051,5007
387,2074903,5361
388,1942168,5005
389,1986750,5107
390,1984336,5088
391,1895354,4847
392,1940860,4951
393,2073666,5276
394,1947350,4942
395,1923934,4870
396,2019669,5100
397,1976619,4978
398,2010452,5051
399,2084156,5223
400,1995028,4987
401,1976005,4927
402,2187236,5440
403,1970950,4890
404,1964464,4862
405,2066186,5101
406,2007262,4943
407,1975572,4853
408,2007224,4919
409,2007931,4909
410,1965565,4794
411,2042382,4969
412,1920846,4662
413,2104566,5095
414,2055027,4963
415,1936056,4665
416,2014990,4843
417,2018141,4839
418,2028861,4853
419,1979600,4724
420,2052020,4885
421,1978538,4699
422,1951131,4623
423,2079641,4916
424,1974853,4657
425,1998470,4702
426,2065340,4848
427,1974734,4624
428,1977743,4620
429,2000541,4663
430,2082107,4842
431,2014135,4673
432,2094006,4847
433,1965341,4538
434,2027907,4672
435,2276277,5232
436,1949971,4472
437,2011188,4602
438,2039077,4655
439,1988990,4530
440,1992321,4528
441,2016850,4573
442,2032968,4599
443,2045850,4618
444,2144456,4829
445,2005330,4506
446,1972637,4422
447,1999625,4473
448,2161111,4823
449,2159457,4809
450,2054824,4566
451,2073970,4598
452,1979285,4378
453,2038943,4500
454,2030321,4472
455,1971011,4331
456,2063866,4526
457,2012689,4404
458,2041623,4457
459,1963800,4278
460,2009698,4368
461,1984615,4305
462,2021598,4375
463,2062308,4454
464,1984485,4276
465,1984775,4268
466,1976368,4241
467,2038563,4365
468,1957526,4182
469,1997091,4258
470,1975004,4202
471,2047805,4347
472,2022097,4284
473,2025750,4282
474,1986503,4190
475,2229926,4694
476,2016011,4235
477,1991774,4175
478,2598601,5436
479,2124700,4435
480,2026213,4221
481,2008901,4176
482,2079981,4315
483,2069183,4284
484,1984475,4100
485,2925914,6032
486,2049799,4217
487,2121467,4356
488,2419894,4958
489,2180748,4459
490,1972009,4024
491,2043186,4161
492,1991024,4046
493,2004393,4065
494,2007459,4063
495,2034905,4110
496,2053256,4139
497,2017286,4058
498,2014163,4044
499,1996999,4002
500,2040102,4080
501,2039484,4070
502,2150267,4283
503,2058692,4092
504,1998076,3964
505,2079898,4118
506,2036027,4023
507,2153994,4248
508,2073662,4082
509,2077361,4081
510,2016353,3953
511,2158822,4224
512,2181021,4259
513,2004153,3906
514,2138619,4160
515,1995943,3875
516,1973420,3824
517,2056000,3976
518,2251742,4346
519,2019328,3890
520,2001930,3849
521,2060745,3955
522,2011557,3853
523,2035519,3892
524,2000103,3816
525,2055249,3914
526,1973890,3752
527,2106435,3997
528,2129333,4032
529,1984684,3751
530,2009768,3792
531,2019956,3804
532,2039660,3833
533,2017010,3784
534,2228591,4173
535,2057195,3845
536,2028401,3784
537,2504850,4664
538,2052628,3815
539,2051123,3805
540,1994000,3692
541,2024023,3741
542,2104712,3883
543,2022433,3724
544,2026861,3725
545,1989234,3649
546,2011887,3684
547,2042582,3734
548,2024297,3693
549,2165846,3945
550,2002498,3640
551,2036308,3695
552,2064151,3739
553,2034669,3679
554,2156007,3891
555,2019560,3638
556,2064361,3712
557,2130634,3825
558,2049060,3672
559,2010242,3596
560,2041318,3645
561,2036796,3630
562,2035521,3621
563,2014104,3577
564,2235892,3964
565,2097026,3711
566,1998914,3531
567,2041299,3600
568,2083483,3668
569,2039272,3583
570,2032899,3566
571,2411251,4222
572,2157318,3771
573,2075003,3621
574,2099323,3657
575,2167307,3769
576,2015983,3499
577,2054793,3561
578,2027977,3508
579,2068314,3572
580,2195378,3785
581,2058916,3543
582,2181205,3747
583,2058140,3530
584,2030576,3477
585,2033593,3476
586,2285619,3900
587,2174886,3705
588,2086959,3549
589,1989154,3377
590,2040370,3458
591,2307718,3904
592,2052120,3466
593,2135336,3600
594,1999147,3365
595,2075254,3487
596,2195317,3683
597,2186134,3661
598,2190044,3662
599,2077449,3468
600,2065418,3442
601,2092998,3482
602,2039014,3387
603,2040815,3384
604,2090393,3460
605,2307339,3813
606,2041154,3368
607,2066434,3404
608,2016727,3316
609,2050253,3366
610,2428805,3981
611,2024877,3314
612,2035171,3325
613,2103746,3431
614,2051184,3340
615,2114819,3438
616,2070023,3360
617,2107718,3416
618,2021212,3270
619,2029922,3279
620,2228393,3594
621,2103547,3387
622,2062560,3316
623,2116407,3397
624,2106822,3376
625,2063677,3301
626,2151842,3437
627,2021254,3223
628,2080273,3312
629,2308141,3669
630,2193616,3481
631,2064968,3272
632,2122571,3358
633,2262688,3574
634,2106318,3322
635,2132121,3357
636,2043432,3212
637,2062982,3238
638,2270999,3559
639,2084346,3261
640,2045569,3196
641,2029924,3166
642,2000892,3116
643,2122799,3301
644,2014053,3127
645,2039368,3161
646,2147478,3324
647,2001446,3093
648,2272211,3506
649,2099627,3235
650,2030634,3124
651,2080285,3195
652,2269714,3481
653,2091216,3202
654,2071883,3168
655,2142363,3270
656,2199538,3352
657,2148868,3270
658,2037146,3095
659,2041822,3098
660,2130771,3228
661,1987052,3006
662,2029865,3066
663,2111073,3184
664,2083545,3137
665,2019910,3037
666,2084381,3129
667,2085411,3126
668,2535826,3796
669,2016044,3013
670,2024840,3022
671,2233749,3328
672,2155530,3207
673,2080237,3090
674,2048872,3039
675,2158750,3198
676,2095948,3100
677,2081655,3074
678,2065425,3046
679,2120110,3122
680,2083928,3064
681,2054128,3016
682,2129030,3121
683,2205691,3229
684,2077742,3037
685,2078974,3034
686,2132401,3108
687,2043839,2975
688,2187586,3179
689,2138583,3103
690,2175948,3153
691,2053970,2972
692,2035537,2941
693,2132364,3077
694,2100017,3025
695,2039195,2934
696,2080191,2988
697,2020569,2898
698,2091804,2996
699,2059448,2946
700,2081339,2973
701,2068014,2950
702,2065402,2942
703,2051175,2917
704,2164930,3075
705,2078463,2948
706,2126429,3011
707,2082261,2945
708,2084426,2944
709,2184498,3081
710,2052543,2890
711,2061858,2899
712,2078866,2919
713,2177008,3053
714,2119086,2967
715,2122357,2968
716,2105883,2941
717,2083126,2905
718,2500519,3482
719,2094158,2912
720,2050854,2848
721,2034357,2821
722,2061545,2855
723,2043523,2826
724,2011296,2778
725,2056513,2836
726,2141501,2949
727,2071328,2849
728,2123709,2917
729,2086681,2862
730,2095333,2870
731,2073843,2836
732,2090876,2856
733,2057188,2806
734,2077143,2829
735,2080263,2830
736,2078589,2824
737,2057306,2791
738,2166694,2935
739,2062383,2790
740,2153694,2910
741,2072285,2796
742,2075561,2797
743,2191528,2949
744,2249837,3023
745,2062944,2769
746,2098666,2813
747,2111886,2827
748,2076141,2775
749,2083669,2781
750,2081699,2775
751,2225840,2963
752,2121303,2820
753,2036170,2704
754,2099796,2784
755,2044926,2708
756,2086954,2760
757,2079026,2746
758,2080429,2744
759,2098972,2765
760,2089140,2748
761,2116162,2780
762,2082234,2732
763,2066256,2708
764,2079071,2721
765,2063064,2696
766,2061405,2691
767,2077127,2708
768,2120478,2761
769,2064420,2684
770,2104059,2732
771,2100421,2724
772,2075555,2688
773,2144912,2774
774,2116775,2734
775,2087948,2694
776,2136250,2752
777,2072495,2667
778,2082402,2676
779,2065646,2651
780,2061491,2642
781,2329267,2982
782,2055771,2628
783,2090159,2669
784,2116291,2699
785,2058308,2622
786,2107034,2680
787,2099796,2668
788,2143473,2720
789,2041950,2588
790,2109349,2670
791,2075154,2623
792,2108316,2662
793,2108809,2659
794,2112846,2661
795,2081008,2617
796,2180673,2739
797,2094047,2627
798,2064849,2587
799,2116824,2649
800,2107043,2633
801,2066658,2580
802,2121448,2645
803,2054406,2558
804,2088372,2597
805,2091334,2597
806,2079495,2580
807,2064027,2557
808,2079928,2574
809,2047946,2531
810,2274153,2807
811,2073121,2556
812,2088883,2572
813,3325122,4089
814,2119224,2603
815,2126255,2608
816,2071547,2538
817,2120971,2596
818,2132401,2606
819,2182878,2665
820,2123293,2589
821,2075463,2527
822,2280073,2773
823,2088556,2537
824,2390338,2900
825,2069962,2509
826,2171046,2628
827,2228101,2694
828,2278124,2751
829,2080010,2509
830,2115533,2548
831,2084752,2508
832,2158619,2594
833,2090678,2509
834,2265668,2716
835,2157422,2583
836,2113386,2527
837,2132415,2547
838,2214353,2642
839,2084057,2483
840,2102856,2503
841,2126697,2528
842,2149210,2552
843,2188985,2596
844,2127461,2520
845,2095567,2479
846,2119348,2505
847,2126319,2510
848,2085773,2459
849,2078684,2448
850,2106274,2477
851,2177430,2558
852,2115798,2483
853,2092778,2453
854,2330712,2729
855,2073348,2424
856,2070796,2419
857,2069538,2414
858,2084456,2429
859,2102677,2447
860,2118606,2463
861,2112809,2453
862,2124105,2464
863,2117200,2453
864,2122434,2456
865,2153692,2489
866,2287789,2641
867,2231289,2573
868,2155405,2483
869,2088373,2403
870,2102467,2416
871,2076954,2384
872,2144550,2459
873,2130383,2440
874,2130932,2438
875,2332395,2665
876,2083455,2378
877,2063691,2353
878,2066172,2353
879,2131789,2425
880,2110356,2398
881,2151627,2442
882,2133557,2418
883,2194560,2485
884,2107041,2383
885,2077488,2347
886,2178257,2458
887,2087861,2353
888,2140831,2410
889,2124834,2390
890,2151049,2416
891,2119641,2378
892,2169603,2432
893,2097178,2348
894,2151888,2407
895,2133756,2384
896,2182256,2435
897,2080195,2319
898,2080560,2316
899,2934878,3264
900,2205708,2450
901,2124072,2357
902,2195386,2433
903,2110954,2337
904,2225974,2462
905,2100826,2321
906,2293981,2531
907,2150753,2371
908,2407978,2651
909,2115260,2327
910,2134706,2345
911,2107318,2313
912,2157820,2366
913,2086378,2285
914,2132078,2332
915,2138891,2337
916,2363825,2580
917,2167027,2363
918,2123632,2313
919,2146595,2335
920,2195608,2386
921,2108328,2289
922,2142933,2324
923,2105249,2280
924,2194064,2374
925,2218117,2397
926,2121855,2291
927,2097476,2262
928,2113263,2277
929,2090702,2250
930,2165818,2328
931,2222224,2386
932,2332022,2502
933,2153644,2308
934,2168679,2321
935,2136852,2285
936,2094010,2237
937,2144263,2288
938,2250269,2399
939,2127906,2266
940,2153022,2290
941,2204178,2342
942,2493186,2646
943,2160346,2290
944,2122746,2248
945,2109083,2231
946,2258494,2387
947,2108940,2226
948,2208330,2329
949,2105770,2218
950,2145168,2258
951,2088818,2196
952,2104137,2210
953,2097238,2200
954,2283424,2393
955,2116994,2216
956,2143220,2241
957,2178888,2276
958,2179871,2275
959,2252618,2348
960,2202049,2293
961,2119703,2205
962,2204769,2291
963,2202858,2287
964,2141528,2221
965,2163166,2241
966,2145074,2220
967,2191617,2266
968,2223050,2296
969,2187493,2257
970,2177734,2245
971,2119723,2183
972,2182264,2245
973,2126759,2185
974,2425708,2490
975,2148033,2203
976,2160579,2213
977,2219197,2271
978,2230677,2280
979,2498377,2551
980,2181659,2226
981,2126921,2168
982,2313115,2355
983,2135024,2171
984,2162422,2197
985,2178709,2211
986,2169525,2200
987,2130129,2158
988,2382023,2410
989,2182204,2206
990,2228787,2251
991,2174739,2194
992,2182699,2200
993,2133408,2148
994,2189009,2202
995,2403565,2415
996,2235633,2244
997,2125474,2131
998,2156995,2161
999,2151070,2153
1000,2206464,2206
1001,2125402,2123
1002,2178913,2174
1003,2154027,2147
1004,2911929,2900
1005,2178566,2167
1006,2170558,2157
1007,2163089,2148
1008,2268342,2250
1009,2125750,2106
1010,2430163,2406
1011,2145183,2121
1012,2213978,2187
1013,2180289,2152
1014,2238637,2207
1015,2173461,2141
1016,2315003,2278
1017,2178845,2142
1018,2322429,2281
1019,2172336,2131
1020,2224622,2181
1021,2165156,2120
1022,2196852,2149
1023,2185106,2135
1024,2469307,2411
1025,2162195,2109
1026,2275551,2217
1027,2278898,2218
1028,2224206,2163
1029,2203025,2140
1030,2269067,2202
1031,2238417,2171
1032,2203661,2135
1033,2194031,2123
1034,2242603,2168
1035,2435567,2353
1036,2222219,2144
1037,2131749,2055
1038,2218120,2136
1039,2159454,2078
1040,2205546,2120
1041,2305554,2214
1042,2257074,2166
1043,2151239,2062
1044,2313690,2216
1045,2151213,2058
1046,2283776,2183
1047,2169480,2072
1048,2254097,2150
1049,2214275,2110
1050,2352598,2240
1051,2254291,2144
1052,2190088,2081
1053,2163420,2054
1054,3184768,3021
1055,2322976,2201
1056,2455441,2325
1057,2173091,2055
1058,2226779,2104
1059,2204401,2081
1060,2369059,2234
1061,2283548,2152
1062,2229633,2099
1063,2298143,2161
1064,2222186,2088
1065,2734570,2567
1066,2212727,2075
1067,2204935,2066
1068,2234088,2091
1069,2178257,2037
1070,2156747,2015
1071,2299072,2146
1072,2221226,2072
1073,2206251,2056
1074,2205799,2053
1075,2215933,2061
1076,2299585,2137
1077,2170074,2014
1078,2183739,2025
1079,2481179,2299
1080,2220225,2055
1081,2181999,2018
1082,2232915,2063
1083,2177035,2010
1084,2386225,2201
1085,2178879,2008
1086,2273332,2093
1087,2185038,2010
1088,2280326,2095
1089,2202916,2022
1090,2342534,2149
1091,2156142,1976
1092,2218625,2031
1093,2351445,2151
1094,2364984,2161
1095,2224189,2031
1096,2193607,2001
1097,2227649,2030
1098,2217049,2019
1099,2243917,2041
1100,2233816,2030
1101,2164779,1966
1102,2235242,2028
1103,2178827,1975
1104,2327376,2108
1105,2163523,1957
1106,2335250,2111
1107,2199572,1986
1108,2218520,2002
1109,2330514,2101
1110,2379054,2143
1111,2223437,2001
1112,2229814,2005
1113,2195954,1973
1114,2224877,1997
1115,2208949,1981
1116,2202459,1973
1117,2400195,2148
1118,2257986,2019
1119,2237645,1999
1120,2274255,2030
1121,2188002,1951
1122,2234014,1991
1123,2238536,1993
1124,2215037,1970
1125,2195771,1951
1126,2215112,1967
1127,2153309,1910
1128,2216860,1965
1129,2271687,2012
1130,2225453,1969
1131,2151329,1902
1132,2257575,1994
1133,2218374,1957
1134,2377593,2096
1135,2221011,1956
1136,2176717,1916
1137,2160973,1900
1138,2173435,1909
1139,2224247,1952
1140,2241476,1966
1141,2223385,1948
1142,2245101,1965
1143,2191349,1917
1144,2253631,1969
1145,2178519,1902
1146,2266150,1977
1147,2210935,1927
1148,2289864,1994
1149,2232198,1942
1150,2359426,2051
1151,2176451,1890
1152,2308872,2004
1153,2217213,1922
1154,2361849,2046
1155,2244224,1943
1156,2212047,1913
1157,2245224,1940
1158,2296710,1983
1159,2234731,1928
1160,2199488,1896
1161,2197585,1892
1162,2262048,1946
1163,2206857,1897
1164,2273100,1952
1165,2217479,1903
1166,2500680,2144
1167,2210039,1893
1168,2227102,1906
1169,2164758,1851
1170,2233171,1908
1171,2160053,1844
1172,2229920,1902
1173,2195208,1871
1174,2256612,1922
1175,2201649,1873
1176,2224616,1891
1177,2211132,1878
1178,2227051,1890
1179,2250158,1908
1180,2304408,1952
1181,2243002,1899
1182,2245706,1899
1183,2186764,1848
1184,2316168,1956
1185,2199548,1856
1186,2229834,1880
1187,2274909,1916
1188,2347314,1975
1189,2216262,1863
1190,2184232,1835
1191,2202055,1848
1192,2256040,1892
1193,2192569,1837
1194,2281590,1910
1195,2190527,1833
1196,2193326,1833
1197,2177344,1819
1198,2309895,1928
1199,2280269,1901
1200,2312846,1927
1201,2199739,1831
1202,2259364,1879
1203,2160609,1796
1204,2468972,2050
1205,2279252,1891
1206,2244624,1861
1207,2503808,2074
1208,2198851,1820
1209,2367602,1958
1210,2294474,1896
1211,2176799,1797
1212,2238694,1847
1213,2202441,1815
1214,2707847,2230
1215,2258669,1858
1216,2323937,1911
1217,2197956,1806
1218,2276597,1869
1219,2186819,1793
1220,2206080,1808
1221,2257989,1849
1222,2295183,1878
1223,2207985,1805
1224,2240398,1830
1225,2205803,1800
1226,2423788,1976
1227,2200753,1793
1228,2246901,1829
1229,2230434,1814
1230,2399891,1951
1231,2397320,1947
1232,2266908,1840
1233,2250008,1824
1234,2528910,2049
1235,2204846,1785
1236,2266303,1833
1237,2348259,1898
1238,2341484,1891
1239,2214216,1787
1240,2256610,1819
1241,2230662,1797
1242,2235463,1799
1243,3403473,2738
1244,2192185,1762
1245,2231131,1792
1246,2243153,1800
1247,2227345,1786
1248,2343950,1878
1249,2235971,1790
1250,2322434,1857
1251,2353606,1881
1252,2461320,1965
1253,2179196,1739
1254,2564996,2045
1255,2231296,1777
1256,2388436,1901
1257,2295843,1826
1258,2382264,1893
1259,2200576,1747
1260,2582628,2049
1261,2306411,1829
1262,2339337,1853
1263,2243277,1776
1264,2302222,1821
1265,2244061,1773
1266,2270187,1793
1267,2217175,1749
1268,2284383,1801
1269,2252169,1774
1270,2335058,1838
1271,2245587,1766
1272,2365070,1859
1273,2229907,1751
1274,2363677,1855
1275,2241056,1757
1276,2258896,1770
1277,2284892,1789
1278,2242792,1754
1279,2287880,1788
1280,2329234,1819
1281,2215254,1729
1282,2274003,1773
1283,2197123,1712
1284,2546101,1982
1285,2233088,1737
1286,2352422,1829
1287,2298031,1785
1288,2251637,1748
1289,2239067,1737
1290,2406486,1865
1291,2305910,1786
1292,2274343,1760
1293,2245934,1736
1294,2238756,1730
1295,2243623,1732
1296,2359727,1820
1297,2265437,1746
1298,2272706,1750
1299,2239309,1723
1300,2899992,2230
1301,2243168,1724
1302,2271094,1744
1303,2257988,1732
1304,2266116,1737
1305,2217135,1698
1306,2323766,1779
1307,2250022,1721
1308,2328232,1779
1309,2227563,1701
1310,2283534,1743
1311,2259297,1723
1312,2266852,1727
1313,2273266,1731
1314,2245419,1708
1315,2312061,1758
1316,2431091,1847
1317,2266037,1720
1318,2260460,1715
1319,2257549,1711
1320,2364675,1791
1321,3059183,2315
1322,2569610,1943
1323,2366007,1788
1324,2380744,1798
1325,2231902,1684
1326,2494987,1881
1327,2296913,1730
1328,2294108,1727
1329,2617914,1969
1330,2353213,1769
1331,2330130,1750
1332,2270156,1704
1333,2239776,1680
1334,2353962,1764
1335,2212100,1657
1336,2438591,1825
1337,2274340,1701
1338,2246236,1678
1339,2228399,1664
1340,2316746,1728
1341,2319617,1729
1342,2336016,1740
1343,2430384,1809
1344,2398561,1784
1345,2241027,1666
1346,2314929,1719
1347,2275785,1689
1348,2333125,1730
1349,2323459,1722
1350,2308573,1710
1351,2270851,1680
1352,2274627,1682
1353,2255071,1666
1354,2338250,1726
1355,2450617,1808
1356,2307203,1701
1357,2455364,1809
1358,2262948,1666
1359,2245719,1652
1360,2303377,1693
1361,2260481,1660
1362,2441316,1792
1363,2276716,1670
1364,2329248,1707
1365,2265770,1659
1366,2378928,1741
1367,2427192,1775
1368,2336096,1707
1369,2230821,1629
1370,2629535,1919
1371,2555374,1863
1372,2275598,1658
1373,2242398,1633
1374,2500882,1820
1375,2228400,1620
1376,2350960,1708
1377,2293539,1665
1378,2277664,1652
1379,2470685,1791
1380,2439008,1767
1381,2339162,1693
1382,2304507,1667
1383,2273427,1643
1384,2368556,1711
1385,2256063,1628
1386,2304142,1662
1387,2442022,1760
1388,2340111,1685
1389,2300216,1656
1390,2488209,1790
1391,2266424,1629
1392,2331962,1675
1393,2257628,1620
1394,2261635,1622
1395,2373897,1701
1396,2280014,1633
1397,2273257,1627
1398,2287456,1636
1399,2210062,1579
1400,2768626,1977
1401,2274695,1623
1402,2297859,1638
1403,2272113,1619
1404,2397288,1707
1405,2312333,1645
1406,2307842,1641
1407,2370337,1684
1408,2339944,1661
1409,3065266,2175
1410,2659753,1886
1411,2431359,1723
1412,2312914,1638
1413,2242134,1586
1414,2331920,1649
1415,2270513,1604
1416,2292224,1618
1417,2266592,1599
1418,2387571,1683
1419,3146857,2217
1420,2295636,1616
1421,2484067,1748
1422,2330737,1639
1423,2389903,1679
1424,2339288,1642
1425,2342316,1643
1426,2321826,1628
1427,2294994,1608
1428,2466163,1727
1429,2290341,1602
1430,2323247,1624
1431,2274292,1589
1432,2598631,1814
1433,2323641,1621
1434,2308333,1609
1435,2417520,1684
1436,2293041,1596
1437,2289533,1593
1438,2418158,1681
1439,2300581,1598
1440,2280409,1583
1441,2303979,1598
1442,2402264,1665
1443,2290983,1587
1444,2292770,1587
1445,2358312,1632
1446,2392747,1654
1447,2374246,1640
1448,2310539,1595
1449,2317712,1599
1450,2297849,1584
1451,2337272,1610
1452,2611277,1798
1453,2315544,1593
1454,2351110,1616
1455,2283253,1569
1456,2443617,1678
1457,2327705,1597
1458,2356901,1616
1459,2286438,1567
1460,2341149,1603
1461,2407199,1647
1462,2306050,1577
1463,2332358,1594
1464,2278920,1556
1465,2260519,1543
1466,2429252,1657
1467,2331261,1589
1468,2467745,1681
1469,2248117,1530
1470,2357296,1603
1471,2261552,1537
1472,2323505,1578
1473,2355788,1599
1474,2305331,1563
1475,2293352,1554
1476,2296818,1556
1477,2290765,1550
1478,2313442,1565
1479,2294745,1551
1480,2348245,1586
1481,2295876,1550
1482,2343941,1581
1483,2283336,1539
1484,2650425,1786
1485,2271092,1529
1486,2336424,1572
1487,2376615,1598
1488,2484110,1669
1489,3142253,2110
1490,2367695,1589
1491,2385529,1599
1492,2445747,1639
1493,2353709,1576
1494,2358398,1578
1495,2290737,1532
