MB,Read Time (ns),Read Time / Number (ns)
1,452740,452740
2,918668,459334
3,2286323,762107
4,1792025,448006
5,1798470,359694
6,1841263,306877
7,2441638,348805
8,1786269,223283
9,1683125,187013
10,1890348,189034
11,1746754,158795
12,1711804,142650
13,1797917,138301
14,1730163,123583
15,1822323,121488
16,1786961,111685
17,1897238,111602
18,1701682,94537
19,1720574,90556
20,1958367,97918
21,1730282,82394
22,1741855,79175
23,1860827,80905
24,1784115,74338
25,1880522,75220
26,1717414,66054
27,1687772,62510
28,1777737,63490
29,1721917,59376
30,1740792,58026
31,1829915,59029
32,1886544,58954
33,1785156,54095
34,1803985,53058
35,1757924,50226
36,1831893,50885
37,1742137,47084
38,1844102,48529
39,1788094,45848
40,1908910,47722
41,1741766,42482
42,1929782,45947
43,1776350,41310
44,1834245,41687
45,1765819,39240
46,1912709,41580
47,1842051,39192
48,1846348,38465
49,1935584,39501
50,1739476,34789
51,1818538,35657
52,1753296,33717
53,1768687,33371
54,1831224,33911
55,1806693,32848
56,1857255,33165
57,1787585,31361
58,1846555,31837
59,1805905,30608
60,1816565,30276
61,1783240,29233
62,1896083,30581
63,1743061,27667
64,1807956,28249
65,1834464,28222
66,1950080,29546
67,1824231,27227
68,1804869,26542
69,1779169,25785
70,1778387,25405
71,1791503,25232
72,1850243,25697
73,1824381,24991
74,1859388,25126
75,1832780,24437
76,1839993,24210
77,1820455,23642
78,1796620,23033
79,1969602,24931
80,1861908,23273
81,1874969,23147
82,2024037,24683
83,1808175,21785
84,1799485,21422
85,1814624,21348
86,1911142,22222
87,1848186,21243
88,1837938,20885
89,1827437,20533
90,1842383,20470
91,1846624,20292
92,1856516,20179
93,1782571,19167
94,1849218,19672
95,1862417,19604
96,2005535,20890
97,1840081,18969
98,1853707,18915
99,1828386,18468
100,1866021,18660
101,1812703,17947
102,2047968,20078
103,1800382,17479
104,1857769,17863
105,1822007,17352
106,1784672,16836
107,1957300,18292
108,1785360,16531
109,1821548,16711
110,1779444,16176
111,1819448,16391
112,1887562,16853
113,1829267,16188
114,1897014,16640
115,1861727,16188
116,1859487,16030
117,1818403,15541
118,1857362,15740
119,1911762,16065
120,1887219,15726
121,1877433,15515
122,1927412,15798
123,1844232,14993
124,1953759,15756
125,1909633,15277
126,1856673,14735
127,1837466,14468
128,2008082,15688
129,1826631,14159
130,1819610,13997
131,1836515,14019
132,1830297,13865
133,1894671,14245
134,1839117,13724
135,1975377,14632
136,1838416,13517
137,1925401,14054
138,1909805,13839
139,2016755,14509
140,1905953,13613
141,1842367,13066
142,1809947,12746
143,1884134,13175
144,1908961,13256
145,1920773,13246
146,1920708,13155
147,1861015,12659
148,1880876,12708
149,2009289,13485
150,1949269,12995
151,1836432,12161
152,1919131,12625
153,1852032,12104
154,1839377,11944
155,2002107,12916
156,1907029,12224
157,1842744,11737
158,1884724,11928
159,1852697,11652
160,1922575,12016
161,1903840,11825
162,1905380,11761
163,1888405,11585
164,1879863,11462
165,1886452,11433
166,1912150,11518
167,1907955,11424
168,1885681,11224
169,1868612,11056
170,1962351,11543
171,1941788,11355
172,1892063,11000
173,1854958,10722
174,1936871,11131
175,1868448,10676
176,1907999,10840
177,1888498,10669
178,1920971,10791
179,1875690,10478
180,1919995,10666
181,1976720,10921
182,1884383,10353
183,1988208,10864
184,2004456,10893
185,1893122,10233
186,2034288,10937
187,1885092,10080
188,1993816,10605
189,1918751,10152
190,1874285,9864
191,1849792,9684
192,1944730,10128
193,1894765,9817
194,1852413,9548
195,1848086,9477
196,1877819,9580
197,1858213,9432
198,1979664,9998
199,1897456,9534
200,1856056,9280
201,1991029,9905
202,1920512,9507
203,1927466,9494
204,1876429,9198
205,1846700,9008
206,1999762,9707
207,1874509,9055
208,1994793,9590
209,1947816,9319
210,1866579,8888
211,1861590,8822
212,1909154,9005
213,1849296,8682
214,1868517,8731
215,1883497,8760
216,1891406,8756
217,1910341,8803
218,1934024,8871
219,2155704,9843
220,1885255,8569
221,1965266,8892
222,1865241,8401
