MB,Read Time (ns),Read Time / Number (ns)
1,577068,577068
2,880328,440164
3,1936247,645415
4,1744070,436017
5,1765942,353188
6,1821956,303659
7,1891776,270253
8,2078598,259824
9,1811975,201330
10,1750347,175034
11,1858161,168923
12,1760498,146708
13,1710675,131590
14,1957862,139847
15,1875423,125028
16,1750292,109393
17,1900963,111821
18,1733253,96291
19,1768119,93058
20,1804742,90237
21,1738653,82793
22,1841664,83712
23,1806586,78547
24,1778342,74097
25,1854262,74170
26,1814207,69777
27,1822504,67500
28,1787432,63836
29,1823809,62889
30,1777548,59251
31,1752155,56521
32,1854845,57963
33,1794551,54380
34,1784254,52478
35,1829585,52273
36,1877590,52155
37,1754072,47407
38,1755032,46185
39,1842829,47252
40,1728453,43211
41,1771390,43204
42,1725535,41084
43,1782024,41442
44,1801186,40936
45,1861638,41369
46,1976564,42968
47,1796408,38221
48,1991266,41484
49,1795076,36634
50,1788697,35773
51,1797126,35237
52,1890905,36363
53,1950982,36810
54,1789623,33141
55,1726625,31393
56,1813085,32376
57,1828806,32084
58,1765171,30433
59,1852238,31393
60,1757953,29299
61,1814841,29751
62,1796677,28978
63,1741609,27644
64,1732745,27074
65,1783726,27441
66,1785160,27047
67,1811965,27044
68,1829170,26899
69,1968527,28529
70,1885881,26941
71,1779819,25067
72,1823158,25321
73,1868065,25589
74,1746700,23604
75,1814205,24189
76,1861846,24497
77,1917242,24899
78,1801506,23096
79,1848910,23403
80,1822397,22779
81,1806769,22305
82,1757348,21431
83,1881127,22664
84,1767624,21043
85,1800377,21180
86,1815410,21109
87,1824186,20967
88,1991638,22632
89,1841346,20689
90,1810948,20121
91,1863087,20473
92,1792948,19488
93,1790241,19249
94,1864060,19830
95,1909187,20096
96,2018772,21028
97,1856846,19142
98,1834055,18714
99,1844891,18635
100,1903561,19035
101,1813371,17954
102,1832007,17960
103,1874815,18202
104,1806156,17366
105,1849740,17616
106,1923918,18150
107,1892231,17684
108,1806841,16730
109,1805104,16560
110,1901086,17282
111,1813271,16335
112,1868609,16684
113,1933238,17108
114,1837009,16114
115,1830166,15914
116,1882178,16225
117,1861308,15908
118,1796277,15222
119,1800310,15128
120,1835325,15294
121,1879798,15535
122,1839986,15081
123,1879466,15280
124,1865184,15041
125,1833833,14670
126,1822715,14465
127,1878787,14793
128,1933155,15102
129,1904086,14760
130,1903670,14643
131,1872230,14291
132,1854905,14052
133,1880864,14141
134,1848767,13796
135,1941636,14382
136,1835490,13496
137,1986929,14503
138,1876968,13601
139,1962430,14118
140,1852938,13235
141,1883988,13361
142,1829894,12886
143,1859210,13001
144,1790762,12435
145,1846286,12733
146,1827602,12517
147,1856053,12626
148,1868203,12622
149,1917557,12869
150,1879983,12533
151,1869844,12383
152,1835230,12073
153,1909384,12479
154,1891260,12280
155,1982024,12787
156,1929003,12365
157,1869280,11906
158,1945534,12313
159,1890507,11889
160,1983379,12396
161,1891883,11750
162,1877119,11587
163,1906214,11694
164,1847161,11263
165,1872674,11349
166,1859605,11202
167,1995356,11948
168,1876641,11170
169,2212207,13089
170,1899940,11176
171,1865526,10909
172,1872651,10887
173,1927276,11140
174,1981671,11388
175,1921289,10978
176,1916853,10891
177,1909631,10788
178,1966897,11049
179,1885100,10531
180,1897310,10540
181,1823140,10072
182,1898446,10431
183,1842036,10065
184,1944093,10565
185,1901425,10277
186,1838052,9882
187,1935990,10352
188,1948270,10363
189,1882122,9958
190,1918633,10098
191,1865052,9764
192,1962238,10219
193,1881819,9750
194,1933328,9965
195,1971246,10108
196,1860229,9490
197,1937678,9835
198,1943293,9814
199,1890289,9498
200,1865095,9325
201,1896666,9436
202,1990086,9851
203,1877212,9247
204,1883984,9235
205,1964201,9581
206,1907260,9258
207,1929069,9319
208,1919793,9229
209,1887011,9028
210,1924612,9164
211,1956361,9271
212,1862328,8784
213,1985223,9320
214,1862675,8704
215,1883005,8758
216,1862602,8623
217,2077567,9574
218,1844364,8460
219,1961077,8954
220,1860420,8456
221,1926272,8716
222,1900541,8560
223,1920625,8612
224,1885088,8415
225,1896268,8427
226,1892182,8372
227,1929078,8498
228,1947701,8542
229,1885199,8232
230,1996588,8680
231,1972736,8539
232,1950503,8407
233,1941460,8332
234,1972118,8427
235,1966254,8367
236,1904079,8068
237,1993020,8409
238,1903553,7998
239,1901551,7956
240,1910853,7961
241,1908253,7918
242,1894887,7830
243,2077767,8550
244,1899305,7784
245,2029076,8281
246,1903313,7737
247,1902462,7702
248,1920591,7744
249,1966192,7896
250,1961556,7846
251,1908418,7603
252,2214879,8789
253,1995557,7887
254,1933979,7614
255,1950852,7650
256,2042330,7977
257,1889552,7352
258,1921772,7448
259,1918250,7406
260,1869922,7192
261,1919421,7354
262,1936396,7390
263,1976842,7516
264,2923303,11073
265,1962549,7405
266,1911919,7187
267,1980969,7419
268,1914585,7143
269,1973179,7335
270,1964262,7275
271,1938229,7152
272,1959579,7204
273,1877292,6876
274,2052588,7491
275,1891498,6878
276,1925586,6976
277,1921770,6937
278,1944579,6994
279,1970923,7064
280,2060586,7359
281,1914587,6813
282,1916768,6797
283,2017360,7128
284,1884910,6637
285,1917469,6727
286,1959828,6852
287,1907164,6645
288,1920024,6666
289,1883422,6517
290,1924716,6636
291,1906230,6550
292,2005849,6869
293,1959709,6688
294,1926213,6551
295,2077725,7043
296,1899371,6416
297,1950725,6568
298,1943090,6520
299,1950906,6524
300,1923074,6410
