KB,Read Time (ns),Read Time / Number (ns)
1,15251,15251
2,11467,5733
3,16971,5657
4,11059,2764
5,12218,2443
6,12553,2092
7,13645,1949
8,12093,1511
9,104455,11606
10,14045,1404
11,14175,1288
12,13626,1135
13,16007,1231
14,16086,1149
15,15901,1060
16,15646,977
17,17604,1035
18,17620,978
19,17559,924
20,17127,856
21,18143,863
22,19227,873
23,18847,819
24,18594,774
25,20750,830
26,21027,808
27,20263,750
28,20791,742
29,21575,743
30,22412,747
31,21447,691
32,22748,710
33,23343,707
34,23421,688
35,23174,662
36,23865,662
37,25659,693
38,26037,685
39,26168,670
40,25194,629
41,27456,669
42,35920,855
43,26141,607
44,27165,617
45,28940,643
46,29194,634
47,28215,600
48,29429,613
49,30578,624
50,30004,600
51,28904,566
52,29243,562
53,32350,610
54,31982,592
55,40444,735
56,31840,568
57,43635,765
58,34546,595
59,32240,546
60,34732,578
61,47458,778
62,45940,740
63,33298,528
64,34369,537
65,37552,577
66,36406,551
67,44408,662
68,44575,655
69,38394,556
70,38208,545
71,38625,544
72,37189,516
73,39569,542
74,40038,541
75,48886,651
76,41493,545
77,41060,533
78,49843,639
79,42982,544
80,41987,524
81,42984,530
82,41431,505
83,44033,530
84,45654,543
85,45180,531
86,64294,747
87,55155,633
88,54001,613
89,47785,536
90,47102,523
91,48916,537
92,47351,514
93,49214,529
94,70821,753
95,48296,508
96,46562,485
97,47951,494
98,49496,505
99,54188,547
100,60808,608
101,50990,504
102,51482,504
103,54255,526
104,63026,606
105,52634,501
106,50682,478
107,63559,594
108,53126,491
109,64346,590
110,54822,498
111,56999,513
112,53453,477
113,71228,630
114,63905,560
115,62452,543
116,54511,469
117,66843,571
118,61167,518
119,68284,573
120,57383,478
121,67162,555
122,59386,486
123,59854,486
124,57540,464
125,60456,483
126,59393,471
127,61803,486
128,62241,486
129,65933,511
130,64352,495
131,67596,516
132,62521,473
133,77026,579
134,61238,457
135,78453,581
136,63929,470
137,67052,489
138,71082,515
139,71261,512
140,94183,672
141,66732,473
142,68245,480
143,68277,477
144,66509,461
145,76174,525
146,74511,510
147,82773,563
148,70820,478
149,77771,521
150,79517,530
151,73478,486
152,80631,530
153,77666,507
154,82046,532
155,70560,455
156,75375,483
157,84151,535
158,72975,461
159,80271,504
160,86405,540
161,75213,467
162,88342,545
163,89200,547
164,87044,530
165,92612,561
166,94463,569
167,75672,453
168,78187,465
169,91425,540
170,78450,461
171,84694,495
172,84145,489
173,79061,457
174,95477,548
175,82704,472
176,81076,460
177,79138,447
178,96163,540
179,85397,477
180,95387,529
181,91336,504
182,90597,497
183,92545,505
184,98960,537
185,84299,455
186,89942,483
187,94884,507
188,103881,552
189,97128,513
190,101418,533
191,100358,525
192,84922,442
193,99650,516
194,88228,454
195,90405,463
196,96823,493
197,97085,492
198,100224,506
199,96901,486
200,122432,612
201,88915,442
202,91939,455
203,97603,480
204,95685,469
205,106665,520
206,98049,475
207,87755,423
208,102428,492
209,97388,465
210,97138,462
211,90941,431
212,102257,482
213,106983,502
214,115842,541
215,112143,521
216,101173,468
217,113088,521
218,97775,448
219,110783,505
220,106516,484
221,109202,494
222,95605,430
223,106527,477
224,104796,467
225,107260,476
226,109411,484
227,113753,501
228,120745,529
229,115059,502
230,108067,469
231,170816,739
232,105742,455
233,119586,513
234,111527,476
235,119279,507
236,124607,527
237,102395,432
238,112071,470
239,113557,475
240,114910,478
241,119546,496
242,147495,609
243,115391,474
