KB,Read Time (ns),Read Time / Number (ns)
1,10694,10694
2,10629,5314
3,10677,3559
4,14702,3675
5,12393,2478
6,12216,2036
7,12217,1745
8,12441,1555
9,13583,1509
10,14485,1448
11,13656,1241
12,13927,1160
13,14861,1143
14,15274,1091
15,14827,988
16,15632,977
17,16645,979
18,16871,937
19,16383,862
20,17153,857
21,19382,922
22,18603,845
23,19355,841
24,19042,793
25,19740,789
26,19652,755
27,19966,739
28,19726,704
29,21576,744
30,21877,729
31,22031,710
32,21517,672
33,24069,729
34,23269,684
35,23341,666
36,24218,672
37,24658,666
38,33960,893
39,24883,638
40,25050,626
41,26945,657
42,26503,631
43,25875,601
44,27839,632
45,28377,630
46,27675,601
47,26987,574
48,28567,595
49,32077,654
50,31213,624
51,30206,592
52,31036,596
53,32102,605
54,31793,588
55,33486,608
56,31832,568
57,42394,743
58,41700,718
59,32907,557
60,31346,522
61,35440,580
62,34968,564
63,38181,606
64,34683,541
65,36733,565
66,33766,511
67,35176,525
68,37078,545
69,39142,567
70,37636,537
71,38867,547
72,42147,585
73,41367,566
74,39669,536
75,39549,527
76,49438,650
77,41686,541
78,42499,544
79,52686,666
80,50017,625
81,43192,533
82,41677,508
83,44234,532
84,42295,503
85,44773,526
86,52493,610
87,72520,833
88,59997,681
89,47144,529
90,47994,533
91,46164,507
92,54903,596
93,45507,489
94,49230,523
95,44683,470
96,48937,509
97,48589,500
98,59140,603
99,49814,503
100,48965,489
101,56582,560
102,55772,546
103,54479,528
104,60893,585
105,61259,583
106,53629,505
107,60023,560
108,51926,480
109,55726,511
110,55498,504
111,56753,511
112,53930,481
113,81591,722
114,75428,661
115,61582,535
116,56891,490
117,117736,1006
118,57494,487
119,60274,506
120,55109,459
121,58070,479
122,58924,482
123,60631,492
124,65870,531
125,73421,587
126,62287,494
127,63992,503
128,96316,752
129,71670,555
130,71338,548
131,82027,626
132,59684,452
133,65556,492
134,74824,558
135,72139,534
136,72272,531
137,91242,666
138,73093,529
139,66655,479
140,76216,544
141,66543,471
142,82089,578
143,76390,534
144,74736,519
145,72929,502
146,68058,466
147,67420,458
148,68144,460
149,149902,1006
150,79916,532
151,68453,453
152,74917,492
153,70036,457
154,72212,468
155,71436,460
156,70983,455
157,74794,476
158,83437,528
159,91167,573
160,78021,487
161,73889,458
162,82655,510
163,72793,446
164,76342,465
165,78634,476
166,74586,449
167,76011,455
168,76856,457
169,85512,505
170,80771,475
171,85106,497
172,80579,468
173,85127,492
174,100576,578
175,79906,456
176,82101,466
177,81549,460
178,90460,508
179,89381,499
180,87187,484
181,90682,501
182,81957,450
183,93490,510
184,94827,515
185,88545,478
186,101697,546
187,83506,446
188,98702,525
189,90529,478
190,91990,484
191,90742,475
192,86233,449
193,89121,461
194,89356,460
195,93138,477
196,87737,447
197,92460,469
198,99058,500
199,93394,469
200,109637,548
201,111857,556
202,96121,475
203,97455,480
204,97236,476
205,124076,605
206,106270,515
207,105856,511
208,99921,480
209,95379,456
210,100339,477
211,113252,536
212,92200,434
213,105043,493
214,108349,506
215,102039,474
216,98641,456
217,95618,440
218,98925,453
219,121581,555
220,101072,459
221,114569,518
222,106174,478
223,106342,476
224,104034,464
225,99537,442
226,102423,453
227,96878,426
228,97144,426
229,111505,486
230,99832,434
231,116620,504
232,102718,442
233,112360,482
234,113475,484
235,111500,474
236,106048,449
237,122144,515
238,107790,452
239,112751,471
240,108688,452
241,117296,486
242,105472,435
243,105131,432
244,138622,568
245,107260,437
246,109800,446
247,115782,468
248,106854,430
249,132543,532
250,108852,435
251,125969,501
252,116995,464
253,117168,463
254,114426,450
255,129216,506
256,117256,458
257,125369,487
258,127004,492
259,120026,463
260,112007,430
261,132755,508
262,129851,495
263,129169,491
264,112021,424
265,117972,445
266,122867,461
267,117484,440
268,124000,462
269,122157,454
270,127105,470
271,123407,455
272,138847,510
273,130261,477
274,128144,467
275,133584,485
276,142147,515
277,125836,454
278,127573,458
279,128948,462
280,129429,462
281,134567,478
282,137644,488
283,124016,438
284,133608,470
285,126634,444
286,139802,488
287,126938,442
288,124180,431
289,126982,439
290,133460,460
291,131789,452
292,139324,477
293,132594,452
294,137800,468
295,140581,476
296,127114,429
297,125319,421
298,140198,470
299,128527,429
300,130842,436
301,128428,426
302,139960,463
303,145655,480
304,142100,467
305,145910,478
306,131235,428
307,143698,468
308,142473,462
309,144435,467
310,144097,464
311,136997,440
312,136874,438
313,139480,445
314,141265,449
315,146716,465
316,156100,493
317,140039,441
318,146987,462
319,148605,465
320,156326,488
321,137296,427
322,146585,455
323,144297,446
324,139472,430
325,153769,473
326,154620,474
327,145371,444
328,153092,466
329,160808,488
330,153360,464
331,156441,472
332,164155,494
333,143182,429
334,151990,455
335,172677,515
336,166895,496
337,150306,446
338,144467,427
339,160252,472
340,148528,436
341,148982,436
342,152834,446
343,151156,440
344,161188,468
345,161259,467
346,156772,453
347,160124,461
348,188114,540
349,153405,439
350,174502,498
351,158035,450
352,162910,462
353,158316,448
354,162002,457
355,162481,457
356,226743,636
357,160710,450
358,156586,437
359,156746,436
360,163015,452
361,161300,446
362,154574,427
363,163280,449
364,165691,455
365,168008,460
366,176758,482
367,177051,482
368,190724,518
369,174324,472
370,151286,408
371,176784,476
372,163004,438
373,195388,523
374,164969,441
375,170581,454
376,158569,421
377,179029,474
378,174983,462
379,179433,473
380,166356,437
381,248510,652
382,169992,445
383,176644,461
384,171606,446
385,212024,550
386,180587,467
387,167542,432
388,182849,471
389,170589,438
390,178604,457
391,195278,499
392,183859,469
393,180992,460
394,185031,469
395,203632,515
396,174933,441
397,188825,475
398,201117,505
399,175841,440
400,172911,432
401,182095,454
402,179818,447
403,198322,492
404,190065,470
405,181690,448
406,185283,456
407,182621,448
408,187425,459
409,220228,538
410,193283,471
411,176805,430
412,189991,461
413,187063,452
414,191864,463
415,182312,439
416,205324,493
417,197910,474
418,181455,434
419,190536,454
420,194356,462
421,199476,473
422,198764,471
423,196085,463
424,246003,580
425,185786,437
426,180381,423
427,188733,441
428,214842,501
429,222281,518
430,192945,448
431,193562,449
432,201404,466
433,193732,447
434,203230,468
435,229211,526
436,207382,475
437,217957,498
438,201287,459
439,219118,499
440,222050,504
441,186386,422
442,203314,459
443,190121,429
444,201212,453
445,206694,464
446,185040,414
447,205841,460
448,239887,535
449,216156,481
450,214935,477
451,197139,437
452,307444,680
453,191529,422
454,211243,465
455,197236,433
456,197254,432
457,193899,424
458,215116,469
459,215140,468
460,242591,527
461,201500,437
462,191561,414
463,211267,456
464,245634,529
465,229420,493
466,206298,442
467,208002,445
468,273610,584
469,213504,455
470,208683,444
471,208695,443
472,218460,462
473,222131,469
474,222645,469
475,228636,481
476,213533,448
477,217981,456
478,194252,406
479,233339,487
480,222198,462
481,219134,455
482,208830,433
483,270275,559
484,239325,494
485,211058,435
486,218004,448
487,233628,479
488,259614,531
489,234922,480
490,247811,505
491,219221,446
492,222087,451
493,221859,450
494,226235,457
495,233764,472
496,217570,438
497,227210,457
498,225143,452
499,217688,436
500,322034,644
501,223006,445
502,241387,480
503,231608,460
504,277756,551
505,238642,472
506,238846,472
507,213645,421
508,226683,446
509,225876,443
510,243050,476
511,222130,434
512,286562,559
513,220511,429
514,239920,466
515,241953,469
516,222412,431
517,221396,428
518,222270,429
519,236839,456
520,297530,572
521,269014,516
522,228155,437
523,247899,473
524,255489,487
525,228104,434
526,228943,435
527,227857,432
528,250584,474
529,238507,450
530,220544,416
531,233998,440
532,279504,525
533,235363,441
534,260790,488
535,222233,415
536,246212,459
537,231979,431
538,246229,457
539,239049,443
540,230758,427
541,231044,427
542,236751,436
543,239336,440
544,318032,584
545,254642,467
546,247580,453
547,241102,440
548,275889,503
549,263242,479
550,243667,443
551,235276,426
552,235333,426
