KB,Read Time (ns),Read Time / Number (ns)
1,4694,4694
2,7773,3886
3,9803,3267
4,28281,7070
5,16150,3230
6,18585,3097
7,21174,3024
8,24539,3067
9,28273,3141
10,30538,3053
11,33007,3000
12,35954,2996
13,40546,3118
14,42636,3045
15,45766,3051
16,46789,2924
17,52710,3100
18,53670,2981
19,65862,3466
20,59281,2964
21,62945,2997
22,66793,3036
23,68748,2989
24,70974,2957
25,75818,3032
26,79781,3068
27,79046,2927
28,84163,3005
29,86829,2994
30,89258,2975
31,93719,3023
32,95129,2972
33,99344,3010
34,108922,3203
35,104418,2983
36,107559,2987
37,113599,3070
38,113704,2992
39,114613,2938
40,117178,2929
41,132597,3234
42,126382,3009
43,135375,3148
44,130473,2965
45,134700,2993
46,162802,3539
47,138008,2936
48,142853,2976
49,145797,2975
50,150479,3009
51,152229,2984
52,155450,2989
53,159798,3015
54,173087,3205
55,161977,2945
56,167875,2997
57,179290,3145
58,173305,2988
59,174135,2951
60,179307,2988
61,184030,3016
62,181840,2932
63,190843,3029
64,191123,2986
65,192346,2959
66,199925,3029
67,200095,2986
68,201307,2960
69,218283,3163
70,211691,3024
71,211363,2976
72,214203,2975
73,218936,2999
74,219326,2963
75,230858,3078
76,228069,3000
77,231557,3007
78,233506,2993
79,247475,3132
80,225594,2819
81,246381,3041
82,249908,3047
83,243101,2928
84,252089,3001
85,266851,3139
86,256384,2981
87,258524,2971
88,259807,2952
89,259085,2911
90,268860,2987
91,266300,2926
92,277601,3017
93,273628,2942
94,285782,3040
95,292474,3078
96,285526,2974
97,290848,2998
98,295049,3010
99,294075,2970
100,294318,2943
101,299650,2966
102,299888,2940
103,313523,3043
104,322036,3096
105,309851,2950
106,314561,2967
107,319995,2990
108,329328,3049
109,320432,2939
110,332099,3019
111,327158,2947
112,333923,2981
113,341152,3019
114,337717,2962
115,342959,2982
116,342249,2950
117,345657,2954
118,357106,3026
119,353385,2969
120,350267,2918
121,370105,3058
122,365971,2999
123,364456,2963
124,380756,3070
125,377018,3016
126,383294,3042
127,377935,2975
128,381355,2979
129,378149,2931
130,381918,2937
131,386678,2951
132,398088,3015
133,424881,3194
134,432809,3229
135,396504,2937
136,415129,3052
137,421872,3079
138,403822,2926
139,415247,2987
140,413924,2956
141,424274,3009
142,440462,3101
143,422450,2954
144,433235,3008
145,433144,2987
146,436929,2992
147,442872,3012
148,434891,2938
149,452539,3037
150,439783,2931
151,455601,3017
152,456544,3003
153,458791,2998
154,455675,2958
155,473090,3052
156,456268,2924
157,467716,2979
158,465061,2943
159,476323,2995
160,479846,2999
161,489479,3040
162,478707,2954
163,487802,2992
164,492480,3002
165,492226,2983
166,507102,3054
167,496234,2971
168,490528,2919
169,498698,2950
170,507457,2985
171,508929,2976
172,531388,3089
173,518551,2997
174,517405,2973
175,513718,2935
176,516817,2936
177,522181,2950
178,534222,3001
179,530359,2962
180,544298,3023
181,536491,2964
182,559747,3075
183,538516,2942
184,557521,3030
185,561200,3033
186,563115,3027
187,559707,2993
188,555858,2956
189,554323,2932
190,557635,2934
191,776181,4063
192,564007,2937
193,625720,3242
194,577314,2975
195,586487,3007
196,588417,3002
197,591044,3000
198,585360,2956
199,588719,2958
200,606351,3031
201,602784,2998
202,601764,2979
203,599951,2955
204,624829,3062
205,632303,3084
206,623383,3026
207,607534,2934
208,605284,2910
209,622693,2979
210,628044,2990
211,629248,2982
212,658009,3103
213,641725,3012
214,633572,2960
215,647623,3012
216,635482,2942
217,654405,3015
218,638153,2927
219,648567,2961
220,655310,2978
221,667276,3019
222,650287,2929
223,664668,2980
224,668908,2986
225,672458,2988
226,673815,2981
227,688428,3032
228,687954,3017
229,685657,2994
230,681338,2962
231,686945,2973
232,686848,2960
233,709377,3044
