KB,Read Time (ns),Read Time / Number (ns)
1,4853,4853
2,7222,3611
3,9360,3120
4,12229,3057
5,16382,3276
6,18834,3139
7,21452,3064
8,38620,4827
9,27686,3076
10,30345,3034
11,32851,2986
12,36506,3042
13,40770,3136
14,42247,3017
15,44292,2952
16,49310,3081
17,52212,3071
18,54228,3012
19,57253,3013
20,79288,3964
21,65122,3101
22,66444,3020
23,77916,3387
24,71281,2970
25,76600,3064
26,77327,2974
27,79991,2962
28,81977,2927
29,86726,2990
30,88407,2946
31,91066,2937
32,93623,2925
33,100423,3043
34,102913,3026
35,103244,2949
36,106172,2949
37,111442,3011
38,112046,2948
39,115980,2973
40,117342,2933
41,131379,3204
42,125407,2985
43,127140,2956
44,156686,3561
45,131660,2925
46,135917,2954
47,141592,3012
48,141895,2956
49,144777,2954
50,149083,2981
51,154675,3032
52,157791,3034
53,158391,2988
54,161688,2994
55,160224,2913
56,166076,2965
57,169270,2969
58,174356,3006
59,174127,2951
60,177991,2966
61,182371,2989
62,185272,2988
63,197087,3128
64,192019,3000
65,195119,3001
66,199414,3021
67,205054,3060
68,221842,3262
69,217781,3156
70,209739,2996
71,215828,3039
72,214840,2983
73,215983,2958
74,241115,3258
75,225758,3010
76,226491,2980
77,232775,3023
78,243108,3116
79,234888,2973
80,235173,2939
81,286791,3540
82,250505,3054
83,243077,2928
84,247148,2942
85,252498,2970
86,266482,3098
87,259696,2985
88,264377,3004
89,276324,3104
90,268486,2983
91,269273,2959
92,273226,2969
93,274751,2954
94,278554,2963
95,285475,3005
96,288622,3006
97,293242,3023
98,299452,3055
99,293250,2962
100,296436,2964
101,312948,3098
102,303204,2972
103,302110,2933
104,317523,3053
105,307710,2930
106,329498,3108
107,317636,2968
108,315089,2917
109,321346,2948
110,330560,3005
111,335194,3019
112,347585,3103
113,336652,2979
114,343299,3011
115,370781,3224
116,356314,3071
117,342118,2924
118,350100,2966
119,357770,3006
120,357495,2979
121,370444,3061
122,365285,2994
123,366801,2982
124,363123,2928
125,370725,2965
126,380696,3021
127,373806,2943
128,388978,3038
129,378688,2935
130,401366,3087
131,416924,3182
132,430119,3258
133,397868,2991
134,398586,2974
135,389407,2884
136,399790,2939
137,409643,2990
138,412408,2988
139,408072,2935
140,408538,2918
141,414510,2939
142,428321,3016
143,426957,2985
144,436358,3030
145,427569,2948
146,438720,3004
147,430936,2931
148,445986,3013
149,454676,3051
150,447959,2986
151,438742,2905
152,450338,2962
153,451205,2949
154,463984,3012
155,467443,3015
156,471255,3020
157,457019,2910
158,468813,2967
159,478537,3009
160,477336,2983
161,482840,2999
162,491926,3036
163,488534,2997
164,485681,2961
165,484677,2937
166,493871,2975
167,489411,2930
168,488836,2909
169,507194,3001
170,497255,2925
171,503559,2944
172,509661,2963
173,514035,2971
174,514074,2954
175,520944,2976
176,518009,2943
177,517111,2921
178,544515,3059
179,530567,2964
180,526337,2924
181,553854,3059
182,541510,2975
183,539792,2949
184,551285,2996
185,553383,2991
186,552809,2972
187,548931,2935
188,553478,2944
189,557725,2950
190,559294,2943
191,575354,3012
192,563612,2935
193,585407,3033
194,571153,2944
195,581289,2980
196,576758,2942
197,593765,3014
198,585530,2957
199,611671,3073
200,589599,2947
201,589402,2932
202,584847,2895
203,593267,2922
204,597087,2926
205,605313,2952
206,605022,2937
207,619801,2994
208,610321,2934
209,619816,2965
210,623184,2967
211,624926,2961
212,626401,2954
213,639250,3001
214,625877,2924
215,622249,2894
216,640779,2966
217,640135,2949
218,641401,2942
219,649892,2967
220,656892,2985
221,652298,2951
222,667357,3006
223,658800,2954
224,651821,2909
225,661364,2939
226,681003,3013
227,676877,2981
228,661432,2901
229,683926,2986
230,682440,2967
231,676532,2928
232,672898,2900
233,688484,2954
234,693871,2965
235,691434,2942
236,690364,2925
237,697048,2941
238,708107,2975
239,696927,2916
240,711080,2962
241,710355,2947
242,732763,3027
243,718363,2956
244,730655,2994
245,732423,2989
246,780282,3171
247,722911,2926
248,735249,2964
249,742628,2982
250,725214,2900
251,733558,2922
252,738328,2929
253,749017,2960
254,754346,2969
255,737317,2891
256,742330,2899
257,755602,2940
258,747734,2898
259,749726,2894
260,766860,2949
261,774762,2968
262,771723,2945
263,771238,2932
264,773697,2930
265,775815,2927
266,783884,2946
267,780143,2921
268,783366,2923
269,793041,2948
270,796811,2951
271,797536,2942
272,795573,2924
273,789825,2893
274,817814,2984
275,811480,2950
276,811457,2940
277,825412,2979
278,813089,2924
279,834074,2989
280,818903,2924
281,846577,3012
282,894326,3171
283,830035,2932
284,855393,3011
285,888703,3118
286,837675,2928
287,859595,2995
288,846646,2939
289,885139,3062
290,875630,3019
291,860572,2957
292,854466,2926
293,872320,2977
