B,Read Time (ns),Read Time / Number (ns)
1,170,170
2,165,82
3,145,48
4,178,44
5,156,31
6,159,26
7,166,23
8,175,21
9,162,18
10,168,16
11,204,18
12,197,16
13,189,14
14,196,14
15,193,12
16,184,11
17,181,10
18,217,12
19,195,10
20,181,9
21,183,8
22,212,9
23,208,9
24,228,9
25,200,8
26,204,7
27,208,7
28,209,7
29,210,7
30,202,6
31,225,7
32,216,6
33,221,6
34,230,6
35,236,6
36,229,6
37,219,5
38,234,6
39,251,6
40,245,6
41,222,5
42,241,5
43,262,6
44,257,5
45,244,5
46,241,5
47,240,5
48,237,4
49,256,5
50,255,5
51,274,5
52,282,5
53,293,5
54,286,5
55,262,4
56,286,5
57,297,5
58,285,4
59,280,4
60,276,4
61,308,5
62,264,4
63,282,4
64,300,4
65,273,4
66,295,4
67,313,4
68,325,4
69,309,4
70,306,4
71,309,4
72,329,4
73,317,4
74,332,4
75,326,4
76,318,4
77,319,4
78,335,4
79,344,4
80,315,3
81,351,4
82,353,4
83,319,3
84,355,4
85,341,4
86,343,3
87,336,3
88,355,4
89,368,4
90,361,4
91,395,4
92,370,4
93,360,3
94,386,4
95,362,3
96,384,4
97,386,3
98,398,4
99,395,3
100,370,3
101,384,3
102,381,3
103,385,3
104,393,3
105,394,3
106,407,3
107,396,3
108,407,3
109,404,3
110,431,3
111,415,3
112,405,3
113,413,3
114,403,3
115,417,3
116,486,4
117,442,3
118,410,3
119,431,3
120,468,3
121,408,3
122,448,3
123,415,3
124,434,3
125,449,3
126,452,3
127,448,3
128,442,3
129,446,3
130,437,3
131,475,3
132,462,3
133,458,3
134,457,3
135,448,3
136,504,3
137,470,3
138,468,3
139,473,3
140,482,3
141,500,3
142,482,3
143,516,3
144,487,3
145,490,3
146,520,3
147,505,3
148,511,3
149,531,3
150,502,3
151,496,3
152,518,3
153,512,3
154,522,3
155,526,3
156,500,3
157,523,3
158,504,3
159,549,3
160,563,3
161,545,3
162,521,3
163,526,3
164,820,5
165,608,3
166,622,3
167,595,3
168,561,3
169,570,3
170,508,2
171,543,3
172,553,3
173,551,3
174,570,3
175,562,3
176,568,3
177,582,3
178,554,3
179,837,4
180,928,5
181,673,3
182,673,3
183,609,3
184,585,3
185,614,3
186,582,3
187,585,3
188,594,3
189,606,3
190,603,3
191,590,3
192,601,3
193,597,3
194,620,3
195,599,3
196,611,3
197,621,3
198,660,3
199,618,3
200,642,3
201,637,3
202,671,3
203,631,3
204,637,3
205,662,3
206,630,3
207,694,3
208,644,3
209,649,3
210,686,3
211,678,3
212,679,3
213,659,3
214,655,3
215,683,3
216,698,3
217,643,2
218,647,2
219,702,3
220,674,3
221,673,3
222,692,3
223,681,3
224,677,3
225,684,3
226,675,2
227,704,3
228,685,3
229,717,3
230,701,3
231,711,3
232,699,3
233,724,3
234,695,2
235,692,2
236,785,3
237,686,2
238,729,3
239,708,2
240,763,3
241,719,2
242,703,2
243,700,2
244,679,2
245,747,3
246,746,3
247,725,2
248,753,3
249,741,2
250,748,2
251,781,3
252,749,2
253,764,3
254,761,2
255,739,2
256,742,2
257,774,3
258,777,3
259,812,3
260,803,3
261,773,2
262,775,2
263,804,3
264,765,2
265,768,2
266,742,2
267,763,2
268,761,2
269,791,2
270,796,2
271,791,2
272,798,2
273,804,2
274,800,2
275,821,2
276,881,3
