MB,Read Time (ns),Read Time / Number (ns)
1,3040925,3040925
2,6736669,3368334
3,9447505,3149168
4,12449997,3112499
5,15329752,3065950
6,18375434,3062572
7,21744135,3106305
8,24578541,3072317
9,27574598,3063844
10,30436782,3043678
11,33703571,3063961
12,36638658,3053221
13,39743700,3057207
14,42899304,3064236
15,45552407,3036827
16,48850766,3053172
17,51881129,3051831
18,55248049,3069336
19,58515932,3079785
20,61474489,3073724
21,64942543,3092502
22,67350692,3061395
23,70034332,3044970
24,73271777,3052990
25,76233268,3049330
26,80436446,3093709
27,83127706,3078803
28,85649234,3058901
29,89138036,3073725
30,91936932,3064564
31,95342361,3075560
32,99454609,3107956
33,101061848,3062480
34,104235201,3065741
35,108063689,3087533
36,111419130,3094975
37,113463091,3066570
38,116958905,3077865
39,119064863,3052945
40,123172778,3079319
41,127154175,3101321
42,128968955,3070689
43,132627840,3084368
44,136587659,3104264
45,139456289,3099028
46,141549170,3077155
47,149190603,3174268
48,146571738,3053577
49,150891034,3079408
50,153854904,3077098
51,156252021,3063765
52,158997140,3057637
53,162575547,3067463
54,165517375,3065136
55,168778314,3068696
56,176154125,3145609
57,174930682,3068959
58,176917009,3050293
59,180680947,3062388
60,183796329,3063272
61,187308422,3070629
62,190463289,3071988
63,192178534,3050452
64,196149695,3064838
65,198778353,3058128
66,202834935,3073256
67,206441240,3081212
68,210549291,3096313
69,211851298,3070308
70,219585050,3136929
71,217478545,3063078
72,220196803,3058288
73,224450373,3074662
74,226175834,3056430
75,230999879,3079998
76,232751545,3062520
77,237726315,3087354
78,238146145,3053155
79,242712121,3072305
80,244883577,3061044
81,249580804,3081244
82,252184698,3075423
83,253730430,3056993
84,256985574,3059352
85,261333449,3074511
86,263817736,3067648
87,270106615,3104673
88,268795209,3054491
89,273454363,3072520
90,276810688,3075674
91,280694141,3084551
92,283659816,3083258
93,284581832,3060019
94,288098642,3064879
95,290285264,3055634
96,295219025,3075198
97,299228483,3084829
98,300415732,3065466
99,304648284,3077255
100,306842168,3068421
101,307909004,3048604
102,313113720,3069742
103,318419521,3091451
104,319402075,3071173
105,324801035,3093343
106,326467008,3079877
107,333017450,3112312
108,330653475,3061606
109,332825820,3053447
110,332917442,3026522
111,340181131,3064694
112,346171483,3090816
113,345656570,3058907
114,348957175,3061027
115,351586638,3057275
116,356710925,3075094
117,358507090,3064163
118,360431591,3054505
119,366117124,3076614
120,370560020,3088000
121,370279463,3060160
122,374109052,3066467
123,378283344,3075474
124,378587496,3053124
125,382361510,3058892
126,384390388,3050717
127,389800395,3069294
128,400325577,3127543
