KB,Read Time (ns),Read Time / Number (ns)
1,4572,4572
2,7258,3629
3,9769,3256
4,11980,2995
5,16793,3358
6,18576,3096
7,21152,3021
8,24603,3075
9,28989,3221
10,30278,3027
11,43345,3940
12,36270,3022
13,41023,3155
14,42193,3013
15,43819,2921
16,47151,2946
17,50764,2986
18,53115,2950
19,55714,2932
20,58124,2906
21,69742,3321
22,65029,2955
23,67099,2917
24,71088,2962
25,75235,3009
26,76685,2949
27,78973,2924
28,81641,2915
29,92661,3195
30,88934,2964
31,90584,2922
32,94161,2942
33,97326,2949
34,93145,2739
35,103927,2969
36,104756,2909
37,110612,2989
38,112440,2958
39,113374,2907
40,116391,2909
41,122237,2981
42,124249,2958
43,126620,2944
44,131543,2989
45,132007,2933
46,136494,2967
47,146638,3119
48,140870,2934
49,144243,2943
50,145515,2910
51,148538,2912
52,152908,2940
53,157628,2974
54,160630,2974
55,163187,2967
56,163980,2928
57,170490,2991
58,172572,2975
59,173500,2940
60,176126,2935
61,181809,2980
62,180926,2918
63,182078,2890
64,187157,2924
65,193743,2980
66,194594,2948
67,205393,3065
68,197865,2909
69,202121,2929
70,204917,2927
71,209549,2951
72,212960,2957
73,220943,3026
74,221284,2990
75,221655,2955
76,230811,3036
77,224639,2917
78,232508,2980
79,232842,2947
80,288270,3603
81,245780,3034
82,245793,2997
83,242745,2924
84,250910,2987
85,247858,2915
86,257382,2992
87,258291,2968
88,255459,2902
89,335733,3772
90,262532,2917
91,265052,2912
92,273556,2973
93,278787,2997
94,280372,2982
95,286416,3014
96,279697,2913
97,284772,2935
98,290842,2967
99,301304,3043
100,293486,2934
101,293894,2909
102,294125,2883
103,316673,3074
104,301258,2896
105,306193,2916
106,310047,2924
107,327440,3060
108,322097,2982
109,316296,2901
110,326001,2963
111,341233,3074
112,325447,2905
113,326097,2885
114,340843,2989
115,335571,2918
116,339575,2927
117,347837,2972
118,348716,2955
119,344575,2895
120,356037,2966
121,363022,3000
122,359425,2946
123,358482,2914
