MB,Read Time (ns),Read Time / Number (ns)
1,3685700,3685700
2,6093325,3046662
3,9852834,3284278
4,12771554,3192888
5,15470986,3094197
6,18424107,3070684
7,21253989,3036284
8,27495592,3436949
9,28588186,3176465
10,30604696,3060469
11,34111524,3101047
12,36919000,3076583
13,40160787,3089291
14,43395316,3099665
15,45855434,3057028
16,48693353,3043334
17,52863022,3109589
18,55244212,3069122
19,58190400,3062652
20,61210729,3060536
21,64446506,3068881
22,67015049,3046138
23,70656424,3072018
24,74682366,3111765
25,77073382,3082935
26,79550539,3059636
27,82939091,3071818
28,85503629,3053701
29,88372421,3047324
30,92770400,3092346
31,94941101,3062616
32,102375613,3199237
33,101621542,3079440
34,104027396,3059629
35,107129552,3060844
36,109977069,3054918
37,118604934,3205538
38,116359083,3062081
39,120658056,3093796
40,122526267,3063156
41,125249060,3054855
42,128427304,3057792
43,133540926,3105602
44,134793482,3063488
45,137495136,3055447
46,141938909,3085628
47,143696380,3057369
48,151507237,3156400
49,152407404,3110355
50,153087556,3061751
51,156237038,3063471
52,159315215,3063754
53,161957498,3055801
54,169748148,3143484
55,169384084,3079710
56,171390809,3060550
57,175231796,3074242
58,177777824,3065134
59,181568825,3077437
60,184851597,3080859
61,187316577,3070763
62,193117603,3114800
63,194902969,3093697
64,196616948,3072139
65,198907719,3060118
66,203604908,3084922
67,205694273,3070063
68,208811461,3070756
69,211525178,3065582
70,214814485,3068778
71,215919296,3041116
72,220564194,3063391
73,225062269,3083044
74,226895967,3066161
75,231180926,3082412
76,233322553,3070033
77,237046539,3078526
78,238500494,3057698
79,242686590,3071982
80,244543295,3056791
81,248381993,3066444
82,251758944,3070231
83,256827898,3094312
84,259353283,3087539
85,260353137,3062978
86,264517113,3075780
87,266016751,3057663
88,270063831,3068907
89,273354127,3071394
90,276857835,3076198
91,278408144,3059430
92,284281954,3090021
93,285304486,3067790
94,288077297,3064652
95,291703460,3070562
96,299755911,3122457
97,297261617,3064552
98,303548905,3097437
99,301427855,3044725
100,308468238,3084682
101,308127922,3050771
102,313669063,3075186
103,316268489,3070567
104,323061687,3106362
105,321796788,3064731
106,325654414,3072211
107,328379543,3068967
108,331773651,3071978
109,332405193,3049588
110,337550148,3068637
111,338603903,3050485
112,343541696,3067336
113,346986964,3070681
114,347856731,3051374
115,351315138,3054914
116,356569738,3073877
117,363009595,3102646
118,360907987,3058542
119,365925397,3075003
120,367847130,3065392
121,372259355,3076523
122,374043893,3065933
123,377136111,3066147
124,381444948,3076168
125,381709630,3053677
126,387362379,3074304
127,389268971,3065110
128,391506799,3058646
