B,Read Time (ns),Read Time / Number (ns)
1,176,176
2,161,80
3,148,49
4,169,42
5,166,33
6,171,28
7,158,22
8,167,20
9,161,17
10,164,16
11,164,14
12,171,14
13,184,14
14,172,12
15,190,12
16,203,12
17,196,11
18,204,11
19,185,9
20,188,9
21,204,9
22,195,8
23,250,10
24,205,8
25,209,8
26,202,7
27,191,7
28,207,7
29,216,7
30,217,7
31,206,6
32,209,6
33,210,6
34,236,6
35,235,6
36,231,6
37,215,5
38,247,6
39,233,5
40,247,6
41,230,5
42,266,6
43,238,5
44,270,6
45,244,5
46,257,5
47,246,5
48,288,6
49,311,6
50,247,4
51,284,5
52,251,4
53,263,4
54,293,5
55,279,5
56,288,5
57,269,4
58,290,5
59,2448,41
60,321,5
61,381,6
62,384,6
63,314,4
64,278,4
65,322,4
66,304,4
67,313,4
68,315,4
69,288,4
70,303,4
71,300,4
72,337,4
73,290,3
74,326,4
75,308,4
76,316,4
77,334,4
78,327,4
79,347,4
80,369,4
81,354,4
82,363,4
83,340,4
84,373,4
85,371,4
86,336,3
87,341,3
88,353,4
89,349,3
90,368,4
91,346,3
92,365,3
93,362,3
94,377,4
95,388,4
96,377,3
97,393,4
98,391,3
99,379,3
100,388,3
101,398,3
102,371,3
103,381,3
104,385,3
105,405,3
106,390,3
107,396,3
108,394,3
109,420,3
110,408,3
111,387,3
112,394,3
113,402,3
114,412,3
115,434,3
116,408,3
117,403,3
118,406,3
119,441,3
120,444,3
121,424,3
122,417,3
123,424,3
124,439,3
125,438,3
126,461,3
127,708,5
128,442,3
129,430,3
130,468,3
131,474,3
132,442,3
133,473,3
134,457,3
135,485,3
136,490,3
137,476,3
138,474,3
139,461,3
140,465,3
141,494,3
142,494,3
143,481,3
144,482,3
145,520,3
146,504,3
147,475,3
148,508,3
149,512,3
150,520,3
151,518,3
152,520,3
153,494,3
154,492,3
155,524,3
156,562,3
157,559,3
158,537,3
159,518,3
160,547,3
161,550,3
162,546,3
163,536,3
164,535,3
165,551,3
166,531,3
167,522,3
168,534,3
169,566,3
170,553,3
171,578,3
172,556,3
173,566,3
174,584,3
175,573,3
176,577,3
177,588,3
178,579,3
179,605,3
180,589,3
181,595,3
182,566,3
183,578,3
184,588,3
185,594,3
186,584,3
187,594,3
188,581,3
189,608,3
190,611,3
191,601,3
192,665,3
193,595,3
194,619,3
195,616,3
196,583,2
197,620,3
198,610,3
199,627,3
200,633,3
201,633,3
202,699,3
203,641,3
204,636,3
205,625,3
206,619,3
207,662,3
208,644,3
209,715,3
210,656,3
211,657,3
212,667,3
213,629,2
214,638,2
215,721,3
216,688,3
217,654,3
218,662,3
219,670,3
220,649,2
221,674,3
222,679,3
223,692,3
224,729,3
225,661,2
226,693,3
227,684,3
228,673,2
229,696,3
230,728,3
231,704,3
232,702,3
233,763,3
234,740,3
235,693,2
