MB,Read Time (ns),Read Time / Number (ns)
1,3044549,3044549
2,6733279,3366639
3,9474730,3158243
4,12235116,3058779
5,15322820,3064564
6,18489903,3081650
7,21437033,3062433
8,25113247,3139155
9,27775557,3086173
10,30520021,3052002
11,33691388,3062853
12,36465343,3038778
13,39827951,3063688
14,42563439,3040245
15,46114585,3074305
16,48664444,3041527
17,51796737,3046866
18,55361647,3075647
19,59075507,3109237
20,61461129,3073056
21,64101351,3052445
22,67593244,3072420
23,70568406,3068191
24,73445246,3060218
25,77314839,3092593
26,79865141,3071736
27,83221621,3082282
28,85608527,3057447
29,88735111,3059831
30,92064949,3068831
31,95926887,3094415
32,98134742,3066710
33,101683632,3081322
34,103430063,3042060
35,106649423,3047126
36,110379987,3066110
37,112396655,3037747
38,116664064,3070106
39,120110158,3079747
40,123662266,3091556
41,125020998,3049292
42,128828656,3067348
43,131118282,3049262
44,140374339,3190325
45,137721760,3060483
46,141290079,3071523
47,144098930,3065934
48,150823820,3142162
49,150363800,3068648
50,152985236,3059704
51,155870904,3056292
52,159612164,3069464
53,162791312,3071534
54,165167042,3058648
55,170794442,3105353
56,176291226,3148057
57,173913700,3051117
58,177419687,3058960
59,180354971,3056863
60,184381668,3073027
61,186216700,3052732
62,189831465,3061797
63,192685052,3058492
64,196311089,3067360
65,198752052,3057723
66,204225025,3094318
67,205512668,3067353
68,207514205,3051679
69,211385430,3063556
70,213761104,3053730
71,218297394,3074611
72,219174528,3044090
73,223997844,3068463
74,225660239,3049462
75,233786204,3117149
76,232697987,3061815
77,237357157,3082560
78,240680317,3085645
79,242288274,3066940
80,244047111,3050588
81,249339158,3078261
82,251873906,3071633
83,255104099,3073543
84,261198028,3109500
85,262564578,3088995
86,263264792,3061218
87,267540674,3075180
88,278469821,3164429
89,272169852,3058088
90,280014572,3111273
91,278998054,3065912
92,283048881,3076618
93,284569819,3059890
94,291058315,3096365
95,290853633,3061617
96,295434623,3077443
97,297764383,3069735
98,298559728,3046527
99,303093106,3061546
100,305917543,3059175
101,308555579,3055005
102,312402283,3062767
103,315476256,3062876
104,316622760,3044449
105,323959388,3085327
106,322853350,3045786
107,331309001,3096345
108,333655074,3089398
109,335128668,3074574
110,339031478,3082104
111,340393575,3066608
112,343793296,3069583
113,344507322,3048737
114,347856428,3051372
115,352233084,3062896
116,354345120,3054699
117,357054141,3051744
118,361614340,3064528
119,365129874,3068318
120,366089371,3050744
121,369208174,3051307
122,377067483,3090717
123,381571162,3102204
124,379817420,3063043
125,386208569,3089668
126,386350026,3066270
127,389750533,3068901
128,396455848,3097311
