B,Read Time (ns),Read Time / Number (ns)
1,179,179
2,164,82
3,152,50
4,165,41
5,166,33
6,169,28
7,155,22
8,171,21
9,159,17
10,167,16
11,169,15
12,182,15
13,179,13
14,174,12
15,184,12
16,175,10
17,179,10
18,190,10
19,177,9
20,191,9
21,207,9
22,196,8
23,202,8
24,213,8
25,210,8
26,237,9
27,218,8
28,230,8
29,215,7
30,215,7
31,225,7
32,216,6
33,229,6
34,242,7
35,217,6
36,226,6
37,234,6
38,232,6
39,231,5
40,247,6
41,252,6
42,244,5
43,238,5
44,244,5
45,246,5
46,261,5
47,259,5
48,272,5
49,272,5
50,253,5
51,296,5
52,277,5
53,274,5
54,289,5
55,274,4
56,278,4
57,285,5
58,288,4
59,282,4
60,278,4
61,280,4
62,307,4
63,320,5
64,297,4
65,298,4
66,295,4
67,302,4
68,322,4
69,307,4
70,309,4
71,301,4
72,324,4
73,308,4
74,309,4
75,330,4
76,321,4
77,313,4
78,347,4
79,316,4
80,309,3
81,336,4
82,333,4
83,332,4
84,350,4
85,354,4
86,347,4
87,363,4
88,364,4
89,361,4
90,369,4
91,350,3
92,345,3
93,369,3
94,370,3
95,371,3
96,354,3
97,401,4
98,392,4
99,391,3
100,373,3
101,384,3
102,397,3
103,414,4
104,391,3
105,379,3
106,412,3
107,380,3
108,398,3
109,409,3
110,415,3
111,407,3
112,407,3
113,416,3
114,421,3
115,432,3
116,422,3
117,418,3
118,440,3
119,437,3
120,426,3
121,417,3
122,439,3
123,467,3
124,448,3
125,451,3
126,445,3
127,447,3
128,445,3
129,459,3
130,466,3
131,532,4
132,451,3
133,467,3
134,472,3
135,455,3
136,490,3
137,478,3
138,496,3
139,456,3
140,494,3
141,476,3
142,504,3
143,464,3
144,509,3
145,480,3
146,499,3
147,477,3
148,494,3
149,511,3
150,500,3
151,508,3
152,546,3
153,501,3
154,481,3
155,511,3
156,506,3
157,528,3
158,535,3
159,540,3
160,522,3
161,591,3
162,515,3
163,533,3
164,522,3
165,562,3
166,574,3
167,541,3
168,535,3
169,531,3
170,566,3
171,513,3
172,545,3
173,558,3
174,559,3
175,555,3
176,588,3
177,588,3
178,581,3
179,586,3
180,563,3
181,569,3
182,578,3
183,548,2
184,596,3
185,559,3
186,587,3
187,573,3
188,601,3
189,620,3
190,598,3
191,603,3
192,636,3
193,648,3
194,572,2
195,608,3
196,612,3
197,662,3
198,612,3
199,607,3
200,635,3
201,567,2
202,622,3
203,671,3
204,625,3
205,648,3
206,631,3
207,635,3
208,659,3
209,660,3
210,674,3
211,662,3
212,663,3
213,661,3
214,671,3
215,705,3
216,640,2
217,707,3
218,660,3
219,666,3
220,684,3
221,654,2
222,651,2
223,737,3
224,655,2
225,688,3
226,687,3
227,677,2
228,748,3
229,682,2
230,691,3
231,756,3
232,699,3
233,699,3
234,725,3
235,728,3
236,671,2
237,704,2
238,695,2
239,732,3
240,743,3
241,727,3
242,706,2
243,724,2
244,741,3
245,723,2
246,722,2
247,746,3
248,741,2
249,783,3
250,796,3
251,772,3
252,718,2
253,764,3
254,777,3
255,757,2
256,829,3
257,738,2
258,760,2
259,816,3
260,770,2
261,784,3
262,778,2
263,781,2
264,780,2
265,777,2
266,766,2
267,829,3
268,798,2
269,863,3
270,855,3
271,817,3
272,781,2
273,794,2
274,800,2
275,810,2
276,827,2
277,803,2
278,824,2
279,815,2
280,776,2
281,824,2
282,819,2
283,870,3
284,824,2
285,897,3
286,846,2
287,829,2
288,849,2
289,850,2
290,819,2
291,864,2
292,848,2
293,843,2
294,838,2
295,856,2
296,835,2
297,915,3
298,914,3
299,880,2
300,886,2
301,859,2
302,901,2
303,862,2
304,915,3
305,902,2
306,874,2
307,875,2
308,874,2
309,907,2
310,863,2
311,913,2
312,944,3
313,901,2
314,880,2
315,949,3
316,941,2
317,913,2
318,893,2
319,886,2
320,924,2
321,986,3
322,911,2
323,925,2
324,910,2
325,884,2
326,994,3
327,939,2
328,925,2
329,928,2
330,904,2
331,964,2
332,930,2
333,972,2
334,1022,3
335,986,2
336,982,2
337,943,2
338,988,2
339,970,2
340,920,2
341,959,2
342,970,2
343,966,2
344,958,2
345,976,2
346,993,2
347,959,2
348,1027,2
349,984,2
350,1028,2
351,976,2
352,991,2
353,1041,2
354,998,2
355,988,2
356,1005,2
357,1021,2
358,1026,2
359,1033,2
360,1017,2
361,1027,2
362,990,2
363,1030,2
364,1001,2
365,1023,2
366,998,2
367,1044,2
368,1030,2
369,999,2
370,1027,2
371,1104,2
372,1053,2
373,1083,2
374,1043,2
375,1018,2
376,1116,2
377,1071,2
378,1043,2
379,1087,2
380,1059,2
381,1089,2
382,1097,2
383,1030,2
384,1052,2
385,1067,2
386,1101,2
387,1053,2
388,1079,2
389,1137,2
390,1068,2
391,1085,2
392,1086,2
393,1042,2
394,1075,2
395,1061,2
396,1125,2
397,1120,2
398,1142,2
399,1115,2
400,1148,2
401,1140,2
402,1087,2
403,1174,2
404,1124,2
405,1124,2
406,1138,2
407,1160,2
408,1080,2
409,1140,2
410,1085,2
411,1123,2
412,1130,2
413,1145,2
414,1159,2
415,1119,2
416,1149,2
417,1168,2
418,1142,2
419,1126,2
420,1134,2
421,1165,2
422,1148,2
423,1149,2
424,1171,2
425,1181,2
426,1189,2
427,1177,2
428,1123,2
429,1205,2
430,1184,2
431,1151,2
432,1225,2
433,1144,2
434,1166,2
435,1192,2
436,1147,2
437,1238,2
438,1404,3
439,1403,3
440,1248,2
441,1183,2
442,1233,2
443,1228,2
444,1265,2
445,1214,2
446,1201,2
447,1188,2
448,1260,2
449,1294,2
450,1205,2
451,1251,2
452,1243,2
453,1231,2
454,1228,2
455,1245,2
456,1220,2
457,1212,2
458,1310,2
459,1238,2
460,1214,2
461,1297,2
462,1251,2
463,1306,2
464,1268,2
465,1208,2
466,1292,2
467,1245,2
468,1233,2
469,1236,2
470,1290,2
471,1253,2
472,1316,2
473,1290,2
474,1279,2
475,1269,2
476,1281,2
477,1290,2
478,1375,2
479,1261,2
480,1305,2
481,1300,2
482,1284,2
483,1338,2
484,1285,2
485,1276,2
486,1345,2
487,1340,2
488,1323,2
489,1338,2
490,1339,2
491,1370,2
492,1344,2
493,1318,2
494,1348,2
495,1319,2
496,1327,2
497,1277,2
498,1390,2
499,1354,2
500,1349,2
501,1309,2
502,1335,2
503,1346,2
504,1330,2
505,1343,2
506,1422,2
507,1388,2
508,1335,2
509,1369,2
510,1366,2
511,1324,2
512,1382,2
513,1392,2
514,1445,2
515,2099,4
516,1398,2
517,1423,2
518,1368,2
519,1428,2
520,1474,2
521,1341,2
522,1486,2
523,1381,2
524,1395,2
525,1430,2
526,1372,2
527,1415,2
528,1437,2
529,1443,2
530,1411,2
531,1467,2
532,1533,2
533,1447,2
534,1435,2
535,1429,2
536,1366,2
537,1470,2
538,1448,2
539,1381,2
540,1453,2
541,1433,2
542,1473,2
543,1483,2
544,1507,2
545,1461,2
546,1496,2
547,1476,2
548,1505,2
549,1432,2
550,1535,2
551,1445,2
552,1397,2
553,1495,2
554,1475,2
555,1464,2
556,1453,2
557,1434,2
558,1468,2
559,1461,2
560,1539,2
561,1468,2
562,1532,2
563,1484,2
564,1417,2
565,1491,2
566,1496,2
567,1506,2
568,1474,2
569,1518,2
570,1581,2
571,1566,2
572,1529,2
573,1467,2
574,1575,2
575,1451,2
576,1577,2
577,1520,2
578,1586,2
579,1572,2
580,1519,2
581,1583,2
