KB,Read Time (ns),Read Time / Number (ns)
1,4916,4916
2,7052,3526
3,9761,3253
4,11995,2998
5,22607,4521
6,18718,3119
7,21845,3120
8,23396,2924
9,27843,3093
10,30660,3066
11,34327,3120
12,35252,2937
13,40847,3142
14,42217,3015
15,45523,3034
16,47982,2998
17,51478,3028
18,53692,2982
19,55844,2939
20,59803,2990
21,64426,3067
22,106138,4824
23,79293,3447
24,72228,3009
25,76866,3074
26,77298,2973
27,82458,3054
28,83739,2990
29,86106,2969
30,89878,2995
31,91734,2959
32,96905,3028
33,98776,2993
34,100545,2957
35,105197,3005
36,118039,3278
37,109851,2968
38,111538,2935
39,114414,2933
40,117161,2929
41,123459,3011
42,125420,2986
43,125487,2918
44,131400,2986
45,133506,2966
46,136904,2976
47,141051,3001
48,142010,2958
49,145329,2965
50,147740,2954
51,149699,2935
52,151821,2919
53,158438,2989
54,161513,2990
55,164639,2993
56,164706,2941
57,170127,2984
58,167338,2885
59,175239,2970
60,184772,3079
61,182463,2991
62,187842,3029
63,182971,2904
64,186051,2907
65,200968,3091
66,194894,2952
67,201057,3000
68,201988,2970
69,203651,2951
70,210488,3006
71,221445,3118
72,214516,2979
73,226989,3109
74,225743,3050
75,241196,3215
76,229909,3025
77,230820,2997
78,230566,2955
79,230239,2914
80,241390,3017
81,242340,2991
82,243628,2971
83,250832,3022
84,252604,3007
85,256326,3015
86,254440,2958
87,261012,3000
88,273913,3112
89,270075,3034
90,271489,3016
91,271506,2983
92,270053,2935
93,276333,2971
94,278784,2965
95,280321,2950
96,287453,2994
97,316770,3265
98,289794,2957
99,300592,3036
100,331988,3319
101,332665,3293
102,307503,3014
103,307556,2985
104,310296,2983
105,319147,3039
106,325249,3068
107,329087,3075
108,321555,2977
109,331766,3043
110,326148,2964
111,327037,2946
112,332473,2968
113,331380,2932
114,343289,3011
115,343111,2983
116,342771,2954
117,358649,3065
118,346577,2937
119,353984,2974
120,391404,3261
121,358129,2959
122,371925,3048
123,364163,2960
124,367724,2965
125,403681,3229
126,387712,3077
127,381800,3006
128,387845,3030
129,399410,3096
130,382020,2938
131,382531,2920
132,391705,2967
133,400766,3013
134,397456,2966
135,398793,2954
136,391928,2881
137,393693,2873
138,429040,3108
139,420794,3027
140,414689,2962
141,430841,3055
142,448713,3159
143,415940,2908
144,426873,2964
145,423343,2919
146,438667,3004
147,442842,3012
148,445377,3009
149,450559,3023
150,446323,2975
151,444635,2944
152,451320,2969
153,455496,2977
154,464501,3016
155,459373,2963
156,474788,3043
157,473195,3013
158,468893,2967
159,481890,3030
160,472227,2951
161,481073,2988
162,477623,2948
163,486682,2985
164,498872,3041
165,485477,2942
166,499895,3011
167,493692,2956
168,502992,2994
169,514544,3044
170,509671,2998
171,517378,3025
172,508336,2955
173,511728,2957
174,510739,2935
175,508322,2904
176,524024,2977
177,531809,3004
178,521933,2932
179,532154,2972
180,545347,3029
181,534152,2951
182,546486,3002
183,540162,2951
184,540578,2937
185,550640,2976
186,551205,2963
187,540130,2888
188,553383,2943
189,562855,2978
190,572047,3010
191,572982,2999
192,574110,2990
193,570213,2954
194,565007,2912
195,582678,2988
196,596567,3043
197,581183,2950
198,594506,3002
199,590670,2968
200,602811,3014
201,598039,2975
202,595446,2947
203,607894,2994
204,595211,2917
205,623319,3040
206,624666,3032
207,607468,2934
208,620593,2983
209,623605,2983
210,619777,2951
211,621603,2945
212,645570,3045
213,631914,2966
214,638204,2982
215,636212,2959
216,656821,3040
217,647388,2983
218,651800,2989
219,645497,2947
220,685484,3115
221,655287,2965
222,651501,2934
223,663136,2973
224,684268,3054
225,657406,2921
226,673455,2979
227,680542,2997
228,672595,2949
229,685826,2994
230,701957,3051
231,683614,2959
232,694642,2994
233,694495,2980
234,695547,2972
235,705407,3001
236,703281,2980
237,713259,3009
238,711449,2989
239,717998,3004
240,714089,2975
241,718156,2979
242,723553,2989
243,724267,2980
244,724636,2969
245,735474,3001
246,726025,2951
247,740274,2997
248,749051,3020
249,735313,2953
250,762750,3051
251,754489,3005
252,747216,2965
253,752485,2974
254,776985,3058
255,765853,3003
256,790276,3087
257,759571,2955
258,756961,2933
259,770420,2974
260,770661,2964
261,772820,2960
262,789621,3013
263,783612,2979
264,784319,2970
265,798078,3011
266,802115,3015
267,795846,2980
268,799120,2981
269,793450,2949
270,802578,2972
271,835524,3083
272,824367,3030
273,815357,2986
274,830190,3029
