MB,Read Time (ns),Read Time / Number (ns)
1,3040462,3040462
2,6406741,3203370
3,10622685,3540895
4,12171293,3042823
5,15489048,3097809
6,18454397,3075732
7,21693621,3099088
8,24623302,3077912
9,27456376,3050708
10,30705370,3070537
11,33653889,3059444
12,36694163,3057846
13,39762339,3058641
14,42761885,3054420
15,45950303,3063353
16,49278544,3079909
17,52946730,3114513
18,54941444,3052302
19,58338282,3070435
20,61253454,3062672
21,64391651,3066269
22,67784218,3081100
23,70307421,3056844
24,73561231,3065051
25,77273435,3090937
26,80425111,3093273
27,82546053,3057261
28,85714151,3061219
29,88819227,3062731
30,92698431,3089947
31,95500451,3080659
32,98039709,3063740
33,100463547,3044349
34,106379839,3128818
35,107916549,3083329
36,110316860,3064357
37,112443624,3039016
38,116931846,3077153
39,120398345,3087137
40,122838736,3070968
41,125459813,3059995
42,129111849,3074091
43,132077149,3071561
44,134831396,3064349
45,137798642,3062192
46,141751184,3081547
47,150552140,3203237
48,146161008,3045021
49,149887575,3058930
50,153542919,3070858
51,156200098,3062747
52,158671796,3051380
53,163985410,3094064
54,165207903,3059405
55,168324266,3060441
56,172916057,3087786
57,174540055,3062106
58,177942186,3067968
59,181855083,3082289
60,183496741,3058279
61,187768761,3078176
62,190273250,3068923
63,193194716,3066582
64,196749457,3074210
65,198112444,3047883
66,202537201,3068745
67,206450490,3081350
68,209140852,3075600
69,212441092,3078856
70,215210059,3074429
71,217799543,3067599
72,220404799,3061177
73,223678796,3064093
74,225944241,3053300
75,229744165,3063255
76,232292015,3056473
77,236397158,3070092
78,237322043,3042590
79,242311656,3067236
80,243327843,3041598
81,247894943,3060431
82,250825045,3058842
83,253481867,3053998
84,257364205,3063859
85,262322224,3086143
86,264982486,3081191
87,270648385,3110900
88,268082813,3046395
89,272848016,3065708
90,279966870,3110743
91,279099310,3067025
92,285764101,3106131
93,284445301,3058551
94,288980122,3074256
95,292400242,3077897
96,292438013,3046229
97,297085739,3062739
98,299096729,3052007
99,306725255,3098234
100,306048789,3060487
101,307229745,3041878
102,311868550,3057534
103,316600419,3073790
104,318408279,3061618
105,325688447,3101794
106,325489701,3070657
107,326100876,3047671
108,328939978,3045740
109,332679108,3052101
110,337696519,3069968
111,339370628,3057393
112,343770337,3069378
113,345053566,3053571
114,349101831,3062296
115,352200858,3062616
116,355345330,3063321
117,358880840,3067357
118,360444171,3054611
119,363939963,3058319
120,365717196,3047643
121,370246459,3059888
122,374872318,3072723
123,378795234,3079636
124,381105684,3073432
125,383530023,3068240
126,385166511,3056877
127,391818993,3085188
128,395132894,3086975
