MB,Read Time (ns),Read Time / Number (ns)
1,3029068,3029068
2,6742672,3371336
3,9164053,3054684
4,12285153,3071288
5,15426172,3085234
6,18444106,3074017
7,21946251,3135178
8,24384865,3048108
9,27407885,3045320
10,30526494,3052649
11,33912327,3082938
12,36724689,3060390
13,39776422,3059724
14,42789809,3056414
15,46198820,3079921
16,49700990,3106311
17,52581573,3093033
18,55078025,3059890
19,58070326,3056332
20,60967402,3048370
21,64311801,3062466
22,67421992,3064636
23,70730055,3075219
24,73967647,3081985
25,76430835,3057233
26,79072213,3041238
27,82392239,3051564
28,86114687,3075524
29,89864371,3098771
30,92991090,3099703
31,94601393,3051657
32,97909322,3059666
33,102472300,3105221
34,105857882,3113467
35,107636734,3075335
36,110005818,3055717
37,113171828,3058698
38,116218478,3058381
39,119668486,3068422
40,122157738,3053943
41,125655583,3064770
42,128996113,3071336
43,132646915,3084811
44,134673445,3060760
45,138261429,3072476
46,141716682,3080797
47,144542423,3075370
48,147132934,3065269
49,153225209,3127045
50,154076610,3081532
51,156290548,3064520
52,160731667,3090993
53,163604379,3086875
54,165258318,3060339
55,168894953,3070817
56,176787063,3156911
57,174468993,3060859
58,177086789,3053220
59,181221351,3071548
60,183495659,3058260
61,192905937,3162392
62,193964801,3128464
63,193100980,3065094
64,195926492,3061351
65,199695172,3072233
66,203191061,3078652
67,204325726,3049637
68,209492210,3080767
69,210742215,3054235
70,216504535,3092921
71,217173909,3058787
72,221409800,3075136
73,223998270,3068469
74,227432356,3073410
75,229214553,3056194
76,232035666,3053100
77,237399103,3083105
78,241393644,3094790
79,243102285,3077244
80,244310606,3053882
81,249472692,3079909
82,256646492,3129835
83,255775406,3081631
84,256108697,3048913
85,260868230,3069038
86,264512422,3075725
87,267124439,3070395
88,273517583,3108154
89,272756371,3064678
90,276703530,3074483
91,279150418,3067587
92,281963051,3064815
93,285907992,3074279
94,287262083,3055979
95,291970586,3073374
96,294049161,3063012
97,297114757,3063038
98,301774244,3079329
99,301400086,3044445
100,311643902,3116439
101,309463118,3063991
102,311216655,3051143
103,314975363,3058013
104,320495448,3081687
105,321310086,3060096
106,327934020,3093717
107,328336785,3068568
108,329245740,3048571
109,333573981,3060311
110,334940243,3044911
111,343232941,3092188
112,347648974,3104008
113,345778739,3059988
114,349575297,3066449
115,351955619,3060483
116,353865545,3050565
117,357872008,3058735
118,362091736,3068574
119,369607217,3105943
120,365911316,3049260
121,372410227,3077770
122,372639832,3054424
123,375119604,3049752
124,378842374,3055180
125,382446079,3059568
126,387711992,3077079
127,388879029,3062039
128,391025802,3054889
