B,Read Time (ns),Read Time / Number (ns)
1,158,158
2,184,92
3,174,58
4,160,40
5,147,29
6,233,38
7,259,37
8,158,19
9,154,17
10,170,17
11,168,15
12,180,15
13,189,14
14,194,13
15,178,11
16,181,11
17,180,10
18,203,11
19,174,9
20,216,10
21,188,8
22,199,9
23,217,9
24,207,8
25,195,7
26,214,8
27,215,7
28,203,7
29,201,6
30,213,7
31,220,7
32,225,7
33,215,6
34,216,6
35,242,6
36,237,6
37,227,6
38,290,7
39,249,6
40,244,6
41,259,6
42,251,5
43,242,5
44,252,5
45,248,5
46,236,5
47,259,5
48,264,5
49,277,5
50,257,5
51,246,4
52,257,4
53,268,5
54,262,4
55,265,4
56,273,4
57,280,4
58,286,4
59,279,4
60,305,5
61,298,4
62,291,4
63,282,4
64,286,4
65,291,4
66,305,4
67,331,4
68,302,4
69,316,4
70,311,4
71,324,4
72,305,4
73,318,4
74,328,4
75,330,4
76,329,4
77,324,4
78,333,4
79,319,4
80,350,4
81,366,4
82,325,3
83,357,4
84,362,4
85,347,4
86,325,3
87,351,4
88,369,4
89,354,3
90,372,4
91,347,3
92,345,3
93,372,4
94,359,3
95,371,3
96,364,3
97,377,3
98,369,3
99,375,3
100,381,3
101,397,3
102,375,3
103,382,3
104,392,3
105,390,3
106,392,3
107,417,3
108,408,3
109,387,3
110,403,3
111,379,3
112,396,3
113,425,3
114,408,3
115,428,3
116,427,3
117,426,3
118,434,3
119,423,3
120,443,3
121,439,3
122,413,3
123,443,3
124,464,3
125,456,3
126,430,3
127,419,3
128,446,3
129,449,3
130,456,3
131,446,3
132,452,3
133,467,3
134,460,3
135,478,3
136,463,3
137,462,3
138,517,3
139,483,3
140,481,3
141,471,3
142,480,3
143,490,3
144,497,3
145,508,3
146,468,3
147,509,3
148,483,3
149,523,3
150,511,3
151,503,3
152,535,3
153,490,3
154,532,3
155,516,3
156,511,3
157,520,3
158,522,3
159,563,3
160,541,3
161,538,3
162,553,3
163,519,3
164,528,3
165,573,3
166,556,3
167,540,3
168,582,3
169,562,3
170,560,3
171,583,3
172,531,3
173,577,3
174,598,3
175,548,3
176,559,3
177,544,3
178,573,3
179,587,3
180,576,3
181,556,3
182,596,3
183,576,3
184,568,3
185,603,3
186,583,3
187,569,3
188,587,3
189,582,3
190,603,3
191,592,3
192,657,3
193,591,3
194,625,3
195,636,3
196,596,3
197,592,3
198,603,3
199,651,3
200,622,3
201,630,3
202,622,3
203,613,3
204,623,3
205,625,3
206,641,3
207,640,3
208,674,3
209,709,3
210,636,3
211,611,2
212,649,3
213,646,3
214,635,2
215,646,3
216,634,2
217,668,3
218,650,2
219,657,3
220,676,3
221,705,3
222,698,3
223,715,3
224,640,2
225,654,2
226,668,2
227,703,3
228,749,3
229,693,3
230,651,2
231,685,2
232,713,3
233,718,3
234,700,2
235,720,3
236,739,3
237,719,3
238,703,2
239,702,2
240,706,2
241,775,3
242,752,3
243,737,3
244,731,2
245,723,2
246,695,2
247,775,3
248,727,2
249,737,2
250,714,2
251,738,2
252,734,2
253,765,3
254,726,2
255,740,2
256,751,2
257,773,3
258,751,2
259,767,2
260,766,2
261,798,3
262,753,2
263,752,2
264,811,3
265,770,2
266,811,3
267,826,3
268,768,2
269,810,3
270,817,3
271,792,2
272,765,2
273,813,2
274,841,3
275,810,2
276,790,2
277,832,3
278,783,2
279,819,2
280,821,2
281,836,2
282,790,2
283,843,2
284,844,2
285,835,2
286,815,2
287,869,3
288,831,2
289,846,2
290,842,2
291,851,2
292,846,2
293,884,3
294,845,2
295,856,2
296,929,3
297,847,2
298,849,2
299,879,2
300,876,2
301,827,2
302,838,2
303,924,3
304,820,2
305,885,2
306,881,2
307,879,2
308,898,2
309,883,2
310,881,2
311,937,3
312,927,2
313,922,2
314,875,2
315,902,2
316,896,2
317,968,3
318,907,2
319,979,3
320,920,2
321,887,2
322,878,2
323,873,2
324,928,2
325,926,2
326,934,2
327,940,2
328,974,2
329,937,2
330,942,2
331,937,2
332,932,2
333,992,2
334,909,2
335,952,2
336,924,2
337,972,2
338,920,2
339,910,2
340,968,2
341,950,2
342,991,2
343,961,2
344,972,2
345,960,2
346,990,2
347,962,2
348,941,2
349,982,2
350,947,2
351,976,2
352,1009,2
353,1022,2
354,1027,2
355,966,2
356,988,2
357,1033,2
358,1026,2
359,1019,2
360,1012,2
361,986,2
362,1008,2
363,1035,2
364,966,2
365,1033,2
366,1039,2
367,1068,2
368,1018,2
369,1018,2
370,1035,2
371,1055,2
372,1005,2
373,1030,2
374,1063,2
375,1023,2
376,1002,2
377,1044,2
378,1045,2
379,1073,2
380,1047,2
381,1051,2
382,1011,2
383,1054,2
384,1098,2
385,1055,2
386,1052,2
387,1097,2
388,1063,2
389,1084,2
390,1097,2
391,1094,2
392,1125,2
393,1103,2
394,1096,2
395,1092,2
396,1096,2
397,1125,2
398,1115,2
399,1119,2
400,1122,2
401,1107,2
402,1075,2
403,1116,2
404,1143,2
405,1082,2
406,1117,2
407,1161,2
408,1140,2
409,1152,2
410,1113,2
411,1182,2
412,1141,2
413,1138,2
414,1191,2
415,1134,2
416,1165,2
417,1169,2
418,1126,2
419,1210,2
420,1157,2
421,1201,2
422,1156,2
423,1142,2
424,1271,2
425,1151,2
426,1131,2
427,1143,2
428,1174,2
429,1172,2
430,1271,2
431,1193,2
432,1173,2
433,1181,2
434,1209,2
435,1168,2
436,1228,2
437,1164,2
438,1207,2
439,1152,2
440,1195,2
441,1178,2
442,1186,2
443,1222,2
444,1240,2
445,1177,2
446,1230,2
447,1173,2
448,1250,2
449,1223,2
450,1266,2
451,1250,2
452,1302,2
453,1229,2
454,1253,2
455,1237,2
456,1221,2
457,1246,2
458,1247,2
459,1227,2
460,1307,2
461,1235,2
462,1230,2
463,1236,2
464,1248,2
465,1316,2
466,1249,2
467,1232,2
468,1282,2
469,1285,2
470,1302,2
471,1247,2
472,1279,2
473,1303,2
474,1281,2
475,1270,2
476,1248,2
477,1334,2
478,1277,2
479,1332,2
480,1308,2
481,1292,2
482,1336,2
483,1268,2
484,1322,2
485,1335,2
486,1339,2
487,1288,2
488,1328,2
489,1294,2
490,1336,2
491,1250,2
492,1395,2
493,1322,2
494,1289,2
495,1310,2
496,1330,2
497,1323,2
498,1295,2
499,1305,2
500,1360,2
501,1335,2
502,1373,2
503,1375,2
504,1360,2
505,1390,2
506,1356,2
507,1368,2
508,1372,2
509,1376,2
510,1421,2
511,1363,2
512,1342,2
513,1448,2
514,1415,2
515,1433,2
516,1443,2
517,1366,2
518,1362,2
519,1454,2
520,1446,2
521,1423,2
522,1454,2
523,1376,2
524,1420,2
525,1387,2
526,1343,2
527,1463,2
528,1498,2
529,1427,2
530,1411,2
531,1473,2
532,1438,2
533,1476,2
534,1449,2
535,1417,2
536,1433,2
537,1429,2
538,1410,2
539,1452,2
540,1423,2
541,1445,2
542,1468,2
543,1467,2
544,1396,2
545,1455,2
546,1457,2
547,1446,2
548,1486,2
549,1434,2
550,1470,2
551,1438,2
552,1485,2
553,1421,2
554,1464,2
555,1461,2
556,1512,2
557,1526,2
558,1456,2
559,1505,2
560,1556,2
561,1530,2
562,1518,2
563,1473,2
564,1471,2
565,1519,2
566,1514,2
567,1464,2
568,1572,2
569,1546,2
570,1526,2
571,1573,2
572,1548,2
573,1505,2
574,1546,2
575,1550,2
576,1497,2
577,1506,2
578,1515,2
579,1569,2
580,1571,2
581,1540,2
582,1565,2
583,1543,2
584,1588,2
585,1566,2
586,1542,2
587,1544,2
588,1520,2
589,1530,2
590,1574,2
591,1595,2
592,1601,2
593,1560,2
594,1574,2
595,1620,2
596,1682,2
597,1585,2
598,1569,2
599,1610,2
600,1537,2
601,1620,2
602,1651,2
603,1674,2
604,1610,2
605,1600,2
606,1596,2
607,1654,2
608,1654,2
