KB,Read Time (ns),Read Time / Number (ns)
1,4537,4537
2,7594,3797
3,10565,3521
4,12249,3062
5,17431,3486
6,19050,3175
7,21470,3067
8,23560,2945
9,27997,3110
10,31013,3101
11,32569,2960
12,35725,2977
13,40463,3112
14,42537,3038
15,44517,2967
16,47270,2954
17,51903,3053
18,53908,2994
19,56429,2969
20,59365,2968
21,64629,3077
22,66112,3005
23,68367,2972
24,71571,2982
25,75802,3032
26,80030,3078
27,79257,2935
28,84647,3023
29,86244,2973
30,90519,3017
31,101553,3275
32,93724,2928
33,97971,2968
34,101028,2971
35,124175,3547
36,106218,2950
37,111442,3011
38,119647,3148
39,114933,2947
40,115380,2884
41,122345,2984
42,125622,2991
43,130166,3027
44,139010,3159
45,134214,2982
46,135124,2937
47,146790,3123
48,143286,2985
49,147257,3005
50,147940,2958
51,161856,3173
52,154740,2975
53,158893,2997
54,161460,2990
55,164020,2982
56,164101,2930
57,194887,3419
58,217151,3743
59,174281,2953
60,179429,2990
61,180239,2954
62,183545,2960
63,191258,3035
64,198084,3095
65,193068,2970
66,195317,2959
67,196863,2938
68,200428,2947
69,207420,3006
70,222713,3181
71,220870,3110
72,211002,2930
73,216024,2959
74,220251,2976
75,252704,3369
76,227491,2993
77,226934,2947
78,230625,2956
79,229379,2903
80,239941,2999
81,241573,2982
82,247794,3021
83,250908,3022
84,247734,2949
85,252735,2973
86,257059,2989
87,256831,2952
88,261910,2976
89,262476,2949
90,269955,2999
91,274498,3016
92,274622,2985
93,280395,3015
94,278360,2961
95,281091,2958
96,284811,2966
97,293566,3026
98,300054,3061
99,293637,2966
100,300882,3008
101,305254,3022
102,311443,3053
103,306238,2973
104,309344,2974
105,309036,2943
106,333969,3150
107,317016,2962
108,322123,2982
109,333918,3063
110,358032,3254
111,346556,3122
112,338793,3024
113,327576,2898
114,336591,2952
115,335983,2921
116,343565,2961
117,345435,2952
118,355998,3016
119,346208,2909
120,358168,2984
121,355671,2939
122,358755,2940
123,361419,2938
124,361859,2918
125,370595,2964
126,375162,2977
127,375751,2958
128,382396,2987
129,378093,2930
130,384540,2958
131,401858,3067
132,391489,2965
133,401608,3019
134,404272,3016
135,396651,2938
136,411308,3024
137,410873,2999
138,410646,2975
139,432461,3111
140,408982,2921
141,428213,3036
142,416689,2934
143,431564,3017
144,422331,2932
145,443164,3056
146,426835,2923
147,430937,2931
148,448081,3027
149,452519,3037
150,435728,2904
151,463689,3070
152,446225,2935
153,495933,3241
154,463594,3010
155,456865,2947
156,452686,2901
157,471257,3001
158,474805,3005
159,475234,2988
160,481714,3010
161,473355,2940
162,471459,2910
163,483423,2965
164,497784,3035
165,509982,3090
166,488335,2941
167,498358,2984
168,497514,2961
169,495240,2930
170,493997,2905
171,528990,3093
172,499415,2903
173,503116,2908
174,512954,2948
175,514314,2938
176,522973,2971
177,526092,2972
178,521591,2930
179,531621,2969
180,531462,2952
181,538731,2976
182,534917,2939
183,533200,2913
184,547000,2972
185,550076,2973
186,565635,3041
187,547470,2927
188,565968,3010
189,570953,3020
190,565844,2978
191,567996,2973
192,554988,2890
193,593700,3076
194,570170,2939
195,569981,2922
196,572226,2919
197,592690,3008
198,587505,2967
199,582413,2926
200,593392,2966
201,586787,2919
202,608247,3011
203,596400,2937
204,595798,2920
205,603245,2942
206,623893,3028
207,615246,2972
208,630344,3030
209,625120,2991
210,616787,2937
211,631471,2992
212,632620,2984
213,642595,3016
214,638561,2983
215,643407,2992
216,635161,2940
217,631394,2909
218,640737,2939
219,635345,2901
220,651001,2959
221,701050,3172
222,666532,3002
223,674768,3025
224,677843,3026
225,670449,2979
226,654365,2895
227,656571,2892
228,674812,2959
229,666900,2912
230,685486,2980
231,676701,2929
232,697113,3004
233,674058,2892
234,683135,2919
235,695812,2960
236,702440,2976
237,702432,2963
238,691009,2903
239,692006,2895
240,701854,2924
241,733701,3044
242,729106,3012
243,751991,3094
244,720535,2953
245,1201256,4903
246,721722,2933
247,717800,2906
248,741270,2988
249,745442,2993
250,738911,2955
251,742652,2958
252,781136,3099
253,741937,2932
254,759738,2991
255,751311,2946
256,753076,2941
257,768959,2992
258,755349,2927
259,780477,3013
260,770353,2962
261,826216,3165
262,773481,2952
263,772392,2936
264,784206,2970
265,779412,2941
266,795929,2992
267,772047,2891
268,808457,3016
269,789590,2935
270,787266,2915
271,791888,2922
272,811777,2984
273,806134,2952
274,808302,2950
275,837410,3045
276,830722,3009
277,870401,3142
278,817623,2941
279,855896,3067
280,830800,2967
281,828614,2948
282,837048,2968
283,867081,3063
284,844894,2974
285,846091,2968
286,856177,2993
287,840861,2929
288,864037,3000
289,862292,2983
290,874605,3015
291,915206,3145
292,933246,3196
293,882899,3013
294,878397,2987
295,874996,2966
296,900187,3041
297,886525,2984
298,894815,3002
299,887374,2967
300,901779,3005
301,882248,2931
302,907305,3004
303,890487,2938
304,946122,3112
305,919188,3013
306,924008,3019
307,917597,2988
308,987864,3207
309,927092,3000
310,909986,2935
311,926206,2978
312,931061,2984
313,926886,2961
314,955550,3043
315,939861,2983
316,920191,2911
317,937436,2957
318,926578,2913
319,933179,2925
320,932743,2914
321,963062,3000
322,933282,2898
323,985111,3049
324,961520,2967
325,947569,2915
326,974291,2988
327,997314,3049
328,949687,2895
329,974977,2963
330,1053852,3193
331,972000,2936
332,969991,2921
333,1047308,3145
334,968206,2898
335,965807,2883
336,1015256,3021
337,984580,2921
338,1000924,2961
339,989262,2918
340,1025815,3017
341,1030919,3023
342,1008786,2949
343,1032286,3009
344,1011713,2941
345,1013122,2936
346,1040457,3007
347,1030087,2968
348,1050861,3019
349,1073851,3076
350,1027875,2936
351,1048773,2987
352,1088360,3091
353,1040782,2948
354,1031052,2912
355,1080342,3043
356,1043103,2930
357,1053363,2950
358,1076530,3007
359,1066392,2970
360,1048844,2913
361,1106583,3065
362,1086663,3001
363,1079325,2973
364,1093551,3004
365,1063492,2913
366,1072624,2930
367,1104485,3009
368,1069181,2905
369,1088816,2950
370,1126666,3045
371,1091554,2942
372,1127054,3029
373,1128567,3025
374,1110944,2970
375,1115102,2973
376,1182259,3144
377,1105131,2931
378,1118747,2959
379,1140686,3009
380,1129549,2972
381,1241246,3257
382,1134002,2968
383,1123285,2932
384,1140148,2969
385,1198809,3113
386,1210063,3134
387,1158755,2994
388,1134943,2925
389,1147707,2950
390,1145081,2936
391,1400917,3582
392,1158105,2954
393,1174770,2989
394,1164927,2956
395,1177934,2982
396,1172790,2961
397,1261305,3177
398,1168458,2935
399,1185539,2971
400,1259575,3148
401,1273490,3175
402,1189700,2959
403,1228568,3048
404,1188555,2941
405,1196669,2954
406,1269188,3126
407,1213817,2982
408,1199412,2939
409,1277008,3122
410,1208456,2947
411,1204120,2929
412,1242291,3015
413,1241795,3006
414,1225262,2959
415,1261421,3039
416,1238194,2976
417,1238161,2969
418,1199618,2869
419,1259924,3006
420,1279800,3047
421,1293335,3072
422,1289035,3054
423,1238246,2927
424,1287020,3035
425,1255379,2953
426,1274859,2992
427,1372285,3213
428,1261474,2947
429,1263516,2945
430,1305955,3037
431,1273837,2955
432,1274131,2949
433,1316786,3041
434,1264889,2914
435,1321528,3037
436,1351570,3099
437,1275560,2918
438,1316557,3005
439,1344701,3063
440,1290916,2933
441,1304873,2958
442,1337138,3025
443,1306930,2950
444,1299670,2927
445,1395729,3136
446,1345793,3017
447,1315199,2942
448,1307515,2918
449,1330026,2962
450,1309827,2910
451,1347081,2986
452,1336467,2956
453,1367391,3018
454,1337612,2946
455,1352265,2972
456,1347551,2955
457,1380371,3020
458,1380315,3013
459,1365369,2974
460,1402124,3048
461,1351217,2931
462,1354115,2930
463,1402131,3028
464,1369115,2950
465,1374741,2956
466,1419343,3045
467,1369122,2931
468,1398102,2987
469,1406636,2999
470,1403245,2985
471,1401602,2975
472,1418429,3005
473,1396927,2953
474,1435184,3027
475,1460474,3074
476,1406678,2955
477,1387526,2908
478,1445607,3024
479,1413360,2950
480,1420176,2958
481,1451604,3017
482,1415170,2936
483,1418734,2937
484,1484471,3067
485,1439475,2967
486,1444022,2971
487,1476340,3031
488,1464089,3000
489,1445778,2956
490,1439200,2937
491,1446117,2945
492,1446382,2939
493,1510165,3063
494,1478611,2993
495,1457749,2944
496,1514214,3052
497,1480177,2978
498,1513674,3039
499,1450561,2906
500,1473701,2947
501,1511651,3017
502,1462563,2913
503,1477552,2937
504,1506132,2988
505,1511491,2993
506,1470518,2906
507,1516664,2991
508,1563201,3077
509,1521162,2988
510,1525212,2990
511,1750456,3425
512,1504616,2938
513,1563161,3047
514,1524306,2965
515,1541702,2993
516,1617934,3135
517,1533305,2965
518,1560498,3012
519,1522910,2934
520,1565200,3010
521,1553427,2981
522,1526080,2923
523,1568978,2999
524,1533464,2926
525,1564519,2980
526,1553012,2952
527,1548476,2938
528,1554316,2943
529,1572144,2971
530,1555396,2934
531,1604728,3022
532,1559354,2931
533,1570485,2946
534,1557704,2917
535,1566424,2927
536,1597275,2979
537,1595600,2971
538,1598640,2971
539,1583810,2938
540,1624313,3007
541,1595083,2948
542,1593760,2940
543,1609655,2964
544,1592958,2928
545,1601217,2938
546,1612287,2952
547,1627883,2976
548,1617587,2951
549,1649509,3004
550,1624065,2952
551,1653259,3000
552,1697051,3074
553,1648332,2980
554,1655995,2989
