MB,Read Time (ns),Read Time / Number (ns)
1,2378,2378
2,3765,1882
3,6523,2174
4,8113,2028
5,9006,1801
6,12317,2052
7,14752,2107
8,16030,2003
9,17083,1898
10,18244,1824
11,21109,1919
12,24537,2044
13,26445,2034
14,34529,2466
15,29334,1955
16,33834,2114
17,35522,2089
18,37357,2075
19,40287,2120
20,44418,2220
21,45816,2181
22,48682,2212
23,49859,2167
24,53283,2220
25,53090,2123
26,57736,2220
27,59027,2186
28,61425,2193
29,63944,2204
30,65968,2198
31,73638,2375
32,65886,2058
33,81447,2468
34,87915,2585
35,86994,2485
36,80266,2229
37,91185,2464
38,83090,2186
39,99562,2552
40,86491,2162
41,97055,2367
42,87428,2081
43,105238,2447
44,113204,2572
45,100216,2227
46,112021,2435
47,106371,2263
48,115246,2400
49,103611,2114
50,116018,2320
51,120225,2357
52,116183,2234
53,127678,2409
54,130420,2415
55,138350,2515
56,136232,2432
57,127171,2231
58,138840,2393
59,139637,2366
60,140863,2347
61,136163,2232
62,145509,2346
63,150355,2386
64,153800,2403
65,183574,2824
66,148450,2249
67,157040,2343
68,157997,2323
69,210573,3051
70,156698,2238
71,174341,2455
72,172997,2402
73,226457,3102
74,154383,2086
75,185231,2469
76,176107,2317
77,172286,2237
78,184315,2363
79,185010,2341
80,185156,2314
81,207490,2561
82,190866,2327
83,201700,2430
84,197197,2347
85,199370,2345
86,207640,2414
87,208783,2399
88,208741,2372
89,223356,2509
90,203694,2263
91,212308,2333
92,211401,2297
93,220869,2374
94,215463,2292
95,224688,2365
96,260355,2712
97,247015,2546
98,234162,2389
99,229673,2319
100,229058,2290
101,243045,2406
102,234976,2303
103,243655,2365
104,258019,2480
105,248079,2362
106,244512,2306
107,255290,2385
108,257557,2384
109,263417,2416
110,242346,2203
111,264766,2385
112,257405,2298
113,261108,2310
114,260886,2288
115,278384,2420
116,291028,2508
117,305537,2611
118,272687,2310
119,276118,2320
120,284450,2370
121,287607,2376
122,291046,2385
123,296347,2409
124,291164,2348
125,302508,2420
126,312031,2476
127,300716,2367
128,300293,2346
129,336671,2609
130,309463,2380
131,318476,2431
132,322738,2444
133,314285,2363
134,323612,2415
135,323692,2397
136,318730,2343
137,367970,2685
138,328826,2382
139,323598,2328
140,317633,2268
141,343173,2433
142,331940,2337
143,320180,2239
144,351456,2440
145,346415,2389
146,346311,2371
147,357642,2432
148,347022,2344
149,365764,2454
150,342065,2280
151,339112,2245
152,345611,2273
153,371550,2428
154,352239,2287
155,354136,2284
156,351980,2256
157,376466,2397
158,363038,2297
159,376071,2365
160,370385,2314
161,387355,2405
162,387077,2389
163,392625,2408
164,380608,2320
165,399049,2418
166,398845,2402
167,409655,2453
168,393788,2343
169,403511,2387
170,397352,2337
171,407190,2381
172,397641,2311
173,409600,2367
174,403096,2316
175,405170,2315
176,418555,2378
177,418857,2366
178,427257,2400
179,417821,2334
180,435647,2420
181,435793,2407
182,440579,2420
183,444980,2431
184,429311,2333
185,446078,2411
186,458213,2463
187,439680,2351
188,430276,2288
189,460774,2437
190,446659,2350
191,465383,2436
192,440791,2295
193,456570,2365
194,459021,2366
195,470265,2411
196,456019,2326
197,462990,2350
198,473639,2392
199,459705,2310
200,487055,2435
201,471734,2346
202,476926,2361
203,483355,2381
204,489629,2400
205,510969,2492
206,482767,2343
207,497510,2403
208,489350,2352
209,500663,2395
210,491986,2342
211,493558,2339
212,508086,2396
213,518640,2434
214,518954,2425
215,514774,2394
216,507054,2347
217,510943,2354
218,498554,2286
219,578383,2641
220,522834,2376
221,519881,2352
222,522771,2354
223,540866,2425
224,531065,2370
225,550371,2446
226,538177,2381
227,548897,2418
228,532948,2337
229,572395,2499
230,544502,2367
231,546555,2366
232,534667,2304
233,606119,2601
234,551593,2357
235,566643,2411
236,567015,2402
237,574144,2422
238,556085,2336
239,590102,2469
240,586523,2443
241,571342,2370
242,553963,2289
243,575132,2366
244,570387,2337
245,582490,2377
246,579985,2357
247,599071,2425
248,590402,2380
249,620272,2491
250,594311,2377
251,617721,2461
252,594841,2360
253,605142,2391
254,592135,2331
255,612526,2402
256,607717,2373
257,619766,2411
258,602337,2334
259,621185,2398
260,627250,2412
261,618820,2370
262,616823,2354
263,621006,2361
264,626769,2374
265,627564,2368
266,625184,2350
267,629520,2357
268,616214,2299
269,641362,2384
270,627417,2323
271,682942,2520
272,742890,2731
273,658191,2410
274,625736,2283
275,654053,2378
276,650859,2358
277,653125,2357
278,647641,2329
279,685477,2456
280,660434,2358
281,655939,2334
282,672426,2384
283,655533,2316
284,677883,2386
285,691395,2425
286,648034,2265
287,668880,2330
288,692649,2405
289,669212,2315
290,701172,2417
291,680418,2338
292,698751,2392
293,687239,2345
294,691092,2350
295,692174,2346
296,743896,2513
297,698818,2352
298,689881,2315
299,709860,2374
300,704141,2347
301,695321,2310
302,718782,2380
303,728729,2405
304,715300,2352
305,712838,2337
306,709754,2319
307,723732,2357
308,726418,2358
309,734175,2375
310,699889,2257
311,732121,2354
312,722711,2316
313,758336,2422
314,803479,2558
315,741215,2353
316,738711,2337
317,747669,2358
318,760568,2391
319,763629,2393
320,758151,2369
321,753985,2348
322,761911,2366
323,750564,2323
324,765965,2364
325,755513,2324
326,763496,2342
327,765001,2339
328,776147,2366
329,819415,2490
330,765320,2319
331,810085,2447
332,786687,2369
333,783427,2352
334,787438,2357
335,844072,2519
336,794493,2364
337,806601,2393
338,799921,2366
339,816928,2409
340,814064,2394
341,843728,2474
342,803102,2348
343,804733,2346
344,810670,2356
345,809847,2347
346,787209,2275
347,867849,2501
348,799935,2298
349,832417,2385
350,903109,2580
351,838565,2389
352,858025,2437
353,859968,2436
354,845534,2388
355,851294,2398
356,881864,2477
357,849401,2379
358,814300,2274
359,868475,2419
360,842856,2341
361,859416,2380
362,884044,2442
363,872607,2403
364,879833,2417
365,891904,2443
366,867011,2368
367,866365,2360
368,937755,2548
369,872988,2365
370,851975,2302
371,887934,2393
372,848191,2280
373,857876,2299
374,888110,2374
375,883930,2357
376,862674,2294
377,941744,2497
378,902133,2386
379,900615,2376
380,893953,2352
381,924383,2426
382,872721,2284
383,955728,2495
384,899879,2343
385,903646,2347
386,988502,2560
387,906117,2341
388,902949,2327
389,917567,2358
390,887525,2275
391,922436,2359
392,943178,2406
393,916824,2332
394,902523,2290
395,1009191,2554
396,898229,2268
397,945657,2382
398,1551478,3898
399,953781,2390
400,939965,2349
401,1074142,2678
402,928576,2309
403,973662,2416
404,932569,2308
405,979763,2419
406,953339,2348
407,1003299,2465
408,949611,2327
409,954389,2333
410,1051023,2563
411,983839,2393
412,947988,2300
413,965572,2337
414,955999,2309
415,963823,2322
416,1013263,2435
417,991488,2377
418,942537,2254
419,1003065,2393
420,989672,2356
421,1036122,2461
422,1017945,2412
423,992719,2346
424,955844,2254
425,1138055,2677
426,1008783,2368
427,997764,2336
428,1007475,2353
429,996957,2323
430,1022379,2377
431,1051917,2440
432,1018376,2357
433,1047386,2418
434,1057138,2435
435,1029645,2367
436,971792,2228
437,1037016,2373
438,1012834,2312
439,1092178,2487
440,1047164,2379
441,1016390,2304
442,1049118,2373
443,1070790,2417
444,1050761,2366
445,1032381,2319
446,1045468,2344
447,1056933,2364
448,1056151,2357
449,1070686,2384
450,1071977,2382
451,1055153,2339
452,1057076,2338
453,1084554,2394
454,1055725,2325
455,1056716,2322
456,1067077,2340
457,1088849,2382
458,1068496,2332
459,1135879,2474
460,1045447,2272
461,1093497,2372
462,1065173,2305
463,1092935,2360
464,1101142,2373
465,1094005,2352
466,1093894,2347
467,1088384,2330
468,1124566,2402
469,1119057,2386
470,1120135,2383
471,1119900,2377
472,1106735,2344
473,1122329,2372
474,1091726,2303
475,1117335,2352
476,1089792,2289
477,1138184,2386
478,1122157,2347
479,1145903,2392
480,1109199,2310
481,1139330,2368
482,1131949,2348
483,1174088,2430
484,1167750,2412
485,1159821,2391
486,1141158,2348
487,1143839,2348
488,1159384,2375
489,1159325,2370
490,1143868,2334
491,1178404,2400
492,1170005,2378
493,1164971,2363
494,1121275,2269
495,1184468,2392
496,1143490,2305
497,1192776,2399
498,1155627,2320
499,1177275,2359
500,1181141,2362
501,1194420,2384
502,1154744,2300
503,1173394,2332
504,1188539,2358
505,1194980,2366
506,1204589,2380
507,1182881,2333
508,1177653,2318
509,1214452,2385
510,1213213,2378
511,1307373,2558
512,1232920,2408
513,1221727,2381
514,1194060,2323
515,1233050,2394
516,1215479,2355
517,1248480,2414
518,1226785,2368
519,1280510,2467
520,1216615,2339
521,1218863,2339
522,1214286,2326
523,1233754,2358
524,1227733,2343
525,1260683,2401
526,1228740,2336
527,1246546,2365
528,1243496,2355
529,1244012,2351
530,1258078,2373
531,1272771,2396
532,1200802,2257
533,1265387,2374
534,1231140,2305
535,1273712,2380
536,1239373,2312
537,1270570,2366
538,1256759,2335
539,1265992,2348
540,1291340,2391
541,1275566,2357
542,1284728,2370
543,1319202,2429
544,1260484,2317
545,1311552,2406
546,1287090,2357
547,1239847,2266
548,1300133,2372
549,1308541,2383
550,1278791,2325
551,1296040,2352
552,1296623,2348
553,1306803,2363
554,1291919,2331
555,1311258,2362
556,1297922,2334
557,1298092,2330
558,1295283,2321
559,1322221,2365
560,1319673,2356
561,1335021,2379
562,1282315,2281
563,1320610,2345
564,1325041,2349
565,1362280,2411
566,1305295,2306
567,1362125,2402
568,1345131,2368
569,1340673,2356
570,1319746,2315
571,1370948,2400
572,1335999,2335
573,1369719,2390
574,1346912,2346
575,1330240,2313
576,1345103,2335
577,1366246,2367
578,1354170,2342
579,1359194,2347
580,1354476,2335
581,1366956,2352
582,1317183,2263
583,1379050,2365
584,1364008,2335
585,1369895,2341
586,1368146,2334
587,1393312,2373
588,1380337,2347
589,1385991,2353
590,1382655,2343
591,1381621,2337
592,1404231,2372
593,1384212,2334
594,1374854,2314
595,1386324,2329
596,1344083,2255
597,1420676,2379
598,1475858,2467
599,1390316,2321
600,1438762,2397
601,1409897,2345
602,1388442,2306
603,1452238,2408
604,1394813,2309
605,1414486,2337
606,1457779,2405
607,1429737,2355
608,1406583,2313
609,1454733,2388
610,1440980,2362
611,1449803,2372
612,1424608,2327
613,1553352,2534
614,1436549,2339
615,1440113,2341
616,1411232,2290
617,1560287,2528
618,1476298,2388
619,1489238,2405
620,1449923,2338
621,1480846,2384
622,1486270,2389
623,1444907,2319
624,1455915,2333
625,1474191,2358
626,1481143,2366
627,1499899,2392
628,1489859,2372
629,1469409,2336
630,1494446,2372
631,1487108,2356
632,1503553,2379
633,1511047,2387
634,1481929,2337
635,1506627,2372
636,1481579,2329
637,1560915,2450
638,1485623,2328
639,1502526,2351
640,1510856,2360
641,1449778,2261
642,1538570,2396
643,1511528,2350
644,1522816,2364
645,1517667,2352
646,1513321,2342
647,1497437,2314
648,1518587,2343
649,1547432,2384
650,1569580,2414
651,1566887,2406
652,1496087,2294
653,1519653,2327
654,1540239,2355
655,1542070,2354
656,1516489,2311
657,1557400,2370
658,1548835,2353
659,1609775,2442
660,1510126,2288
661,1530692,2315
662,1517890,2292
663,1563187,2357
664,1524765,2296
665,1593147,2395
666,1547881,2324
667,1652265,2477
668,1565692,2343
669,1587453,2372
670,1509177,2252
671,1598488,2382
672,1579480,2350
673,1571565,2335
674,1575012,2336
675,1673517,2479
676,1580955,2338
677,1621112,2394
678,1555269,2293
679,1624068,2391
680,1611420,2369
