KB,Read Time (ns),Read Time / Number (ns)
1,2242,2242
2,2389,1194
3,3693,1231
4,3451,862
5,4362,872
6,5685,947
7,4189,598
8,3406,425
9,5648,627
10,5724,572
11,5647,513
12,5451,454
13,7131,548
14,7580,541
15,7330,488
16,8798,549
17,8341,490
18,8390,466
19,9453,497
20,8392,419
21,9573,455
22,10117,459
23,10524,457
24,9976,415
25,12359,494
26,12282,472
27,12839,475
28,11786,420
29,12812,441
30,13453,448
31,14127,455
32,12655,395
33,14901,451
34,15615,459
35,22539,643
36,13845,384
37,17956,485
38,23996,631
39,15248,390
40,17204,430
41,17114,417
42,17661,420
43,18561,431
44,17453,396
45,20631,458
46,22305,484
47,19866,422
48,20451,426
49,22364,456
50,22091,441
51,21014,412
52,21147,406
53,23691,447
54,33541,621
55,23941,435
56,22358,399
57,26389,462
58,24943,430
59,25707,435
60,31478,524
61,25184,412
62,37964,612
63,28158,446
64,26201,409
65,26137,402
66,29731,450
67,39183,584
68,30104,442
69,32442,470
70,31186,445
71,26407,371
72,32673,453
73,29913,409
74,31595,426
75,31317,417
76,30541,401
77,38429,499
78,43420,556
79,63101,798
80,31687,396
81,35178,434
82,37078,452
83,36785,443
84,36582,435
85,45236,532
86,36113,419
87,40690,467
88,37048,421
89,37572,422
90,38765,430
91,34645,380
92,88194,958
93,40189,432
94,39473,419
95,34059,358
96,36484,380
97,44098,454
98,43324,442
99,44312,447
100,40384,403
101,45396,449
102,42465,416
103,46671,453
104,44803,430
105,50288,478
106,54935,518
107,51228,478
108,47447,439
109,56629,519
110,49069,446
111,46252,416
112,60257,538
113,49740,440
114,51354,450
115,55343,481
116,59035,508
117,47052,402
118,46986,398
119,49082,412
120,52700,439
121,52739,435
122,49635,406
123,49335,401
124,53139,428
125,57252,458
126,63612,504
127,55525,437
128,52016,406
129,61805,479
130,63092,485
131,53370,407
132,55322,419
133,63015,473
134,58506,436
135,63931,473
136,64670,475
137,69106,504
138,56834,411
139,59153,425
140,54468,389
141,70690,501
142,84075,592
143,59855,418
144,64780,449
145,64006,441
146,73416,502
147,77167,524
148,60759,410
149,58548,392
150,81710,544
151,55454,367
152,76172,501
153,71040,464
154,61706,400
155,63007,406
156,58365,374
157,67586,430
158,104374,660
159,80424,505
160,61527,384
161,69319,430
162,67825,418
163,69489,426
164,71230,434
165,83889,508
166,104329,628
167,71140,425
168,73398,436
169,86316,510
170,72447,426
171,74989,438
172,66918,389
173,80888,467
174,74331,427
175,73283,418
176,77742,441
177,94762,535
178,72085,404
179,82015,458
180,76005,422
181,75322,416
182,77072,423
183,69218,378
184,91032,494
185,83550,451
186,118061,634
187,84130,449
188,92084,489
189,87022,460
190,92280,485
191,75568,395
192,133098,693
193,83536,432
194,93204,480
195,89615,459
196,89609,457
197,80179,407
198,81824,413
199,96645,485
200,84683,423
201,77083,383
202,154362,764
203,83199,409
204,81238,398
205,96245,469
206,91879,446
207,87489,422
208,102794,494
209,84519,404
210,92796,441
211,89019,421
212,99033,467
213,89833,421
214,105643,493
215,92077,428
216,91428,423
217,89568,412
218,105007,481
219,106627,486
220,105908,481
221,92641,419
