KB,Read Time (ns),Read Time / Number (ns)
1,2240,2240
2,2360,1180
3,3544,1181
4,3269,817
5,3654,730
6,4433,738
7,4032,576
8,8049,1006
9,5761,640
10,5440,544
11,6250,568
12,5220,435
13,7263,558
14,8006,571
15,7286,485
16,7294,455
17,8882,522
18,8853,491
19,9422,495
20,8243,412
21,10388,494
22,20702,941
23,10534,458
24,9973,415
25,12602,504
26,11854,455
27,12414,459
28,11733,419
29,14198,489
30,22982,766
31,13669,440
32,13641,426
33,15895,481
34,14909,438
35,15195,434
36,15203,422
37,18440,498
38,17999,473
39,17483,448
40,17243,431
41,32986,804
42,19080,454
43,19344,449
44,24012,545
45,20913,464
46,19012,413
47,20198,429
48,19823,412
49,66392,1354
50,22041,440
51,22918,449
52,21006,403
53,23785,448
54,23764,440
55,24153,439
56,21757,388
57,26123,458
58,26795,461
59,32735,554
60,23566,392
61,28036,459
62,26054,420
63,27917,443
64,45323,708
65,29344,451
66,28121,426
67,27469,409
68,27869,409
69,29391,425
70,31392,448
71,30235,425
72,28810,400
73,34587,473
74,30122,407
75,30666,408
76,41073,540
77,34089,442
78,34041,436
79,31789,402
80,32451,405
81,35568,439
82,32478,396
83,36339,437
84,33433,398
85,33816,397
86,36701,426
87,37492,430
88,43861,498
89,37345,419
90,38437,427
91,45074,495
92,38956,423
93,37101,398
94,38641,411
95,40667,428
96,40266,419
97,40451,417
98,41099,419
99,40951,413
100,38491,384
101,45510,450
102,49943,489
103,48392,469
104,50388,484
105,46119,439
106,45227,426
107,53877,503
108,45023,416
109,45892,421
110,48223,438
111,56769,511
112,45831,409
113,57447,508
114,47934,420
115,50639,440
116,46612,401
117,60929,520
118,50434,427
119,65713,552
120,45659,380
121,54487,450
122,52931,433
123,50476,410
124,47837,385
125,53652,429
126,57731,458
127,56374,443
128,56895,444
129,52959,410
130,52831,406
131,60824,464
132,60589,459
133,66080,496
134,55402,413
135,58359,432
136,57316,421
137,66862,488
138,71108,515
139,60522,435
140,66764,476
141,58465,414
142,63972,450
143,66609,465
144,60297,418
145,68109,469
146,72355,495
147,62414,424
148,65939,445
149,76257,511
150,61230,408
151,72804,482
152,59102,388
153,76277,498
154,70804,459
155,66024,425
156,62682,401
157,65097,414
158,80122,507
159,68518,430
160,86218,538
161,69347,430
162,64860,400
163,71855,440
164,74924,456
165,74881,453
166,81704,492
167,80821,483
168,71772,427
169,75866,448
170,76647,450
171,76350,446
172,67251,390
173,70942,410
174,74146,426
175,81671,466
176,75555,429
177,86961,491
178,97731,549
179,84798,473
180,82141,456
181,98541,544
182,85567,470
183,90635,495
184,112253,610
185,88649,479
186,79207,425
187,95383,510
188,94492,502
189,76657,405
190,83247,438
191,86692,453
192,74937,390
193,131922,683
194,122302,630
195,116321,596
196,151892,774
197,125061,634
198,100312,506
199,116699,586
200,103511,517
201,92234,458
202,99595,493
203,94397,465
204,82537,404
205,97841,477
206,110117,534
207,92188,445
208,97300,467
209,98909,473
210,90132,429
211,102492,485
212,102632,484
213,95941,450
214,91743,428
215,98307,457
216,87313,404
217,92138,424
218,100449,460
219,93052,424
220,106922,486
221,105034,475
222,100085,450
223,95915,430
224,117248,523
225,95864,426
226,99730,441
227,95747,421
228,98950,433
229,109674,478
230,114821,499
231,115472,499
232,101365,436
233,109831,471
234,122343,522
235,94647,402
236,114834,486
237,111231,469
238,110790,465
239,108197,452
240,115457,481
241,104266,432
242,108316,447
243,105785,435
244,102801,421
245,102635,418
246,116876,475
247,125732,509
248,119101,480
249,120261,482
250,107836,431
251,107661,428
252,104304,413
253,119801,473
254,115458,454
255,133787,524
256,113051,441
257,114415,445
258,151931,588
259,118646,458
260,112961,434
261,123019,471
262,118084,450
263,125048,475
264,112577,426
265,114590,432
266,111200,418
