B,Read Time (ns),Read Time / Number (ns)
1,158,158
2,160,80
3,157,52
4,210,52
5,182,36
6,157,26
7,156,22
8,162,20
9,163,18
10,164,16
11,190,17
12,192,16
13,185,14
14,196,14
15,183,12
16,196,12
17,228,13
18,173,9
19,184,9
20,193,9
21,199,9
22,201,9
23,189,8
24,202,8
25,212,8
26,228,8
27,196,7
28,199,7
29,206,7
30,226,7
31,214,6
32,205,6
33,211,6
34,222,6
35,221,6
36,229,6
37,240,6
38,230,6
39,230,5
40,231,5
41,341,8
42,221,5
43,268,6
44,267,6
45,235,5
46,242,5
47,254,5
48,230,4
49,247,5
50,283,5
51,253,4
52,250,4
53,264,4
54,269,4
55,249,4
56,250,4
57,261,4
58,275,4
59,290,4
60,277,4
61,265,4
62,282,4
63,280,4
64,279,4
65,308,4
66,275,4
67,292,4
68,296,4
69,304,4
70,304,4
71,293,4
72,303,4
73,290,3
74,316,4
75,295,3
76,312,4
77,306,3
78,326,4
79,314,3
80,343,4
81,321,3
82,309,3
83,302,3
84,332,3
85,319,3
86,337,3
87,342,3
88,332,3
89,332,3
90,319,3
91,344,3
92,319,3
93,356,3
94,355,3
95,349,3
96,327,3
97,347,3
98,351,3
99,346,3
100,372,3
101,370,3
102,361,3
103,365,3
104,365,3
105,384,3
106,362,3
107,360,3
108,379,3
109,385,3
110,402,3
111,373,3
112,382,3
113,366,3
114,394,3
115,397,3
116,361,3
117,394,3
118,404,3
119,408,3
120,395,3
121,380,3
122,416,3
123,407,3
124,415,3
125,413,3
126,385,3
127,426,3
128,436,3
129,391,3
130,408,3
131,449,3
132,419,3
133,435,3
134,423,3
135,415,3
136,439,3
137,435,3
138,449,3
139,455,3
140,440,3
141,446,3
142,432,3
143,463,3
144,423,2
145,437,3
146,421,2
147,446,3
148,462,3
149,427,2
150,460,3
151,476,3
152,498,3
153,448,2
154,462,3
155,485,3
156,460,2
157,460,2
158,469,2
159,467,2
160,459,2
161,487,3
162,474,2
163,480,2
164,498,3
165,497,3
166,466,2
167,513,3
168,494,2
169,488,2
170,472,2
171,503,2
172,503,2
173,525,3
174,517,2
175,496,2
176,544,3
177,527,2
178,509,2
179,523,2
180,505,2
181,514,2
182,521,2
183,529,2
184,516,2
185,509,2
186,509,2
187,569,3
188,514,2
189,554,2
190,546,2
191,591,3
192,545,2
193,540,2
194,551,2
195,547,2
196,572,2
197,547,2
198,528,2
199,560,2
200,608,3
201,550,2
202,608,3
203,576,2
204,589,2
205,515,2
206,562,2
207,600,2
208,533,2
209,596,2
210,577,2
211,578,2
