MB,Read Time (ns),Read Time / Number (ns)
1,2444,2444
2,4319,2159
3,6264,2088
4,10499,2624
5,9960,1992
6,11811,1968
7,13632,1947
8,15958,1994
9,26138,2904
10,19290,1929
11,51899,4718
12,24173,2014
13,27243,2095
14,27650,1975
15,31890,2126
16,33234,2077
17,34330,2019
18,33610,1867
19,38407,2021
20,41301,2065
21,45609,2171
22,48076,2185
23,48360,2102
24,58845,2451
25,51363,2054
26,60164,2314
27,57642,2134
28,61328,2190
29,74265,2560
30,70810,2360
31,67055,2163
32,68179,2130
33,81727,2476
34,74086,2179
35,75463,2156
36,76683,2130
37,79622,2151
38,85098,2239
39,90105,2310
40,88832,2220
41,95827,2337
42,94176,2242
43,103585,2408
44,108014,2454
45,97083,2157
46,96162,2090
47,101731,2164
48,113328,2361
49,109255,2229
50,119422,2388
51,114838,2251
52,113747,2187
53,117515,2217
54,122768,2273
55,125596,2283
56,126103,2251
57,130496,2289
58,142931,2464
59,141092,2391
60,443596,7393
61,141822,2324
62,156614,2526
63,137644,2184
64,148755,2324
65,157904,2429
66,196128,2971
67,161306,2407
68,162774,2393
69,157307,2279
70,158630,2266
71,166884,2350
72,170898,2373
73,165068,2261
74,174115,2352
75,176857,2358
76,181467,2387
77,174690,2268
78,180217,2310
79,189131,2394
80,190121,2376
81,207392,2560
82,223521,2725
83,190560,2295
84,202594,2411
85,215435,2534
86,197244,2293
87,206287,2371
88,209160,2376
89,200859,2256
90,211497,2349
91,205184,2254
92,218279,2372
93,218321,2347
94,217755,2316
95,216077,2274
96,220175,2293
97,231151,2383
98,232565,2373
99,220212,2224
100,232443,2324
101,238339,2359
102,243071,2383
103,241153,2341
104,245334,2358
105,243944,2323
106,238375,2248
107,243479,2275
108,267735,2479
109,257985,2366
110,259169,2356
111,255310,2300
112,243089,2170
113,256107,2266
114,272679,2391
115,260833,2268
116,287251,2476
117,270674,2313
118,273756,2319
119,268973,2260
120,279585,2329
121,287147,2373
122,289418,2372
123,282941,2300
124,289719,2336
125,294231,2353
126,282326,2240
127,303039,2386
128,333045,2601
129,301554,2337
130,318061,2446
131,301370,2300
132,309673,2346
133,319106,2399
134,300678,2243
135,311241,2305
136,316140,2324
137,328916,2400
138,312533,2264
139,314096,2259
140,346026,2471
141,339046,2404
142,329318,2319
143,329803,2306
144,348006,2416
145,341595,2355
146,323726,2217
147,367221,2498
148,346105,2338
149,346209,2323
150,364289,2428
151,353207,2339
152,338719,2228
153,357086,2333
154,349896,2272
155,361469,2332
156,377505,2419
157,368832,2349
158,368096,2329
159,359056,2258
160,382773,2392
161,391165,2429
162,378434,2336
163,386434,2370
164,365117,2226
165,403480,2445
166,399071,2404
167,394683,2363
168,393923,2344
