KB,Read Time (ns),Read Time / Number (ns)
1,2287,2287
2,2069,1034
3,2381,793
4,3903,975
5,3969,793
6,4025,670
7,3486,498
8,3875,484
9,5433,603
10,5243,524
11,5997,545
12,5414,451
13,7349,565
14,6528,466
15,7373,491
16,7431,464
17,8153,479
18,8196,455
19,8552,450
20,8094,404
21,10559,502
22,10738,488
23,10095,438
24,9520,396
25,12149,485
26,11771,452
27,21097,781
28,11766,420
29,13501,465
30,12751,425
31,13579,438
32,12538,391
33,23450,710
34,15013,441
35,15100,431
36,14623,406
37,16025,433
38,24852,654
39,17002,435
40,27269,681
41,18729,456
42,18914,450
43,17909,416
44,18466,419
45,19393,430
46,19860,431
47,20497,436
48,20703,431
49,29428,600
50,21017,420
51,21645,424
52,22703,436
53,32516,613
54,33261,615
55,22936,417
56,23195,414
57,24743,434
58,26582,458
59,23720,402
60,26193,436
61,25764,422
62,26998,435
63,27245,432
64,26415,412
65,27271,419
66,27566,417
67,37594,561
68,28334,416
69,29331,425
70,29638,423
71,33069,465
72,37823,525
73,31009,424
74,31265,422
75,33232,443
76,30076,395
77,34750,451
78,37988,487
79,32042,405
80,43137,539
81,35552,438
82,37310,455
83,35754,430
84,34284,408
85,39837,468
86,34380,399
87,46590,535
88,38609,438
89,41653,468
90,36414,404
91,39058,429
92,41451,450
93,40811,438
94,38839,413
95,41957,441
96,39993,416
97,46003,474
98,39396,402
99,54805,553
100,46257,462
101,43309,428
102,49666,486
103,44126,428
104,52310,502
105,49326,469
106,44068,415
107,54152,506
108,44331,410
109,51619,473
110,44671,406
111,49167,442
112,48783,435
113,55275,489
114,45993,403
115,48305,420
116,57144,492
117,53575,457
118,63481,537
119,57593,483
120,49416,411
121,61475,508
122,52170,427
123,61215,497
124,53917,434
125,59923,479
126,55729,442
127,61842,486
128,54032,422
129,73539,570
130,58499,449
131,56023,427
132,55762,422
133,54751,411
134,55259,412
135,57076,422
136,68417,503
137,59068,431
138,57487,416
139,58845,423
140,56906,406
141,60797,431
142,59037,415
143,61063,427
144,66292,460
145,64964,448
146,65659,449
147,61832,420
148,72134,487
149,61286,411
150,71029,473
151,85472,566
152,74536,490
153,64784,423
154,66900,434
155,76632,494
156,68751,440
157,69443,442
158,72216,457
159,64750,407
160,66589,416
161,74951,465
162,76589,472
163,68916,422
164,71571,436
165,68317,414
166,69002,415
167,78973,472
168,75867,451
169,80958,479
170,67493,397
171,77111,450
172,77071,448
173,102374,591
174,84827,487
175,79918,456
176,76485,434
177,71910,406
178,77303,434
179,98011,547
180,74007,411
181,74643,412
182,90075,494
183,78931,431
184,73500,399
185,91966,497
186,82487,443
187,75956,406
188,91110,484
189,78026,412
190,86449,454
191,79805,417
192,89038,463
193,78154,404
194,95449,492
195,84476,433
196,93925,479
197,100065,507
198,82239,415
199,87983,442
200,86743,433
201,98060,487
202,101101,500
203,94767,466
204,83065,407
205,96275,469
206,90679,440
207,93744,452
208,88871,427
209,91110,435
210,100779,479
211,90213,427
212,87079,410
213,85982,403
214,100641,470
215,103667,482
216,93253,431
217,98030,451
218,97591,447
219,101500,463
220,94109,427
221,102998,466
222,113901,513
223,101564,455
224,101512,453
225,93009,413
226,97110,429
227,95883,422
228,99898,438
229,93997,410
230,105222,457
231,104725,453
232,109020,469
233,104277,447
234,98409,420
235,110758,471
236,101483,430
237,116176,490
238,107806,452
239,99791,417
240,94845,395
241,106092,440
242,108559,448
243,100533,413
244,112699,461
245,119884,489
246,99065,402
247,106995,433
248,104922,423
249,105615,424
250,117665,470
251,111551,444
252,117307,465
253,117131,462
254,109312,430
255,114033,447
256,117781,460
257,103613,403
258,110774,429
259,120039,463
260,133139,512
261,127219,487
262,114251,436
263,115765,440
264,129860,491
265,114913,433
266,147329,553
267,115917,434
268,119157,444
269,130537,485
270,115112,426
271,113075,417
272,109727,403
273,112428,411
274,115929,423
275,315865,1148
276,111162,402
277,129472,467
278,126474,454
279,128709,461
280,141772,506
281,114460,407
282,123833,439
283,133631,472
284,134651,474
285,121241,425
286,136165,476
287,123026,428
288,118242,410
289,159738,552
290,128422,442
291,126293,433
292,128260,439
293,124282,424
294,142810,485
295,187814,636
296,136408,460
297,135938,457
298,142116,476
299,136226,455
300,132171,440
301,135511,450
302,134335,444
303,133660,441
304,130424,429
305,130604,428
306,121772,397
307,139523,454
308,131028,425
309,128369,415
310,131642,424
311,165037,530
312,147495,472
313,148160,473
314,134019,426
315,139858,443
316,127187,402
317,136441,430
318,138930,436
319,143316,449
320,134344,419
321,138649,431
322,137420,426
323,136751,423
324,151317,467
325,144349,444
326,135486,415
327,141952,434
328,138669,422
329,153004,465
330,140105,424
331,165559,500
332,140926,424
333,143872,432
334,138600,414
335,156292,466
336,148812,442
337,149422,443
338,137764,407
339,162593,479
340,143654,422
341,160333,470
342,148165,433
343,151724,442
344,136828,397
345,150849,437
346,147262,425
347,158248,456
348,157291,451
349,169264,484
