KB,Read Time (ns),Read Time / Number (ns)
1,2184,2184
2,2207,1103
3,3407,1135
4,3477,869
5,5915,1183
6,3776,629
7,4261,608
8,4282,535
9,5459,606
10,5147,514
11,5760,523
12,5359,446
13,7305,561
14,6949,496
15,7177,478
16,6871,429
17,9194,540
18,9197,510
19,8860,466
20,8919,445
21,10337,492
22,10543,479
23,10265,446
24,10811,450
25,12943,517
26,13078,503
27,12022,445
28,12280,438
29,14068,485
30,14347,478
31,14044,453
32,14002,437
33,15724,476
34,14546,427
35,15705,448
36,14766,410
37,17498,472
38,17087,449
39,16992,435
40,17938,448
41,19150,467
42,19834,472
43,19558,454
44,19091,433
45,21025,467
46,19824,430
47,21599,459
48,20717,431
49,21820,445
50,23089,461
51,22441,440
52,23052,443
53,27317,515
54,22497,416
55,24370,443
56,33746,602
57,25199,442
58,24932,429
59,35465,601
60,27263,454
61,27374,448
62,28089,453
63,30061,477
64,28935,452
65,29234,449
66,30105,456
67,29363,438
68,28700,422
69,77059,1116
70,32042,457
71,36623,515
72,30146,418
73,47911,656
74,41393,559
75,32017,426
76,36738,483
77,65760,854
78,35337,453
79,37524,474
80,34629,432
81,43679,539
82,35679,435
83,37422,450
84,33370,397
85,37691,443
86,36473,424
87,42112,484
88,38146,433
89,43080,484
90,52231,580
91,37423,411
92,46939,510
93,39433,424
94,47380,504
95,40933,430
96,40857,425
97,41712,430
98,53375,544
99,42884,433
100,45233,452
101,44395,439
102,43079,422
103,42311,410
104,55198,530
105,47889,456
106,57665,544
107,48478,453
108,42441,392
109,47544,436
110,43191,392
111,49751,448
112,57433,512
113,48851,432
114,58234,510
115,48472,421
116,51619,444
117,48876,417
118,49448,419
119,51922,436
120,47616,396
121,60488,499
122,58816,482
123,50633,411
124,50945,410
125,82974,663
126,66024,524
127,54499,429
128,56872,444
129,49063,380
130,62512,480
131,56797,433
132,55005,416
133,69441,522
134,62248,464
135,65329,483
136,64578,474
137,90271,658
138,61078,442
139,74199,533
140,61251,437
141,109006,773
142,74174,522
143,61113,427
144,66297,460
145,64569,445
146,69670,477
147,62353,424
148,73673,497
149,62337,418
150,65517,436
151,59546,394
152,64741,425
153,77845,508
154,76598,497
155,66432,428
156,74971,480
157,69000,439
158,72072,456
159,85519,537
160,67236,420
161,72883,452
162,70222,433
163,65681,402
164,72101,439
165,73336,444
166,66538,400
167,76669,459
168,90896,541
169,77947,461
170,74077,435
171,71774,419
172,71414,415
173,78900,456
174,71491,410
175,72779,415
176,84097,477
177,75086,424
178,73089,410
179,90217,504
180,86507,480
181,81560,450
182,75224,413
183,84947,464
184,75602,410
185,80504,435
186,89221,479
187,85826,458
188,121735,647
189,81806,432
190,86737,456
191,84148,440
192,82397,429
193,85631,443
194,90254,465
195,85139,436
196,104618,533
197,76219,386
198,90873,458
199,90212,453
200,105288,526
201,85020,422
202,85337,422
203,93302,459
204,94166,461
205,97579,475
206,100333,487
207,89414,431
208,112790,542
209,102250,489
210,88395,420
211,100339,475
212,99427,468
213,85259,400
214,104135,486
215,85268,396
216,106028,490
217,96725,445
218,103110,472
219,97527,445
220,100594,457
221,102083,461
222,98737,444
223,108431,486
224,91727,409
225,104874,466
226,101803,450
227,86257,379
228,122271,536
229,113885,497
230,98326,427
231,91930,397
232,116639,502
233,92085,395
234,105112,449
235,112458,478
236,129391,548
237,93394,394
238,110140,462
239,99929,418
240,102909,428
241,105321,437
242,119060,491
243,106270,437
244,92905,380
245,109543,447
246,112177,456
247,122808,497
248,119761,482
249,103549,415
250,118513,474
251,117906,469
252,162025,642
253,107383,424
254,101891,401
255,125125,490
256,106503,416
257,107652,418
258,110017,426
259,118775,458
260,154837,595
261,120901,463
262,120426,459
263,111234,422
264,123738,468
265,121600,458
266,132080,496
267,117622,440
268,135721,506
269,113928,423
270,119851,443
271,118018,435
272,120306,442
273,112594,412
274,142947,521
275,115407,419
276,132966,481
277,122611,442
278,126303,454
279,110217,395
280,141172,504
281,114800,408
282,113949,404
283,107443,379
284,207199,729
285,140923,494
286,118184,413
287,133146,463
288,122361,424
289,119655,414
290,122177,421
291,134301,461
292,132037,452
293,133912,457
294,140000,476
295,123484,418
296,138624,468
297,131616,443
298,124278,417
299,124707,417
300,163697,545
301,143823,477
302,140746,466
303,133949,442
304,132373,435
305,143749,471
306,143883,470
307,134844,439
308,140669,456
309,158957,514
310,135830,438
311,138808,446
312,139961,448
313,139314,445
314,137977,439
315,132243,419
316,147188,465
317,133232,420
318,141533,445
319,131923,413
320,162821,508
321,133093,414
322,133457,414
323,136063,421
324,144538,446
325,139169,428
326,142381,436
327,139608,426
328,148205,451
329,174919,531
330,163757,496
331,146510,442
332,151191,455
333,153463,460
334,148403,444
335,145453,434
336,148583,442
337,140193,416
338,151509,448
339,163236,481
340,157691,463
341,160336,470
342,155646,455
343,147533,430
344,157467,457
345,145554,421
346,148323,428
347,149291,430
348,192030,551
349,147478,422
350,163891,468
351,148446,422
352,161146,457
353,141202,400
354,155187,438
355,165067,464
356,154502,433
357,152538,427
358,143459,400
359,140999,392
360,151935,422
361,159776,442
362,152278,420
363,160522,442
364,160504,440
365,156441,428
366,165352,451
367,147826,402
368,151815,412
369,159073,431
370,167450,452
371,163577,440
372,157516,423
373,180898,484
374,175406,469
375,175967,469
376,170742,454
377,178496,473
378,153768,406
379,160223,422
380,168784,444
381,161444,423
382,173684,454
383,157733,411
384,178192,464
385,173079,449
386,171123,443
387,176185,455
388,177112,456
389,169904,436
390,170856,438
391,173481,443
392,169067,431
393,160264,407
394,174242,442
395,198919,503
396,174717,441
397,193756,488
398,158018,397
399,165119,413
400,176167,440
401,189251,471
402,166651,414
403,191879,476
404,191753,474
405,185062,456
406,195287,481
407,162505,399
408,179152,439
409,175263,428
410,199981,487
411,179692,437
412,178399,433
413,181126,438
414,190812,460
415,242465,584
416,172441,414
417,183979,441
418,172430,412
419,175415,418
420,198235,471
421,187978,446
422,182638,432
423,188599,445
424,217041,511
425,177044,416
426,193901,455
427,202517,474
428,191414,447
429,223756,521
430,183891,427
431,192556,446
432,187399,433
433,183786,424
434,203723,469
435,180369,414
436,181653,416
437,197119,451
438,188361,430
439,196322,447
440,206130,468
441,194184,440
442,189699,429
443,201359,454
444,203997,459
445,187421,421
446,198246,444
447,184224,412
448,210122,469
449,181398,404
450,178425,396
